stringsfile version 1
4199
str_no_string NO_STRING!
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place You_speak_of_protecting_the_commons._Very_well._But_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_don't_deliver,_than_if_you_never_made_the_promise_in_the_first_place.
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights You_speak_of_protecting_the_rights_of_lords._Good._You'd_be_well_advised_to_do_that_--_men_fight_better_for_a_king_who'll_respect_their_rights.
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there You_speak_of_protecting_the_rights_of_lords._Very_well._But_remember_--_failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there.
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it You_speak_of_giving_me_land._Very_good,_but_often_I_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top,_he_has_trouble_keeping_them_once_he_reaches_it.
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it You_speak_of_unifying_Britannia._Well,_many_have_said_that,_you_might_very_well_be_the_one_to_do_it.
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail You_speak_of_unifying_Britannia._Well,_all_the_kings_say_that._I'm_not_sure_that_you_will_succeed_while_they_fail.
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers You_speak_of_claims._Do_you_think_I_care_for_the_nattering_of_lawyers?
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal You_speak_of_protecting_the_commons._How_kind_of_you!_I_shall_tell_my_swineherd_all_about_your_sweet_promises._No_doubt_he_will_become_your_most_faithful_vassal.
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger You_speak_of_protecing_the_rights_of_lords._Such_sweet_words!_But_I'll_tell_you_this_--_the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker,_and_to_submit_to_whoever_is_stronger.
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver You_speak_of_giving_me_land._Yes,_very_good_--_but_you_had_best_deliver.
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside You_speak_of_giving_me_land._Hah!_Perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside?
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant You_speak_of_unifying_Britannia._You_may_indeed_humble_the_other_kings_of_this_land,_and_in_that_case_I_would_hope_that_you_would_remember_me_as_your_faithful_servant.
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak You_speak_of_unifying_Britannia._But_you_are_weak,_and_I_think_that_you_will_remain_weak.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me You_speak_of_claims._It's_good_for_a_king_to_have_a_strong_claim,_although_admittedly_I'm_more_concerned_that_he_rules_just_ly_than_with_legalities._Anyway,_your_claim_seems_well-founded_to_me.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me You_speak_of_claims,_but_your_claim_seems_a_bit_weak_to_me.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate You_speak_of_protecting_the_commons._I_like_that._My_tenants_are_a_happy_lot,_I_think,_but_I_hear_of_others_in_other_estates_that_aren't_so_fortunate.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down You_speak_of_protecting_the_commons._I'm_glad_to_hear_you_say_that._But_do_me_a_favor_--_don't_promise_the_commons_anything_you_can't_deliver._That's_a_sure_way_to_get_them_to_rebel,_and_it_breaks_my_heart_to_have_to_put_them_down.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind You_speak_of_protecting_the_rights_of_lords._Well,_very_good,_I_suppose._But_you_know_--_we_lords_can_take_care_of_ourselves._It's_the_common_folk_who_need_a_strong_king_to_look_out_for_them,_to_my_mind.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary You_speak_of_giving_me_land._It's_kind_of_you._Really,_though,_that_is_not_necessary.
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler You_speak_of_unifying_Britannia._Well,_maybe_you_can_unite_this_land_by_the_sword._But_I'm_not_sure_that_this_will_make_you_a_good_ruler.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished You_speak_of_claims._A_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm,_and_yours_is_well-established.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong You_speak_of_claims._A_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm,_but_your_claim_is_not_so_strong.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice You_speak_of_protecting_the_rights_of_lords._It_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals,_although_I_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises You_speak_of_protecting_the_rights_of_lords._It_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals._However,_I_would_like_to_know_that_you_would_indeed_deliver_on_your_promises.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice You_speak_of_protecting_the_commons._I_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects,_although_I_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises You_speak_of_protecting_the_commons._I_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects._However,_I_would_like_to_know_that_you_would_indeed_deliver_on_your_promises.
str_i_am_not_swayed_by_promises_of_reward I_am_not_swayed_by_promises_of_reward
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so You_speak_of_unifying_Britannia._It_would_be_good_to_bring_peace_to_the_realm,_and_I_believe_that_you_are_strong_enough_to_do_so.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord You_speak_of_unifying_Britannia._It_would_be_good_to_bring_peace_the_realm,_but_with_your_Kingdom_in_its_current_state,_I_worry_that_you_are_just_bringing_more_discord.
str_s15 {!}{s15
str_my_s11_s15 my_{s11}_{s15}
str_stop_gap__s15_is_the_rival_of_s16 {!}[STOP_GAP_-_{s15}_is_the_rival_of_{s16}
str_my_s11_s18 My_{s11}_{s18}
str_the_socalled_s11_s18 The_so-called_{s11}_{s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down {s18}_would_cheat_me_of_my_inheritance._By_heaven,_I_know_my_rights,_and_I'm_not_going_to_back_down.
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement {s18}_once_questioned_my_honour_and_my_bravery._I_long_for_the_day_when_I_can_meet_him_in_battle,_and_make_him_retract_his_statement.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes {s18}_once_questioned_my_judgment_in_battle._By_heaven,_would_he_have_us_shirk_our_duty_to_smite_our_sovereign's_foes?
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not {s18}_seems_to_think_he_has_the_right_to_some_of_my_property._Well,_he_does_not.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words {s18}_once_took_something_I_said_amiss._Stubborn_bastard_won't_give_it_up,_and_keeps_trying_to_get_me_to_recant_my_words.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit {s18}_is_a_crafty_weasel,_and_I_don't_trust_him_one_bit.
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters {s18}?_I_despise_him._He_puts_on_such_a_nauseating_display_of_virtue,_and_thinks_nothing_of_insulting_his_betters.
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it {s18}_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it.
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing {s18}_once_ran_an_errand_for_me,_and_now_thinks_I_owe_him_something._I_owe_his_ilk_nothing.
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him {s18}_is_soft,_and_weak,_and_not_fit_to_govern_a_fief,_and_I_have_always_detested_him.
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much {s18}_is_a_quarrelsome_oaf_and_a_liability,_in_my_opinion,_and_I've_let_him_know_as_much.
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men {s18},_I_am_sorry_to_say,_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility._His_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day,_and_will_cost_the_lives_of_my_own_faithful_men.
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes {s18}_seems_to_have_something_against_me,_for_some_reason._I_don't_like_to_talk_ill_of_people,_but_I_think_he's_can_be_a_bit_of_a_cad,_sometimes.
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong {s18}_has_always_treated_me_contemptuously,_although_I_have_done_him_no_wrong.
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions {s18}_is_thoroughly_dishonorable,_and_a_compulsive_spinner_of_intrigues_which_I_fear_will_drag_us_into_wars_or_incite_rebellions.
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men {s18}_disappoints_me._I_once_scolded_for_his_rashness_in_battle,_and_he_took_offense._I_do_not_care_to_apologize_for_my_efforts_to_save_his_life,_and_the_lives_of_his_men.
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all {s18}_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble._By_doing_so,_he_disgraces_us_all.
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say {s18}_has_been_speaking_ill_of_me_behind_my_back,_or_so_they_say.
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim {s18}_is_a_disgrace._{reg3?She:He}_consorts_with_merchants,_lends_money_at_interest,_uses_coarse_language,_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_{reg3?her:him}.
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that {s18}_has_condemned_me_for_engaging_in_commerce._What_could_possibly_be_wrong_with_that?
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all {s18},_I_have_heard,_has_been_encouraging_seditious_ideas_among_the_peasantry_--_a_foolish_move_which_endangers_us_all.
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim {s18}_has_called_me_out_for_the_way_I_deal_with_my_tenants._Well,_so_be_it._If_I_teach_them_that_they_are_the_equal_of_anyone_with_so-called_'gentle'_blood,_what_is_it_to_{reg3?her:him}?
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady a_most_gallant_gentleman,_who_knows_how_to_treat_a_lady
str_a_base_cad a_base_cad
str_a_man_who_treats_me_as_his_equal_which_is_rare a_man_who_treats_me_as_his_equal,_which_is_rare
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having
str_a_bit_dull_but_what_can_you_expect a_bit_dull,_but_what_can_you_expect...
str_the_man_whom_destiny_intends_for_me the_man_whom_destiny_intends_for_me
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl is_not_right_for_me_-_I_cannot_say_why,_but_he_makes_my_skin_crawl
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world is_a_man_who_clearly_intends_to_make_his_mark_in_the_world
str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he is_a_lay-about,_a_naif,_prey_for_others_who_are_cleverer_than_he
str_is_a_man_of_stalwart_character is_a_man_of_stalwart_character
str_appears_to_be_a_man_of_low_morals appears_to_be_a_man_of_low_morals
str_appears_to_be_a_man_who_lacks_selfdiscipline appears_to_be_a_man_who_lacks_self-discipline
str_check_reg8_s4_reconciles_s5_and_s6_ {!}Check_#{reg8}:_{s4}_reconciles_{s5}_and_{s6}_
str_diagnostic__player_should_receive_consultation_quest_here_if_not_already_active {!}Diagnostic_--_Player_should_receive_consultation_quest_here,_if_not_already_active
str_check_reg8_s4_rules_in_s5s_favor_in_quarrel_with_s6_ {!}Check_#{reg8}:_{s4}_rules_in_{s5}'s_favor_in_quarrel_with_{s6}_
str_check_reg8_new_rivalry_generated_between_s5_and_s6 {!}Check_#{reg8}:_New_rivalry_generated_between_{s5}_and_{s6}
str_check_reg8_s5_attempts_to_win_over_s6 {!}Check_#{reg8}:_{s5}_attempts_to_win_over_{s6}
str_s1_has_no_lords {!}{s1}_has_no_lords
str_do_political_consequences_for_s4_victory_over_s5 {!}Do_political_consequences_for_{s4}_victory_over_{s5}
str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available Bandits_attacked_a_party_on_the_roads,_so_a_bounty_is_probably_available
str_travellers_attacked_on_road_from_s15_to_s16 {!}Travellers_attacked_on_road_from_{s15}_to_{s16}
str_s15_shares_joy_of_victory_with_s16 {!}{s15}_shares_joy_of_victory_with_{s16}
str_faction_marshall_s15_involved_in_defeat {!}Faction_marshall_{s15}_involved_in_defeat
str_player_faction_marshall_involved_in_defeat {!}Player_faction_marshall_involved_in_defeat
str_s14_of_s15_defeated_in_battle_loses_one_point_relation_with_liege {!}{s14}_of_{s15}_defeated_in_battle,_loses_one_point_relation_with_liege
str_s14_defeated_in_battle_by_s15_loses_one_point_relation {!}{s14}_defeated_in_battle_by_{s15},_loses_one_point_relation
str_s14_blames_s15_for_defeat {!}{s14}_blames_{s15}_for_defeat
str_s32_is_undeclared_rebel {!}{s32}_is_undeclared_rebel
str_small_bonus_for_no_base {!}Small_bonus_for_no_base
str_s15_considered_member_of_faction_s20_weight_of_reg15 {!}{s15}_considered_member_of_faction_{s20},_weight_of_{reg15}
str_checking_for_recruitment_argument_reg24 {!}Checking_for_recruitment_argument_#{reg24}
str_g_talk_troop_s20_evaluates_being_vassal_to_s22_of_s21 {!}_G_talk_troop_{s20}_evaluates_being_vassal_to_{s22}_of_{s21}
str_base_result_for_security_reg1 {!}Base_result_for_security:_{reg1}
str_result_for_security_weighted_by_personality_reg2 {!}Result_for_security_weighted_by_personality:_{reg2}
str_base_result_for_political_connections_reg3 {!}Base_result_for_political_connections:_{reg3}
str_result_for_political_connections_weighted_by_personality_reg4 {!}Result_for_political_connections_weighted_by_personality:_{reg4}
str_result_for_argument_strength_reg7 {!}Result_for_argument_strength:_{reg7}
str_result_for_argument_appeal_reg17 {!}Result_for_argument_appeal:_{reg17}
str_combined_result_for_argument_modified_by_persuasion_reg8 {!}Combined_result_for_argument_modified_by_persuasion:_{reg8}
str_base_changing_sides_penalty_reg9 {!}Base_changing_sides_penalty:_{reg9}
str_changing_sides_penalty_weighted_by_personality_reg10 {!}Changing_sides_penalty_weighted_by_personality:_{reg10}
str_combined_bonuses_and_penalties_=_reg0 {!}Combined_bonuses_and_penalties_=_{reg0}
str_intrigue_test_troop_party_is_active {!}Intrigue_test:_Troop_party_is_active
str_intrigue_test_troop_party_is_not_in_battle {!}Intrigue_test:_Troop_party_is_not_in_battle
str_intrigue_test_troop_is_not_prisoner {!}Intrigue_test:_Troop_is_not_prisoner
