3604
qstr_Breaking_camp... Breaking_camp...
qstr_SHIP_{reg8}_ERROR:_g SHIP_{reg8}_ERROR:_gtbws_not_the_same!
qstr_{!}TEST:_I_m_playing {!}TEST:_I'm_playing_snd_crash_now
qstr_{!}ERROR_in_script_cf {!}ERROR_in_script_cf_is_port_party:_{s1}
qstr_You_are_an_elder._Yo You_are_an_elder._You_can_count_many_years_toward_your_life_experiences._You_may_not_be_as_strong_and_agile_as_before,_but_certainly_you_are_wiser.
qstr_You_are_an_adult._Yo You_are_an_adult._You_are_at_an_age_where_a_reasonable_amount_of_experience_and_health_meet.
qstr_You_are_a_youth._You You_are_a_youth._You_are_full_of_energy_and_eager_to_change_the_world_around_you.
qstr_According_to_Galen_s According_to_Galen's_ancient_temperaments,_your_personality_is:
qstr_Phlegmatic._Its_elem Phlegmatic._Its_element_is_water_and_its_Hippocrates_humor_is_phlegm._It_is_associated_with_people_who_are_calm,_compassionate,_self-content,_reliable,_shy,_observant_and_consistent._These_people_are_also_resistant_to_change,_distant,_relaxed_and_reserved.
qstr_Melancholic._Its_ele Melancholic._Its_element_is_earth_and_its_Hippocrates_humor_is_black_bile._It_is_associated_with_people_who_are_introverted,_sensitive,_intuitive,_creative,_perfectionistic,_patient,_caring_and_tolerant._These_people_are_also_clumsy,_obsessed,_depressed_and_dissatisfied.
qstr_Choleric._Its_elemen Choleric._Its_element_is_fire_and_its_Hippocrates_humor_is_yellow_bile._It_is_associated_with_people_who_are_persuasive,_egocentric,_extroverted,_independent,_charismatic_and_ambitious._These_people_are_also_insistent,_impetuous,_bad-tempered,_restless_and_touchy.
qstr_Sanguine._Its_elemen Sanguine._Its_element_is_air_and_its_Hippocrates_humor_is_blood._It_is_associated_with_people_who_are_optimistic,_imaginative,_artistic,_cheerful,_sociable,_rational_and_pleasure-seeking._These_people_are_also_forgetful,_impulsive_and_unpredictable.
qstr_{s1}^^{s2}_{s3} {s1}^^{s2}_{s3}
qstr_According_the_four_c According_the_four_cardinal_virtues_recognized_in_the_writings_of_classical_antiquity,_you_most_often_exhibit:
qstr_Wisdom._Also_called_ Wisdom._Also_called_Prudence,_it_governs_actions_according_to_the_dictate_of_reason_in_order_to_choose_the_right_response_to_any_situation._Wisdom_implies_the_ability_to_judge_in_advance_the_probable_consequences_of_one's_actions.
qstr_Fortitude._Also_call Fortitude._Also_called_Courage,_it_ensures_firmness_during_difficulties_and_constancy_in_the_pursuit_of_goals._It_is_the_strength_to_make_a_decision_based_on_moral_convictions,_whatever_the_consequences.
qstr_Temperance._Also_cal Temperance._Also_called_Self-Control,_it_resists_the_attraction_of_pleasures_in_order_to_render_the_body_governable._Temperance_represents_restraint_and_control_over_passions_and_desires.
qstr_Justice._It_symboliz Justice._It_symbolizes_respect_for_law_and_promotes_rewarding_good_and_punishing_evil.
qstr_{s1}^^{s2}._{s3} {s1}^^{s2}._{s3}
qstr_You_are_a_foreigner. You_are_a_foreigner.
qstr_You_come_from_far_aw You_come_from_far_away,_seeking_to_get_to_know_the_north_of_Europe,_a_world_dotted_with_dozens_of_small_kingdoms_all_harassed_by_the_Vikings.
qstr_You_are_Scoto_Pict You_are_Scoto-Pict,
qstr_a_descendant_of_an_a a_descendant_of_an_ancient_people_of_uncertain_origin_who_inhabited_parts_of_northern_Britain,_or_of_Goidelic_invaders_now_mixed_in.
qstr_You_are_Briton You_are_Briton,
qstr_a_member_of_the_Celt a_member_of_the_Celtic_people_who_inhabited_Britain_since_before_the_Roman_invasion.
qstr_You_are_Goidel You_are_Goidel,
qstr_a_member_of_Celtic_p a_member_of_Celtic_people_inhabiting_the_island_of_Eriu,_which_the_Romans_called_Hibernia.
qstr_You_are_Frisian. You_are_Frisian.
qstr_You_come_from_the_di You_come_from_the_dike_country_of_Friese_on_the_north_edge_of_continental_Europe.
qstr_You_are_a_Norseman You_are_a_Norseman,
qstr_a_member_of_the_paga a_member_of_the_pagan_peoples_native_to_Scandia_who_raid_the_coast_of_Europe.
qstr_You_are_Anglo_Saxon You_are_Anglo-Saxon,
qstr_a_descendant_of_a_Ge a_descendant_of_a_Germanic_people_who,_in_ancient_times,_dwelt_in_Sleswick,_near_the_mouth_of_the_Elbe._Your_people_have_been_taking_over_Britain_for_four_hundred_years.
qstr_an_impoverished_nobl an_impoverished_nobleman
qstr_You_came_into_this_w You_came_into_this_world_as_{reg59?daughter:son}_of_a_declining_family_of_influence._By_then,_the_estates_were_gone_and_only_the_house_in_which_you_lived_remained_as_a_possession._However,_despite_your_hardships,_your_parents_gave_you_a_good_education,_preparing_you_from_childhood_for_the_chance_to_become_a_companion_to_royalty.
qstr_a_travelling_merchan a_travelling_merchant
qstr_You_were_always_movi You_were_always_moving_from_one_place_to_another_seeking_to_make_a_profit._Although_your_parents_were_wealthier_than_most_and_gave_you_the_best_education_they_could,_you_found_few_chances_to_make_friends_on_the_road._When_you_did_succeed_to_make_a_friend,_you_were_always_glad_for_the_chance_to_sell_them_something.
qstr_a_craftsman a_craftsman
qstr_Your_father_s_abilit Your_father's_ability_to_make_beautiful_and_useful_things_were_always_highly_valued_by_the_community._You_grew_accustomed_to_live_with_some_comfort_and_luxuries_--_and_you_can_tell_a_hammer_from_a_mallet.
qstr_a_priest a_priest
qstr_You_were_placed_in_t You_were_placed_in_the_care_of_a_monastery_when_but_an_infant._The_brothers_were_not_true_parents,_but_provided_care_and_camaraderie._Your_mother_visited_you_sometimes,_but_you_have_never_heard_from_your_father._Your_life_has_been_easier_than_most,_as_you_always_enjoyed_a_full_dish_at_table_after_a_long_day_of_hard_work.
qstr_a_peasant a_peasant
qstr_You_were_born_into_a You_were_born_into_a_small_community_directed_by_a_nearby_lord._Your_childhood_was_happy_enough,_but_there_was_little_time_to_play._Practically_from_the_time_you_could_walk,_you_were_put_to_work_harvesting_cabbages_with_your_frozen_fingers.
qstr_an_outlaw an_outlaw
qstr_Your_education_was_r Your_education_was_rather_informal._Living_in_abandoned_huts_or_even_along_the_road,_you_were_put_to_work_begging_until_you_became_more_useful_for_cutting_purses._Some_may_say_your_childhood_was_a_waste,_but_nobody_knows_the_shadowy_back_streets_and_secrets_of_the_towns_like_you_do.
qstr_{s1}^^You_were_born_ {s1}^^You_were_born_years_ago_to_{s2}._{s3}
qstr_Your_family_baptised Your_family_baptised_you_into_Roman_Christianity,
qstr_and_you_were_fascina and_you_were_fascinated_by_the_stories_that_the_priest_told_when_he_visited_your_village._Since_those_days,_you_remain_devoted_to_that_religion._Christianity_is_based_on_the_Scriptures,_the_testimony_of_the_Jesus'_life_and_the_teachings_of_His_Apostles.
qstr_Your_family_believed Your_family_believed_in_the_Scandinavian_gods.
qstr_You_soaked_up_all_of You_soaked_up_all_of_the_stories,_told_far_into_the_night_with_everyone_gathered_around_the_fireplace._You_are_a_staunch_believer_of_the_old_ways._Your_worship_gives_all_the_deities_their_due:_Odin,_the_chief_god;_Thor,_the_god_of_the_sky_and_thunder;_Freya,_the_goddess_of_love,_and_all_the_rest_required_to_oversee_all_the_disparate_processes_of_the_world.
qstr_a_page_at_a_nobleman a_page_at_a_nobleman's_hall
qstr_You_were_chosen_to_b You_were_chosen_to_be_a_companion_to_one_of_the_wealthiest_nobleman_of_the_kingdom,_so_were_given_a_place_at_the_hall._Serving_the_more_senior_members_of_the_household,_your_first_lessons_were_in_humility._In_compensation,_there_were_all_sorts_of_entertainments:_chess_games,_gossip,_bards_visiting_to_recite_the_poems_of_great_deeds_and_loves._You_were_drawn_most_by_the_world_of_conflict_and_competition._You_played_rough_games_with_other_children,_batting_each_other_with_sticks_as_swords._Such_games_provided_you_invaluable_lessons_for_your_current_life.
qstr_a_craftsman_s_appren a_craftsman's_apprentice
qstr_Your_parents_sent_yo Your_parents_sent_you_to_learn_a_trade._After_years_of_hard_work_and_study_under_your_new_master,_he_promoted_you_first_to_journeyman_and_finally_to_fully_paid_craftsman_for_as_long_as_you_wished_to_stay._You_became_adept_with_tools_and_crafting.
qstr_a_shop_assistant a_shop_assistant
qstr_In_the_employ_of_a_s In_the_employ_of_a_shopkeeper,_you_learned_to_attract_people's_interest_and_convince_them_with_words._Traveling_from_one_place_to_another_in_caravans_to_trade,_you_learned_the_customs_of_very_different_peoples_and_proper_behavior_in_each_culture.
qstr_a_street_urchin a_street_urchin
qstr_You_ended_up_in_the_ You_ended_up_in_the_streets,_doing_whatever_you_must_to_survive._Begging_and_thieving_to_earn_your_bread,_daily_involved_in_this_violent_world,_always_one_step_ahead_of_the_law_and_others_who_wished_to_catch_you.
qstr_a_farmer_child a_farmer_child
qstr_You_put_your_strong_ You_put_your_strong_back_to_help_with_farm_work._You_learned_the_land_and_the_livestock_that_grazed_on_it._Some_years_you_enjoyed_good_harvests_but_others_you_survived_on_an_empty_stomach._You_became_unflappable_and_adept_at_adapting_to_every_circumstance.
qstr_{s1}^^You_spent_your {s1}^^You_spent_your_youth_as_{s2}._{s3}
qstr_Formerly_being_a_sla Formerly,_being_a_slave,
qstr_your_adult_life_was_ your_adult_life_was_full_of_misery._Forced_to_do_all_the_hard_menial_tasks_for_your_owners,_you_grew_to_be_thick-skinned,_fast,_and_strong._Sometimes_your_masters_gave_you_no_food,_and_so_you_had_to_learn_to_forage_in_the_wild_in_order_to_satisfy_your_hunger._Your_world_was_small_and_monotonous._The_days_seemed_to_be_always_the_same._Rain_and_sun_punished_your_body_during_these_endless_working_days._From_sunrise_to_sunset,_with_your_back_aching_all_the_time,_your_only_reward_was_to_see_another_day,_although_some_of_your_fellow_sufferers_were_not_so_lucky._When_you_got_some_free_time_--_something_that_rarely_happened_--_you_practiced_hurling_stones_with_a_simple_sling._You_can_hit_a_dried_gourd_some_paces_distant_and_cause_it_to_explode_with_a_satisfying_CRACK.
qstr_Formerly_you_were_a_ Formerly,_you_were_a_priest.
qstr_When_you_were_not_wo When_you_were_not_working_or_studying_at_the_monastery,_you_traveled_around_spreading_the_word_of_God._Anyone_who_listened_to_you_was_greatly_impressed_with_the_passion_of_your_sermons._Though_you_had_kept_the_vow_of_poverty_through_all_those_itinerant_years,_you_never_lacked_for_food,_drink_or_shelter,_as_the_hospitality_of_the_peasants_was_particularly_generous_toward_a_rising_{reg59?woman:man}_of_God._Now_and_then,_the_villagers_came_to_the_monastery_to_purchase_the_unique_products_that_you_made._^^Healing_is_another_of_your_abilities._Your_skill_mended_many_a_broken_bone_and_kept_many_a_soul_in_its_body_instead_of_venturing_into_God's_hands._Full_of_faith,_you_feel_safe_outside_the_thick_monastery_walls._You_are_armed_with_nothing_more_than_a_rod_or_a_staff,_symbols_of_the_divine_ones_that_comfort_you.
qstr_Formerly_you_were_a_t Formerly,_you_were_a_traveler.
qstr_Responding_to_the_ca Responding_to_the_call_of_the_road,_you_traveled_from_one_village_to_another,_trading_whatever_you_could_find._This_is_not_a_wealthy_life,_but_you_have_become_a_master_at_getting_a_good_price_from_even_the_most_miserly_of_spinsters._Soon,_you_will_be_able_to_create_your_own_trading_empire.
qstr_Formerly_you_were_a_p Formerly,_you_were_a_poacher.
qstr_Unsatisfied_with_com Unsatisfied_with_common_men's_desperate_desire_of_wealth,_you_took_to_your_local_lord's_own_forests_and_helped_yourself_to_their_bounty,_laws_be_damned._You_hunted_stags,_boars_and_geese_and_sold_their_meat_under_the_table._You_cut_down_trees_right_under_the_watchmen's_noses_and_turned_them_into_firewood_to_warm_many_a_freezing_home_during_harsh_winters._You_found_that_honor_is_easy_enough_to_barter_away_for_a_few_hard-to-find_silvers._When_the_hard_times_came,_you_foraged_for_food_and_became_an_expert_at_finding_edible_plants_in_the_wild.
qstr_Formerly_you_were_a_f Formerly,_you_were_a_free_{reg59?woman:man},_and_moreover_{reg59?mistress:master}_over_a_bit_of_land.
qstr_{reg59?Being_wife_to {reg59?Being_wife_to_a_free_man_meant_that_you_at_least_had_it_easier_than_did_the_wives_of_the_servants._You_owned_some_servants_who_helped_you_with_the_hard_work,_but_since_your_husband_didn't_own_a_lot_of_land,_you_still_had_to_do_a_variety_of_tasks_that_peasant_wives_have_to_do._Your_husband_had_to_pay_rent_to_his_overlord_and_owed_him_labour_services_for_the_land._When_the_lord_was_involved_in_a_war,_your_husband_had_to_answer_his_call_for_foot_soldiers._In_those_times,_he_had_to_rely_on_his_shield_and_spear_in_the_thick_of_battle._He_often_taught_you_how_to_fight_properly_with_those_arms_in_case_he_wouldn't_be_available_to_defend_your_home._:This_meant_that_you_at_least_had_it_easier_than_the_servants._You_owned_some_servants_who_helped_you_with_the_hard_work,_but_since_you_didn't_own_a_lot_of_land,_you_still_had_to_do_a_variety_of_tasks_that_peasants_have_to_do._You_had_to_pay_rent_to_your_overlord_and_owed_him_labour_services_for_the_land._When_the_lord_was_involved_in_a_war,_you_had_to_answer_his_call_for_foot_soldiers._In_those_times,_you_had_to_rely_on_your_shield_and_spear_in_the_thick_of_battle.}
qstr_{s1}^^Through_persis {s1}^^Through_persistence_and_a_little_luck,_you_learned_how_to_curry_favor_with_one_of_the_local_lords._Eventually,_he_recommended_you_to_the_king,_who_awarded_you_with_a_small_fief_from_his_own_holdings._Now_you_must_prove_yourself_worthy_of_the_trust_you_have_been_given.
qstr_{s1}^^Then_you_happe {s1}^^Then_you_happened_to_catch_the_interest_of_a_young_lord._Ignoring_tradition_and_the_strident_pleas_of_his_advisors,_he_married_you,_but_shortly_thereafter_suffered_an_accidental_fatal_wound_during_a_tournament._The_lord_lacked_a_living_uncle,_brother,_or_son._You_therefore_take_over_his_small,_neglected_estate,_even_as_the_other_lords_of_the_kingdom_consider_it_as_having_become_available._Now_you_must_establish_yourself_on_your_lands.
qstr_{s1}^^Through_persist {s1}^^Through_persistence_and_a_little_luck,_you_learned_how_to_curry_favor_with_one_of_the_local_lords._A_series_of_events_having_left_the_kingdom_without_a_ruler,_he_proposed_you_to_share_the_kingship_as_a_compromise_between_contending_factions._You_were_deliberately_chosen_to_be_the_minor_partner,_but_a_sudden_fatal_illness_of_the_other_share-king_has_left_you_sole_ruler._Not_everyone_is_happy_about_this_turn_of_events,_and_neighboring_kingdoms_have_taken_note_of_the_apparent_weakness_of_your_realm._Now_you_must_establish_your_dominion.
qstr_{s1}^^Then_you_happen {s1}^^Then_you_happened_to_catch_the_interest_of_the_young_king._Ignoring_tradition_and_the_strident_pleas_of_his_advisors,_he_married_you,_but_shortly_thereafter_suffered_an_accidental_fatal_wound_during_a_tournament._The_king_lacked_a_living_uncle,_brother,_or_son._As_the_lords_debate_succession,_the_neighboring_kingdoms_have_taken_note_of_the_apparent_weakness_of_your_realm._Now_you_must_establish_your_dominion.
qstr_>_Viking_Conquest_Ma >_Viking_Conquest_Main_Campaign
qstr_A_storyline_campaign A_storyline_campaign_with_a_main_quest_and_other_special_features.
qstr_>_Sandbox_Campaign >_Sandbox_Campaign
qstr_No_main_story_or_spe No_main_story_or_special_features._You_are_free_to_play_as_you_wish.
qstr_>_Lordly_Sandbox_Cam >_Lordly_Sandbox_Campaign
qstr_You_start_as_a_lord_ You_start_as_a_lord_or_lady_of_a_faction.
qstr_>_Royal_Sandbox_Camp >_Royal_Sandbox_Campaign
qstr_You_start_as_leader_ You_start_as_leader_of_a_faction._Long_live_the_king!
qstr_STAMINA_>_Realism_Fe STAMINA_>_Realism_Feature.
qstr_This_feature_affects This_feature_affects_the_player_and_all_game_characters.^Stamina_is_calculated_from_Health_and_Athletic_skills_and_affects_physical_endurance_during_battle._When_a_character's_stamina_is_exhausted,_he_or_she_won't_be_able_to_run_and_his_or_her_weapons'_damage_will_be_halved.
qstr_ARMOR_PENALTY_>_Real ARMOR_PENALTY_>_Realism_Feature.
qstr_This_feature_affects_ This_feature_affects_the_player_and_all_game_characters.^Your_skill_points_will_deteriorate_when_you_equip_heavy_armor._This_skill_brings_better_balance_to_the_game,_as_light_troops_become_more_important.
qstr_EASY_RECRUITMENT_>_B EASY_RECRUITMENT_>_Beginner's_Feature.
qstr_When_you_ask_permiss When_you_ask_permission_in_the_villages_to_recruit,_the_answer_is_always_positive_and_without_cost._Not_recommended_for_players_who_like_role-play_and_immersion.
qstr_RESTING_MORALE_>_Rea RESTING_MORALE_>_Realism_Feature.
qstr_INSANE_DIFFICULTY_>_ INSANE_DIFFICULTY_>_Advanced_Player's_Feature.
qstr_Your_troops_need_thr Your_troops_need_three_times_the_normal_experience_to_upgrade._Your_enemies_will_cause_double_damage_while_you_cause_only_half._Only_recommended_for_hardcore_players.
qstr_GORE_>_+18_Feature. GORE_>_+18_Feature.
qstr_DISABLE_SCENIC_MENU_ DISABLE_SCENIC_MENU_>_Performance_Feature.
qstr_Disable_the_3D_view_i Disable_the_3D_view_in_menus_to_improve_the_loading_time_for_slower_machines.
qstr_SHIELD_BASH_>_Realis SHIELD_BASH_>_Realism_Feature.
qstr_Player_and_AI_troops Player_and_AI_troops_will_be_able_to_bash_enemies_with_their_shields.
qstr_...Anno_Domini_868.. ...Anno_Domini_868...
qstr_My_name_is_Beda_the_ My_name_is_Beda_the_Old,_and_if_you_delve_into_this_world,_I_recommend_you_listen_carefully...^^Britain._The_Britons_call_her_Ynys_Prydein,_the_Goidels_call_her_Alba_while_the_Angles_and_Saxons_gave_the_name_of_Englaland_to_the_lands_they_conquered._These_islands_are_large,_rich_and_beautiful..._and_are_coveted._So_the_land_is_currently_at_war_and_respects_only_the_law_of_the_sword_and_spear._Realms_are_born_and_killed_off,_and_kings_die_on_the_battlefield._Women_are_widowed,_and_horses_carry_arms_instead_of_hay._The_shouts_of_warriors_fill_the_air,_and_the_earth_lies_barren_from_the_trampling_of_armies._As_in_past_eras_of_strife,_mortal_enemies_rise,_equipped_in_armour._Ravens_are_calling,_wolves_are_howling,_spears_clash_and_shields_answer.^^In_the_north,_the_kingdoms_of_the_Angles_crumble_before_the_advance_of_the_Danes._The_sons_of_the_notorious_Viking_lord_Ragnar,_the_new_lords_of_these_lands,_now_rule_Bernaccia,_Deira_and_Elmet,_the_land_known_as_Northhymbre._^^In_the_south,_the_Saxons_of_West_Seaxe,_led_by_the_Brytenwalda_Aethelred_and_his_brother_Aelfred,_prepare_for_war._They_know_that_on_the_other_side_of_the_sea,_more_Danes_prepare_to_cross_the_ocean_in_search_of_fame_and_wealth._^^Pushed_into_the_remote_fringes_of_their_native_land_by_centuries_of_landward_invasion,_the_native_Britons_now_are_threatened_by_Vikings_on_their_coasts._They_fight_desperately_not_to_lose_what_little_they_have_left,_dreaming_of_a_king_to_unify_them_all_and_lead_them_to_final_victory_--_a_new_King_Arthur._The_reality_is_that_their_equitable_inheritance_laws_keep_the_holdings_of_each_lord_small_and_unity_harder_to_achieve._Nevertheless,_one_strongman,_Rhodri_the_Great_of_Gwynedd,_has_begun_to_impose_his_will_over_the_rest_of_Wales._^^In_the_lands_of_the_far_north,_Norwegian_invaders_thirty_years_ago_wiped_out_the_old_competing_Gaelic_and_Pict_aristocracies_in_one_fatal_blow_at_a_chance_three-way_battle._After_this_disaster,_Gaelic_strongman_Cinead_McAlpin_started_to_forge_a_new_kingdom_out_of_the_two_peoples,_but_they_have_been_driven_to_the_highland_center_of_their_former_territories._^^Across_the_sea,_in_Ireland,_Aed_'Fair_Warrior'_mac_Niall_of_Aileach_has_emerged_as_high_king_in_Temair_after_overcoming_his_enemies,_but_it_is_nothing_more_than_a_prestigious_title._His_claim_is_never_accepted_by_the_other_half_of_the_Ui_Neill,_and_the_fighting_for_land,_women_and_cattle,_in_the_sort_of_fratricidal_wars_endemic_to_that_land,_continues_unabated._Meanwhile,_both_Danish_and_Norwegian_Vikings_have_established_dozens_of_coastal_strongholds._They_use_the_rivers_to_plunder_the_Goidelic_hinterland,_but_they_are_all_too_prone_to_join_the_native_conflict_--_on_all_sides._^^^The_world_is_chaos,_and_chaos_is_war.
qstr_BEDA_CHRONICLE^^{s2} BEDA_CHRONICLE^^{s2}^^_{s3}
qstr_{s1}On_head.___{reg2 {s1}On_head._(-{reg2}_intelligence)^{s2}^^
qstr_{s1}On_face.___{reg2 {s1}On_face._(-{reg2}_charisma)^{s2}^^
qstr_{s1}On_body.___{reg2 {s1}On_body._(-{reg2}_strength)^{s2}^^
qstr_{s1}On_limbs.___{reg {s1}On_limbs._(-{reg2}_agility)^{s2}^^
qstr_Accumulated_Injuries Accumulated_Injuries:^^none
qstr_Accumulated_Injuries: Accumulated_Injuries:^^{s1}A_physician_in_a_larger_town_can_treat_these_injuries.
qstr_Healing_wounds:^^non Healing_wounds:^^none
qstr_Healing_wounds:^^{s1 Healing_wounds:^^{s1}These_wounds_have_been_treated._They_will_heal_on_their_own.
qstr_{s1}On_head.___{reg1 {s1}On_head._(-{reg1}_intelligence)^^
qstr_{s1}On_face.___{reg1 {s1}On_face._(-{reg1}_charisma)^^
qstr_{s1}On_body.___{reg1 {s1}On_body._(-{reg1}_strength)^^
qstr_{s1}On_limbs.___{reg1 {s1}On_limbs._(-{reg1}_agility)^^
qstr_Scars:^^none Scars:^^none
qstr_Scars:^^{s1}These_in Scars:^^{s1}These_injuries_have_become_permanent._They_now_can't_be_cured.
qstr_Lifetime_wounds:_{re Lifetime_wounds:_{reg1}_so_far.
qstr_{!}_+ {!}_+
qstr_Current_party_size_l Current_party_size_limit:_{reg0}.^^Renown:_{reg34}^Combined_leadership:_{s2}{reg32}^Charisma:_{s3}{reg33}^Fiefs:_{s6}{reg35}^Ships_(only_in_sea):_{s7}{reg2}^^{playername}_can_completely_manage_{reg36}_troops.^{reg59?She:He}_currently_has_{reg37}.
qstr_{!}__ {!}_-
qstr_^Religious_Differenc ^Religious_Differences:__-{reg7}
qstr_^No_food:___{reg7} ^No_food:__-{reg7}
qstr_^Wage_debt:___{reg7} ^Wage_debt:__-{reg7}
qstr_Currently_falling_fr Currently_falling_from:_+
qstr_Currently_rising_fro Currently_rising_from:_
qstr_{s11}{s10}{s12} {s11}{s10}{s12}
qstr_{!}_ {!},_
qstr_^^These_pagan_troops ^^These_pagan_troops_cause_trouble:_{s11}
qstr_^^These_Christian_tr ^^These_Christian_troops_cause_trouble:_{s11}
qstr_^^Player_currently_h ^^Player_currently_has_more_troops_than_can_be_completely_managed.
qstr_Current_party_morale Current_party_morale:_{reg5}.^^Base_morale:__+{reg8}^Party_size_penalty:_{s2}{reg1}{s14}^Lack_of_rest:_{s3}{reg2}^Food_variety:_{s4}{reg3}{s5}{s6}^{s7}{reg4}_{s8}{s13}^^{s19}
qstr_{s18}^^_____________ {s18}^^----------------^^{s20}
qstr_{s17}_^_{s18} {s17}_^_{s18}
qstr_{!}{s17}_{s18} {!}{s17},_{s18}
qstr_{s15}_^_{s16} {s15}_^_{s16}
qstr_{!}{s15}_{s16} {!}{s15},_{s16}
qstr_{s22}^^Friends:_^{s8 {s22}^^Friends:_^{s8}_^^Enemies:_^{s6}^{s19}
qstr_^^Your_estates_are:_ ^^Your_estates_are:_^{s18}^{s19}
qstr_Mercenary_employed_b Mercenary_employed_by_the_{s18}.^{s19}
qstr_Report:_^^_{s19} Report:_^^_{s19}
qstr_{!}DEBUG____{s1}^NPC {!}DEBUG_--_{s1}^NPC_in_rejoin_queue:_{s5}^
