stringsfile version 1
3761
str_no_string {!}NO_STRING!
str_vaegir_rebellion_pretender_story_3 But_his_new_dynasty_is_not_going_to_survive_long._The_other_members_of_our_clan_are_already_jostling_for_power._A_strong_king_would_keep_them_united_against_our_enemies!_I_need_your_help_to_support_my_rights_to_the_crown,_for_my_father_will_never_accept_me_over_his_last_son._We_need_to_fight_for_the_future_of_the_kingdom.
str_khergit_rebellion_pretender_story_3 However,_I_have_since_united_all_my_people_under_my_banner_again._I_have_gathered_even_more_men_that_any_of_my_ancestors,_but_I'm_afraid_I_need_more_good_leaders._Some_of_the_best_commanders_died_in_futile_resistance_to_the_Danes._I_can_offer_you_to_lead_one_of_my_armies,_and,_if_we_achieve_our_goal,_you_might_have_your_own_city_to_rule.
str_nord_rebellion_pretender_story_3 It_is_clear_to_me_that_my_grandfather's_line_weakened_successively_after_my_father._Aethelred_is_too_pious_and_Aelfred_too_bookish;_together_they_have_been_unsuccessful_resisting_the_Danish._I_am_more_like_my_father._I_can_vigorously_defend_this_land._With_your_help,_we_will_bring_peace_and_prosperity_back_to_our_kingdom,_and_perhaps_all_Britain.
str_rhodok_rebellion_pretender_story_3 We_are_planning_to_assault_the_thief's_main_castle_and_end_his_reign_of_fear._The_people_of_this_land_will_pay_only_us_for_protection;_I_will_not_tolerate_any_competition._Join_me_and_my_band,_and_I_will_bury_you_in_so_much_silver_that_you_will_be_able_to_swim_in_it._I_will_give_you_a_collection_commission!
str_sarranid_rebellion_pretender_story_3 I_just_need_good_captains_for_my_armies_and,_if_possible,_good_soldiers_under_them._Together_we_will_revive_my_family's_honor_and_obtain_the_position_that_I_deserve._Come_with_me,_gather_your_soldiers,_and_our_names_will_never_be_forgotten._Swear_by_me,_and_you_will_never_regret_it.
str_swadian_rebellion_monarch_response_1 That_child_again_is_pretending_to_be_the_true_king_over_my_lands..._I_should_have_sent_him_farther_away_when_I_had_a_chance._Without_all_the_silver_we_brought,_this_kingdom_would_be_nothing._If_I_had_any_idea_that_my_lands_would_be_razed_by_bandits,_I_would_have_never_taken_so_many_soldiers_with_me.
str_vaegir_rebellion_monarch_response_1 That_young_man_will_never_understand_his_place_in_this_world._He_is_a_bastard._He_will_never_have_any_rights_except_the_ones_he_earns_in_service_to_his_lord._He_is_my_son,_but_he_will_never_be_king,_not_even_if_my_little_baby_dies_someday.
str_khergit_rebellion_monarch_response_1 Who?_I_don't_know_that_name._The_Danish_help_me_establish_my_claim,_and_there_is_nothing_left_for_those_who_have_lost_their_right_to_the_land.
str_nord_rebellion_monarch_response_1 My_nephew_was_a_good_knight_some_years_ago._Then_he_started_to_associate_with_certain_of_his_father's_retainers_and_now_believes_only_what_they_say._They've_put_notions_in_his_head,_thinking_to_regain_positions_of_influence.
str_rhodok_rebellion_monarch_response_1 He_is_nothing_but_a_bandit._For_the_last_few_years,_he_has_been_extorting_silver_from_my_villages._He_pretends_to_be_the_protector_of_those_villages_from_'bandits,'_when_it_is_they_who_are_the_bandits!
str_sarranid_rebellion_monarch_response_1 It_is_true_that_we_are_going_through_tough_times,_but_the_people_know_it_is_because_our_merchants_have_been_suffering_under_constant_raids._Now_that_I_know_he_is_in_my_kingdom,_I_can_say_he_is_the_one_responsible_for_those_attacks.
str_swadian_rebellion_monarch_response_2 They_can_try_to_attack_us,_but_they_don't_have_enough_men_to_take_even_one_of_my_villages,_ha!_Take_my_advice._Ignore_him._He_will_never_be_anything_but_a_chatterbox.
str_vaegir_rebellion_monarch_response_2 Only_if_he_came_and_knelt_in_front_of_me_would_I_will_be_willing_to_forgive_his_faults_and_let_him_live_somewhere_far_away_from_my_legitimate_son.
str_khergit_rebellion_monarch_response_2 I_will_not_tolerate_any_pretender_to_my_crown._He_and_everyone_who_supports_him_will_be_arrested_if_they_try_anything_unlawful._These_are_my_people_now,_and_I_will_protect_them.
str_nord_rebellion_monarch_response_2 I_do_not_desire_to_bind_his_hands,_but_I_have_my_mine_full_with_the_Danish_and_can't_be_on_guard_against_a_possible_back_stab._No_one_controls_events,_and_the_succession_moves_on._He_never_understood_this.
str_rhodok_rebellion_monarch_response_2 They_are_going_to_suffer_for_the_pain_they_have_caused_my_people._Not_one_of_them_will_survive.
str_sarranid_rebellion_monarch_response_2 It_is_my_duty_to_protect_all_of_my_people_from_any_danger_in_my_kingdom._I_will_capture_him_and_we_will_have_a_'talk.'_This_situation_can't_stay_like_this_any_longer.
str_courtship_comment_conventional_generic is_a_very_well-bred_sort
str_courtship_comment_adventurous_generic seems_decent_enough
str_courtship_comment_otherworldly_generic is_most_polite_and_attentive
str_courtship_comment_ambitious_generic lacks_drive_--_but_perhaps_that_may_be_remedied
str_courtship_comment_moralist_generic seems_to_be_a_man_of_good_character
str_feast_description scant
str_feast_description_2 meager
str_feast_description_3 barely_adequate
str_feast_description_4 sufficient
str_feast_description_5 bountiful
str_feast_description_6 magnificent
str_feast_lengthy_description_1 The_food_you_provided_was_insufficient_for_your_guests_and_their_retinues,_forcing_them_to_purchase_their_sustenance_from_the_surrounding_countryside_at_grossly_inflated_prices._The_consensus_among_those_who_attended_was_that_you_failed_to_do_your_duty_as_a_host,_diminishing_both_their_trust_in_you_and_your_overall_reputation.
str_feast_lengthy_description_2 The_food_and_drink_you_provided_eventually_ran_out,_forcing_some_guests_to_either_buy_their_own_from_passing_peddlers,_or_send_some_of_their_retinue_home_early._The_more_charitable_attributed_the_shortfall_to_poor_planning_rather_than_meanness,_but_either_way,_it_did_your_reputation_no_good.
str_feast_lengthy_description_3 The_food_and_drink_you_provided_was_adequate_for_your_noble_guests,_although_some_of_the_commoners_in_their_retinues_went_without._You_are_establishing_a_reputation_as_one_who_has_at_least_a_grasp_of_your_social_obligations_as_a_noble.
str_feast_lengthy_description_4 You_have_provided_enough_food_and_drink,_and_with_sufficient_varieties,_to_do_yourself_credit._The_food,_drink,_and_merriment_have_loosened_your_guests'_tongues,_allowing_them_to_converse_candidly_about_the_matters_of_the_realm,_and_deepening_their_trust_in_you.
str_feast_lengthy_description_5 You_have_provided_a_bountiful_table_not_just_for_your_noble_guests_but_also_for_their_retinues,_with_food_left_over_to_be_distributed_to_the_poor._Your_guests_lavish_praise_upon_you_for_your_generosity,_and_for_your_understanding_of_the_social_obligations_of_your_rank._The_conversation,_fueled_by_the_food_and_drink,_has_been_merry,_strengthening_the_bonds_between_those_who_attended.
str_feast_lengthy_description_6 The_realm_will_be_speaking_of_the_bounty_of_your_table_for_months_to_come,_and_it_will_become_the_standard_to_which_all_other_feasts_will_aspire._You_have_filled_the_bellies_not_just_of_your_noble_guests_and_their_retinues,_but_also_of_the_poor_who_flocked_to_the_gates._
str_credits_1 ©2010_TaleWorlds_Entertainment._Mount_&_Blade:_Warband^©2014_Brytenwalda_S.L._Viking_Conquest
str_credits_2 BRYTENWALDA_S.L.^^Game_Design^Alberto_Fuentevilla^Matthias_Grohmann^Michael_'Motomataru'_Richter
str_credits_3 Programming^Alberto_Fuentevilla^Matthias_Grohmann^Michael_'Motomataru'_Richter^Slawomir_Libura^Michael_Lyubchenko^^Special_thanks_for_the_Battle_GUI^Alexander_Souslov_(Snowbird_Studios)
str_credits_4 Scenes^Asbjorn_Lindegaard_Moller^^Models^Cesar_Inarrea^Leyre_Ramirez^Miguel_Egana_Silva^^2D_Art^Yeyo_Balbas^^Textures^Miguel_Egana_Silva^Sebastian_Wunnicke
str_credits_5 Shaders^Marc_Natta^^Animations^Slawomir_Libura^^Concept_Artist^Yeyo_Balbas
str_credits_6 Script^Alberto_Fuentevilla
str_credits_7 Music^Marcus_Bressler_-_Viking_Raid^CrystalMoors_-_Antiqvam_Exqvirite_Matrem,_Nabia_Orebia,_The_Unconquered_Land^Juha-Matti_Koppelomaki_-_Viking_War_Horns^Symphony_of_Specters_-_Day_of_War^Mike_Sea_-_Go_Vikes.^KlepatoDesign_-_The_Ancients^Darius_Sobolewski_-_Nordic_Orchestra^Logan_Epic_Canto_-_Celtic_Spirit^Allegro120_-_Celtic^Cinemonia_-_Celtic_Legend^^Tim_Donovan_-_Solemn_Funeral_Pyre,_Fallen_Warrior^MrHumble_-_Ballad_of_a_Hero.^^External_support^Yughues_Nobiax^Stephen_Pollington
str_credits_8 Testers_and_contributions^^Kalarhan^Kraggrim^Hunta^Ragnarson^Takeda_Shingen^YourStepDad^Nijis^Krisvk^Dowdpride^Arch3r^Kazzan^Rurin^Fredelios^Blivandefar^Cleric_Johnson^AZAN^Mitchell^M^Ozan_Celik^Reiksmarshal^Hrotha^^Very_special_thanks_to_the_players_and_betatesters_of_the_original_Brytenwalda_module_for_many_years_of_valuable_feedback,_only_a_fraction_of_which_we_had_time_to_implement.^^Marketing_Assets^Miguel_Egana_Silva_(KreativLandschaft)
str_credits_10 TALEWORLDS_ENTERTAINMENT^^Lead_Programming^Cem_Çimenbiçer^Şahin_Serdar_Koçdemir^^Programming^Mustafa_Korkmaz^Gökhan_Uras^Dündar_Ünsal
str_credits_11 Lead_Artist^Özgür_Saral^^Artists^Andaç_Bingöl^Deniz_Köklü^Fatma_Nadide_Öcba^Fırat_Murat_Çebi^Gökalp_Doğan^Oğuz_Tunceli^Sten_Oom
str_credits_12 TaleWorlds_Management^^Founder/Chief_Executive_Officer^Armağan_Yavuz^^Chief_Operating_Officer^Ali_Erkin^^Producer/Business_Development^Vishnu_Vijayakumar^^PR/Community_Manager^Frank_Elliott
str_credits_9 Live_Action_Video^^Daniel_Renger^Martin_Unglert^Josef_Becker^Jan_Jaegers^Markus_Beck^Jurgen_Bonisch^Chris_Czichowsky^Florian_Dosch^Michael_Exner^Fryzel_Hans-Jurgen^Alexandra_Gorner^Alexander_Gorner^Franz_Hauser^Jenna_Klein^Claudia_Klingner^Marcus_Langer^Hans_Lendorf^Markus_Mickel^Patrick_Mouka^Corinna_Oppitz^Sibylle_Oppitz^Bernd_Rohde^Volker_Schlott^Benjamin_Schuler^Michael_Schuler^Rebekka_Schuler^Julia_Schuster^Alexander_Seufert^Susan_Sumer^Johannes_Werth^Bernd_Wolfsteiner^Sabine_Wudy^Sebastian_Wudy^Stefan_Wudy^^Location^Geschichtspark_Barnau^^Logotype^Jason_Brown^^Cover_Art^Piotr_Fox_Wysocki^^Layout^Christian_Sabe^Melina_Grundel^^Poster^Piotr_Fox_Wysocki^^Concept_Art^Ganbat_Badamkhand^^Manual_Editing_&_Digital_Wordsmithing^Ryan_Newman^Nick_Stewart^^Web^Martin_Ericsson^^Marketing_Assets^2Coats^^Localization^S&H_Entertainment_Localization
str_multi_scene_1 Saxon_Village
str_multi_scene_2 Din_Tagell
str_multi_scene_3 Dun_Taruo
str_multi_scene_4 Hadrian's_Wall
str_multi_scene_5 Ad_Candida_Casam
str_multi_scene_6 Hilltop_Village
str_multi_scene_7 Din_Arth
str_multi_scene_8 Duin_Ollaigh
str_multi_scene_9 Din_Bych
str_multi_scene_10 Roman_Fort
str_multi_scene_11 Into_The_Trees
str_multi_scene_12 Crannog
str_multi_scene_13 Saxon_River_Fort
str_multi_scene_14 Seafarers
str_multi_scene_15 Saxon_Duelling_Field
str_multi_scene_16 Mynyw_Fort
str_multi_scene_17 Abbercurnig
str_multi_scene_18 Rival_Strongholds
str_multi_scene_19 Broch
str_multi_scene_inv_1 Hadrian's_Wall
str_multi_scene_inv_2 Saxon_Fort
str_multi_scene_inv_3 Din_Bych
str_multi_scene_inv_4 Mynyw_Fort
str_multi_scene_inv_5 Broch
str_multi_scene_20 Random_Plains
str_multi_scene_21 Random_Forest
str_multi_scene_22 Random_Snow
str_multi_sea_1 Calm_Sea
str_multi_sea_2 Sea_Storm
str_multi_coast_1 Port_Assault
str_multi_coast_2 Port_Assault_(Thunderstorm)
str_multi_scene_end multi_scene_end
str_multi_game_type_1 Deathmatch
str_multi_game_type_2 Team_Deathmatch
str_multi_game_type_3 Battle
str_multi_game_type_4 Siege
str_multi_game_type_5 Duel
str_multi_game_type_6 Naval_Battle
str_multi_game_type_7 Thor's_Champion
str_multi_game_type_8 Viking_Invasion
str_multi_game_type_9 Warlords_Battle
str_multi_game_type_10 Raid
str_multi_game_types_end multi_game_types_end
str_multi_game_type_desc_1 ^Every_man_for_himself!^^Earn_silver_and_glory_with_every_kill.^^
str_multi_game_type_desc_2 ^Two_teams;_endless_respawns.^^Earn_silver_and_a_point_for_your_faction_with_every_kill.^
str_multi_game_type_desc_3 ^Two_teams;_no_respawn.^^Here_you_must_focus_on_keeping_you_and_your_teammates_alive_as_well_as_on_personal_kills.
str_multi_game_type_desc_4 ^One_team_starts_fortified,_defending_their_flag_against_the_clock_and_the_other_team._Respawns_are_slowed_for_the_defender.^
str_multi_game_type_desc_5 ^Find_another_player.^^Introduce_yourself.^^Kill_or_be_killed.^
str_multi_game_type_desc_6 ^This_is_Battle_mode,_only_afloat!^^^^
str_multi_game_type_desc_7 ^Find_and_kill_the_Champion_to_gain_Thor's_favour!^^You_only_gain_point_for_killing_Thor's_Champions_and_for_killing_other_players_while_being_the_Champion.^^^
str_multi_game_type_desc_8 ^Team_up_with_other_players_and_defend_against_the_hordes_of_enemies!^^^
str_multi_game_type_desc_9 ^This_variant_of_Battle_mode_allows_the_player_to_purchase_and_lead_armies_of_bots.^^
str_multi_game_type_descs_end ^^^______________Specials^^-_Banner:_inspires_nearby_teammates_10%^^-_Priest:_heals_nearby_teammates^^-_Horn_(Attack_Button):_heals_AND_inspires_teammates,_at_a_distance^^-_Berserk_(Key_B):_temporarily_increases_melee_capabilities^^-_Shield_Taunt_(RMB_+_Key_Q):_displays_your_disdain_for_the_enemy^^
str_poll_kick_player_s1_by_s0 {s0}_started_a_poll_to_kick_player_{s1}.
str_poll_ban_player_s1_by_s0 {s0}_started_a_poll_to_ban_player_{s1}.
str_poll_change_map_to_s1_by_s0 {s0}_started_a_poll_to_change_map_to_{s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0 {s0}_started_a_poll_to_change_map_to_{s1}_and_factions_to_{s2}_and_{s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0 {s0}_started_a_poll_to_change_bot_counts_to_{reg0}_and_{reg1}.
str_poll_kick_player Poll_to_kick_player_{s0}:_1_=_Accept,_2_=_Decline
str_poll_ban_player Poll_to_ban_player_{s0}:_1_=_Accept,_2_=_Decline
str_poll_change_map Poll_to_change_map_to_{s0}:_1_=_Accept,_2_=_Decline
str_poll_change_map_with_faction Poll_to_change_map_to_{s0}_and_factions_to_{s1}_versus_{s2}:_1_=_Accept,_2_=_Decline
str_poll_change_number_of_bots Poll_to_change_number_of_bots_to_{reg0}_for_{s0}_and_{reg1}_for_{s1}:_1_=_Accept,_2_=_Decline
str_poll_time_left ({reg0}_seconds_left)
str_poll_result_yes The_poll_is_accepted_by_the_majority.
str_poll_result_no The_poll_is_rejected_by_the_majority.
str_total_item_cost_reg0 Total_cost:_{reg0}
str_server_name Server_name:
str_game_password Game_password:
str_map Map:
str_game_type Game_type:
str_max_number_of_players Maximum_number_of_players:
str_number_of_bots_in_team_reg1 Number_of_bots_in_team_{reg1}:
str_team_reg1_faction Team_{reg1}_faction:
str_enable_valve_anti_cheat Enable_Valve_Anti-cheat_(Requires_valid_Steam_account)
str_allow_friendly_fire Allow_ranged_friendly_fire
str_allow_melee_friendly_fire Allow_melee_friendly_fire
str_friendly_fire_damage_self_ratio Friendly_fire_damage_self_(%):
str_friendly_fire_damage_friend_ratio Friendly_fire_damage_friend_(%):
str_spectator_camera Spectator_camera:
str_control_block_direction Control_block_direction:
str_map_time_limit Map_time_limit_(minutes):
str_round_time_limit Round_time_limit_(seconds):
str_players_take_control_of_a_bot_after_death Switch_to_bot_on_death:
str_team_points_limit Team_point_limit:
str_point_gained_from_flags Team_points_gained_for_flags_(%):
str_point_gained_from_capturing_flag Points_gained_for_capturing_flags:
str_respawn_period Respawn_period_(seconds):
str_add_to_official_game_servers_list Add_to_official_game_servers_list
str_combat_speed Combat_speed:
str_combat_speed_0 Slowest
str_combat_speed_1 Slower
str_combat_speed_2 Medium
str_combat_speed_3 Faster
str_combat_speed_4 Fastest
str_off Off
str_on On
str_defender_spawn_count_limit Defender_spawn_count:
str_unlimited Unlimited
str_automatic Automatic
str_by_mouse_movement By_mouse_movement
str_free Free
str_stick_to_any_player Lock_to_any_player
str_stick_to_team_members Lock_to_team_members
str_stick_to_team_members_view Lock_to_team_members'_view
str_make_factions_voteable Allow_polls_to_change_factions
str_make_kick_voteable Allow_polls_to_kick_players
str_make_ban_voteable Allow_polls_to_ban_players
str_bots_upper_limit_for_votes Bot_count_limit_for_polls:
str_make_maps_voteable Allow_polls_to_change_maps
str_valid_vote_ratio Poll_accept_threshold_(%):
str_auto_team_balance_limit Auto_team_balance_threshold_(diff.):
str_welcome_message Welcome_message:
str_initial_gold_multiplier Starting_silver_(%):
str_battle_earnings_multiplier Combat_silver_bonus_(%):
str_round_earnings_multiplier Round_silver_bonus_(%):
str_allow_player_banners Allow_individual_banners
str_force_default_armor Force_minimum_armor
str_reg0 {!}{reg0}
str_s0_reg0 {!}{s0}_{reg0}
str_s0_s1 {!}{s0}_{s1}
str_reg0_dd_reg1reg2 {!}{reg0}:{reg1}{reg2}
str_s0_dd_reg0 {!}{s0}:_{reg0}
str_respawning_in_reg0_seconds Respawning_in_{reg0}_seconds...
str_no_more_respawns_remained_this_round No_lives_left_for_this_round
str_reg0_respawns_remained ({reg0}_lives_remaining)
str_this_is_your_last_respawn (This_is_your_last_life)
str_wait_next_round (Wait_for_the_next_round)
str_yes_wo_dot Yes
str_no_wo_dot No
str_we_resign We_have_no_strength_left_to_put_up_a_fight._We_surrender_to_you,_{playername}.
str_i_resign I_don't_want_to_die_today._I_surrender.
str_s1_returned_flag {s1}_has_returned_their_flag_to_their_base!
str_s1_auto_returned_flag {s1}_flag_automatically_returned_to_their_base!
str_s1_captured_flag {s1}_has_captured_the_enemy_flag!
str_s1_taken_flag {s1}_has_taken_the_enemy_flag!
str_s1_neutralized_flag_reg0 {s1}_has_neutralized_flag_{reg0}.
