str_yes|是 
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk|你 揚 言 要 統 一 這 些 土 地 。 你 已 經 使 得 這 個 國 家 屈 服 於 你 了 ， 所 以 我 確 定 你 可 不 是 只 是 說 說 而 已 。 
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|你 揚 言 要 統 一 這 些 土 地 。 如 果 你 能 做 到 的 話 我 肯 定 會 很 感 動 的 ， 但 很 可 惜 ， 你 不 能 。 
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|你 聲 稱 王 位 應 屬 於 你 。 好 吧 ， 任 何 一 個 農 民 都 可 以 宣 稱 他 是 一 個 國 王 的 私 生 子 。 
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|好 吧 ， 用 許 諾 來 討 好 平 民 是 不 錯 ， 但 是 你 能 給 我 什 麼 ？ 
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|你 說 你 將 會 保 護 領 主 的 權 利 。 這 會 是 一 個 很 好 的 變 化 ， 如 果 我 作 為 領 主 的 權 利 能 夠 得 到 尊 重 的 話 。 
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|你 說 你 將 會 保 護 領 主 的 權 利 。 這 會 是 一 個 很 好 的 變 化 ， 如 果 我 作 為 領 主 的 權 利 能 夠 得 到 尊 重 的 話 。 不 過 ， 在 弱 小 時 許 下 等 強 大 之 後 根 本 不 打 算 兌 現 的 承 諾 是 很 簡 單 的 。 
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|你 說 要 給 我 土 地 。 好 吧 ， 我 的 家 族 有 著 古 老 而 高 貴 的 血 統 ， 你 的 承 諾 無 法 給 予 我 更 多 的 東 西 。 不 過 ， 還 是 謝 謝 你 的 好 意 。 
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|你 說 要 給 我 土 地 。 好 吧 ， 你 願 意 許 願 就 許 好 了 ， 但 這 對 我 毫 無 影 響 。 
str_you_speak_of_unifying_calradia_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|你 揚 言 要 統 一 這 些 土 地 ， 而 現 在 很 多 人 已 經 屈 膝 於 你 ， 所 以 你 可 不 是 大 放 厥 詞 對 吧 ？ 
str_you_speak_of_unifying_calradia_but_right_now_yours_is_just_one_squabbling_faction_among_many|你 揚 言 要 統 一 這 些 土 地 ， 但 你 現 在 不 過 是 糾 纏 不 休 的 眾 多 國 王 中 的 一 個 而 已 。 
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|你 聲 稱 王 位 應 屬 於 你 。 好 吧 ， 我 無 意 冒 犯 ， 但 一 個 沒 有 實 力 支 撐 的 主 張 通 常 是 很 難 實 現 的 。 
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|你 說 你 要 保 護 平 民 。 很 好 ， 我 認 為 這 會 造 就 一 個 更 繁 榮 的 國 度 。 我 一 直 都 試 著 溫 和 地 統 治 我 的 農 民 。 讓 他 們 不 用 在 上 床 睡 覺 前 擔 心 醒 來 的 時 候 會 不 會 看 見 屋 頂 正 在 燃 燒 。 
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|你 說 你 要 保 護 平 民 。 非 常 好 。 但 是 記 住 ， 比 起 從 不 許 諾 ， 出 爾 反 爾 會 讓 農 民 們 更 容 易 鬧 起 事 來 。 
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|你 說 你 將 會 保 護 領 主 的 權 利 。 這 很 好 。 這 對 你 來 說 實 在 是 很 出 色 的 建 議 — — 大 家 都 願 意 為 一 個 尊 重 他 們 權 利 的 國 王 賣 命 。 
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|你 說 你 將 會 保 護 領 主 的 權 利 。 非 常 好 。 但 是 記 住 — — 登 上 王 位 之 後 就 食 言 是 自 取 滅 亡 的 最 快 辦 法 。 
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|你 說 會 封 給 我 土 地 。 多 謝 了 ， 不 過 一 個 為 了 自 己 的 前 程 而 對 別 人 許 下 過 多 美 好 承 諾 的 人 ， 在 達 到 目 的 後 總 是 難 以 將 他 的 承 諾 全 部 實 現 。 
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|你 揚 言 要 統 一 這 些 土 地 。 很 多 人 都 這 麼 說 ， 或 許 你 真 的 是 注 定 要 完 成 這 項 偉 業 的 那 個 人 ？ 
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|你 揚 言 要 統 一 這 些 土 地 ， 但 所 有 國 王 都 會 這 麼 說 。 我 不 確 定 你 能 成 功 ， 還 是 像 之 前 的 那 些 人 一 樣 失 敗 。 
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|說 起 你 的 要 求 ， 你 認 為 我 會 關 心 這 種 小 事 嗎 ？ 
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|你 說 你 要 保 護 那 些 人 民 ， 你 可 真 是 有 愛 呀 ！ 我 得 把 你 的 那 些 甜 言 蜜 語 告 訴 我 的 家 奴 ， 他 肯 定 會 死 心 塌 地 的 跟 著 你 混 的 。 
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|你 想 保 護 那 些 腐 朽 貴 族 的 利 益 ， 不 錯 不 錯 ！ 不 過 我 告 訴 你 ， 在 這 個 弱 肉 強 食 的 世 界 上 光 有 血 統 是 沒 有 任 何 意 義 的 ， 只 有 武 力 才 能 讓 人 們 信 服 。 
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|你 說 會 給 我 土 地 。 很 好 ， 不 過 你 最 好 別 食 言 。 
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|你 說 會 給 我 土 地 。 呵 呵 ！ 那 麼 其 他 那 些 被 你 承 諾 會 給 土 地 的 人 難 道 就 會 退 讓 嗎 ？ 
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|你 揚 言 要 統 一 這 些 土 地 。 你 應 當 在 其 他 國 王 面 前 保 持 謙 遜 ， 那 樣 的 話 我 才 能 做 你 忠 實 的 僕 人 。 
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|你 揚 言 要 統 一 這 些 土 地 。 但 是 你 現 在 太 弱 小 了 ， 我 也 不 覺 得 你 將 來 能 強 大 起 來 。 
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|說 起 你 的 王 位 主 張 ， 雖 然 老 實 說 我 認 為 應 該 依 靠 法 律 而 不 是 義 務 來 治 國 ， 不 過 有 一 個 牢 靠 的 王 位 主 張 是 好 事 。 總 之 ， 依 我 看 來 你 的 王 位 主 張 是 有 根 據 的 。 
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|說 起 你 的 王 位 主 張 ， 依 我 看 來 你 的 王 位 主 張 太 弱 了 。 
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|你 說 要 保 護 平 民 的 利 益 ， 我 對 此 贊 同 。 我 的 僕 人 們 會 很 高 興 的 。 不 過 我 聽 說 其 他 人 家 的 僕 人 就 沒 那 麼 幸 運 了 。 
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|你 說 你 要 保 護 平 民 的 利 益 。 我 贊 同 你 的 主 意 ， 不 過 答 應 我 ， 千 萬 別 對 那 些 平 民 們 承 諾 你 無 法 提 供 的 東 西 ， 那 肯 定 會 讓 他 們 造 反 的 ， 然 後 我 還 得 廢 好 大 功 夫 去 鎮 壓 他 們 。 
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|你 說 要 維 護 領 主 們 的 權 益 ， 非 常 好 。 但 你 知 道 ， 我 們 領 主 們 能 夠 照 顧 好 自 己 ， 只 有 毫 無 依 靠 的 賤 民 才 需 要 一 個 強 有 力 的 國 王 來 保 護 他 們 ， 在 我 看 來 。 
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|你 說 要 封 給 我 土 地 ， 太 好 了 ， 雖 然 我 倒 是 不 太 需 要 它 。 
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|你 揚 言 要 統 一 這 些 土 地 。 或 許 你 可 以 用 血 與 火 席 卷 這 片 大 陸 ， 但 我 不 覺 得 你 能 成 為 一 名 仁 慈 的 統 治 者 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|說 起 你 的 王 位 主 張 ， 一 位 國 王 必 須 有 強 力 的 合 法 王 位 主 張 來 統 治 他 的 王 國 。 你 的 王 位 主 張 則 是 被 大 家 認 同 的 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|說 起 你 的 王 位 主 張 ， 一 位 國 王 必 須 有 強 力 的 合 法 王 位 主 張 來 統 治 他 的 王 國 。 但 你 的 王 位 主 張 還 不 夠 強 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 說 要 保 護 貴 族 的 利 益 ， 的 確 對 一 位 國 王 來 說 保 護 封 臣 是 很 重 要 的 責 任 ， 不 過 我 擔 心 一 位 通 過 不 法 手 段 獲 取 王 位 的 人 能 否 對 封 臣 們 保 持 公 平 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 說 要 保 護 貴 族 的 利 益 ， 的 確 對 一 位 國 王 來 說 保 護 封 臣 是 很 重 要 的 責 任 ， 不 過 我 希 望 你 會 遵 守 你 的 諾 言 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 說 要 保 護 平 民 的 利 益 ， 我 很 樂 意 為 一 位 能 保 護 他 的 人 民 的 國 王 效 勞 ， 不 過 我 擔 心 一 位 通 過 不 法 手 段 獲 取 王 位 的 人 能 否 對 平 民 們 保 持 公 平 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 說 要 保 護 平 民 的 利 益 ， 我 很 樂 意 為 一 位 能 保 護 他 的 人 民 的 國 王 效 勞 ， 不 過 我 希 望 你 會 遵 守 你 的 諾 言 。 
str_i_am_not_swayed_by_promises_of_reward|我 才 不 會 因 為 虛 無 的 諾 言 而 動 搖 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|你 揚 言 要 統 一 這 些 土 地 。 給 世 界 帶 來 和 平 是 我 畢 生 所 願 ， 而 且 我 覺 得 你 有 能 力 做 到 這 一 點 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|你 揚 言 要 統 一 這 些 土 地 。 將 和 平 變 為 現 實 固 然 很 好 ， 但 是 你 的 王 國 現 在 還 很 弱 小 ， 我 擔 心 這 只 會 帶 來 更 多 的 刀 兵 之 災 。 
str_my_s11_s15|我 的 {s11}{s15}
str_my_s11_s18|我 的 {s11}{s18}
str_the_socalled_s11_s18|所 謂 的 {s11}{s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18}想 要 騙 取 我 的 繼 承 權 。 感 謝 上 帝 ， 我 了 解 我 的 權 利 ， 並 且 我 不 會 放 棄 。 
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18}曾 質 疑 我 的 勇 氣 與 榮 譽 ， 為 了 在 戰 場 上 和 他 交 手 我 已 經 等 了 很 久 了 ， 我 會 讓 他 後 悔 的 。 
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18}曾 質 疑 我 在 一 場 戰 斗 中 的 判 斷 ， 老 天 呀 ， 難 道 他 要 我 為 了 擊 敗 敵 人 而 逃 避 自 己 的 責 任 嗎 ？ 
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18}認 為 他 對 我 的 一 些 財 產 有 著 所 有 權 ， 哼 ， 沒 門 兒 ！ 
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18}曾 經 抓 住 我 的 一 個 口 誤 不 放 ， 總 是 要 我 公 開 承 認 錯 誤 。 
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18}是 個 只 會 推 卸 責 任 的 狡 猾 家 伙 ， 我 一 點 兒 都 不 信 任 他 。 
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18} ？ 我 很 鄙 視 他 。 他 總 是 不 顧 場 合 地 把 自 己 誇 大 ， 絲 毫 不 為 他 的 長 輩 著 想 。 
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18}曾 和 我 達 成 了 一 個 小 小 的 協 定 ， 不 過 他 現 在 正 想 方 設 法 地 回 避 它 。 
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18}曾 經 幫 我 辦 過 事 ， 現 在 他 覺 得 我 是 欠 他 的 。 我 才 不 欠 他 什 麼 呢 。 
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18}過 於 軟 弱 ， 因 此 不 適 合 管 理 封 地 。 所 以 我 討 厭 他 。 
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18}是 個 只 會 吵 架 的 笨 蛋 而 且 總 是 拖 別 人 後 腿 。 我 認 為 應 該 離 他 越 遠 越 好 。 
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}呀 ， 很 不 幸 我 認 為 他 太 婦 人 之 仁 了 。 他 的 騎 士 精 神 總 是 讓 他 的 對 手 能 安 然 逃 脫 ， 然 後 又 回 來 取 我 手 下 的 性 命 。 
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18}看 起 來 因 為 某 些 原 因 不 喜 歡 我 。 我 不 想 談 論 他 ， 但 我 還 是 要 說 我 認 為 有 時 候 他 有 些 卑 鄙 。 
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18}對 我 總 是 很 傲 慢 ， 不 過 我 可 沒 招 惹 過 他 。 
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18}被 公 認 為 沒 有 什 麼 名 譽 可 言 ， 他 是 一 個 陰 謀 制 造 者 ， 我 擔 心 他 會 把 我 們 卷 入 戰 爭 或 者 煽 動 我 們 叛 亂 。 
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18}很 讓 我 失 望 。 我 在 一 次 戰 斗 中 勸 他 小 心 行 事 而 他 依 然 貿 然 進 攻 。 我 不 認 為 我 需 要 為 了 提 出 能 救 他 一 命 的 提 議 而 道 歉 ， 雖 然 他 還 活 的 好 好 的 。 
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18}是 個 花 錢 如 流 水 的 家 伙 ， 而 且 總 是 以 不 合 貴 族 身 份 的 方 式 狂 歡 。 他 讓 我 們 都 因 此 丟 臉 。 
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18}總 是 在 我 背 後 說 我 的 壞 話 。 
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18}是 貴 族 的 恥 辱 ， {reg3?她 :他 }總 是 和 商 人 們 混 在 一 起 ， 向 別 人 放 高 利 貸 ， 說 著 只 有 下 賤 的 人 才 會 使 用 的 語 言 ， 而 卻 絲 毫 不 去 考 慮 如 何 維 護 自 己 的 榮 譽 。 
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18}認 為 我 的 貿 易 行 為 有 罪 ， 這 可 真 是 無 稽 之 談 。 
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18} ， 我 聽 說 這 家 伙 曾 在 農 民 中 散 播 煽 動 性 的 思 想 ， 這 個 笨 蛋 遲 早 會 把 我 們 都 害 慘 的 。 
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18}曾 和 我 談 過 我 對 佃 戶 的 政 策 。 哼 ， 如 果 按 他 說 的 我 去 教 育 我 的 佃 戶 人 人 無 論 血 統 都 是 平 等 自 由 的 ， 那 {reg3?她 :他 }自 己 又 處 於 何 地 呢 ？ 
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|一 位 知 道 如 何 應 對 女 性 的 殷 勤 的 紳 士 
str_a_base_cad|一 個 下 流 無 賴 
str_a_man_who_treats_me_as_his_equal_which_is_rare|一 個 很 少 見 的 不 以 地 位 待 人 的 人 
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|似 乎 會 用 他 的 地 產 和 馬 匹 來 作 為 對 我 的 獎 賞 
str_a_bit_dull_but_what_can_you_expect|有 點 兒 遲 鈍 ， 不 過 也 沒 有 更 好 的 了 ……
str_the_man_whom_destiny_intends_for_me|一 個 命 運 掌 握 在 我 手 裡 的 人 
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl|我 和 他 合 不 來 — — 不 知 道 為 什 麼 他 總 是 讓 我 起 雞 皮 疙 瘩 
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world|是 一 個 渴 望 在 世 界 上 留 下 自 己 的 蹤 跡 的 人 
