
str_no_string|NO STRING!
str_credits_9|Tutorial written by:^Steve Negus^Armagan Yavuz^Edward Spoerl^^^Horse Motion Capture Animation Supplied by:^Richard Widgery & Kinetic Impulse^^^Physics:^Havok^^^Sound and Music Program Library:^FMODex Sound System by Firelight Technologies^^^Skybox Textures:^Jay Weston^^^Chinese Translation:^Hetairoi; Gaodatailang; silentjealousy; Ginn; fallout13; James; D.Kaede; Kan2; alixyang; muyiboy^^^TaleWorlds Director of Communications:^Ali Erkin ^^^TaleWorlds Forum Programming:^Brett Flannigan ^^^TaleWorlds.com Forum Administrators and Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Mount&Blade Community Suggestions and Feedback:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Special Thanks to Toby Lee for his ideas and in depth feedback on the combat system.^...and many many other wonderful Mount&Blade players!^^(This is only a small sample of all the players who have contributed to the game by providing suggestions and feedback.^This list has been compiled by sampling only a few threads in the Taleworlds Forums.^Unfortunately compiling an exhaustive list is almost impossible.^We apologize sincerely if you contributed your suggestions and feedback but were not listed here, and please know that we are grateful to you all the same...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing: Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia)
str_multi_scene_1|폐허
str_multi_scene_2|마을
str_multi_scene_3|성 1
str_multi_scene_4|폐허가 된 요새
str_multi_scene_5|신 5
str_multi_scene_6|신 6
str_multi_scene_7|강 있는 지형
str_multi_scene_8|성 2
str_multi_scene_9|눈 덮힌 마을
str_multi_scene_10|성 3
str_multi_scene_11|노드 도시
str_multi_scene_16|항구 요새
str_multi_scene_17|브런우드 성
str_multi_scene_18|얼음 위에서 전투
str_multi_scene_19|마다르 성
str_multi_scene_12|임의의 평야 (중간)
str_multi_scene_13|임의의 평야 (큰)
str_multi_scene_14|임의의 초원 (중간)
str_multi_scene_15|임의의 초원 (큰)
str_multi_scene_end|multi scene end
str_multi_game_type_1|데스매치
str_multi_game_type_2|팀 데스매치
str_multi_game_type_3|전투
str_multi_game_type_4|섬멸전
str_multi_game_type_5|깃발전
str_multi_game_type_6|점령전
str_multi_game_type_7|공성전
str_multi_game_type_8|결투
str_multi_game_types_end|multi game types end
str_poll_kick_player_s1_by_s0|{s0}이(가) {s1}의 강제퇴장을 제안하여 투표를 실시합니다.
str_poll_ban_player_s1_by_s0|{s0}이(가) {s1}의 영구퇴장을 제안하여 투표를 실시합니다.
str_poll_change_map_to_s1_by_s0|{s0}이(가) {s1} 맵으로 변경하기 위한 투표를 실시합니다.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}이(가) {s1} 맵으로 변경하고 세력을 {s2} 대 {s3}으로 변경하기 위한 투표를 실시합니다.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}이(가) 봇 수를 {reg0}명 대 {reg1}명으로 변경하기 위한 투표를 실시합니다.
str_poll_kick_player|플레이어 {s0}을(를) 강제퇴장시킵니까?^1 = 수락, 2 = 거절
str_poll_ban_player|플레이어 {s0}을(를) 영구퇴장시킵니까?^1 = 수락, 2 = 거절
str_poll_change_map|{s0} 맵으로 변경하시겠습니까?^1 = 수락, 2 = 거절
str_poll_change_map_with_faction|{s0} 맵으로 변경하고 {s1} 대 {s2}(으)로 세력을 변경하시겠습니까?^1 = 수락, 2 = 거절
str_poll_change_number_of_bots|{s0}의 봇 수를 {reg0}명, {s1}의 봇 수를 {reg1}명으로 변경하시겠습니까?^1 = 수락, 2 = 거절
str_poll_time_left|({reg0}초 남음)
str_poll_result_yes|  투표 결과, 통과되었습니다.
str_poll_result_no|  투표 결과, 거절되었습니다.
str_total_item_cost_reg0|총 금액: {reg0}
str_server_name|서버 이름:
str_game_password|게임 비밀번호:
str_map|맵:
str_game_type|게임 타입:
str_max_number_of_players|최대 플레이어의 수:
str_number_of_bots_in_team_reg1|{reg1} 팀 봇의 수:
str_team_reg1_faction|{reg1} 팀 세력:
str_enable_valve_anti_cheat|밸브 안티 치트 허용 (유효한 스팀 계정 필요)
str_allow_friendly_fire|아군 원거리 공격 허용
str_allow_melee_friendly_fire|아군 근접 공격 허용
str_friendly_fire_damage_self_ratio|아군 공격시 자신에게 입히는 데미지 (%):
str_friendly_fire_damage_friend_ratio|아군 공격시 상대방에게 입히는 데미지 (%):
str_spectator_camera|관중 카메라:
str_control_block_direction|방어 컨트롤 설정:
str_map_time_limit|맵 시간 제한 (분):
str_round_time_limit|라운드 시간 제한 (초):
str_players_take_control_of_a_bot_after_death|죽었을 시 봇으로 부활
str_team_points_limit|팀 포인트 설정:
str_point_gained_from_flags|깃발 획득 시 얻는 포인트 (%):
str_point_gained_from_capturing_flag|깃발 노획 시 얻는 포인트:
str_respawn_period|부활 시간 (초):
str_add_to_official_game_servers_list|정식 서버 리스트에 추가
str_combat_speed|전투 속도:
str_combat_speed_0|가장 느림
str_combat_speed_1|느림
str_combat_speed_2|보통
str_combat_speed_3|빠름
str_combat_speed_4|가장 빠름
str_off|끄기
str_on|켜기
str_defender_spawn_count_limit|플레이어 부활 횟수:
str_unlimited|무제한
str_automatic|자동
str_by_mouse_movement|마우스 이동
str_free|자유
str_stick_to_any_player|모두
str_stick_to_team_members|팀원 캐릭터만
str_stick_to_team_members_view|팀원 캐릭터 시점
str_make_factions_voteable|세력 변경 투표 허용
str_make_kick_voteable|강제퇴장 투표 허용
str_make_ban_voteable|영구퇴장 투표 허용
str_bots_upper_limit_for_votes|봇 수 제한:
str_make_maps_voteable|맵 변경 투표 허용
str_valid_vote_ratio|투표 찬성율 (%):
str_auto_team_balance_limit|오토밸런스 차이 (인원 수):
str_welcome_message|환영 메시지:
str_initial_gold_multiplier|기본 지급 금 (%):
str_battle_earnings_multiplier|전투 보너스 금 (%):
str_round_earnings_multiplier|라운드 보너스 금 (%):
str_allow_player_banners|개인 깃발 허용
str_force_default_armor|강제 최소한의 갑옷 착용
str_respawning_in_reg0_seconds|부활하기까지 {reg0}초 남았습니다.
str_no_more_respawns_remained_this_round|이번 라운드에 남은 목숨이 없습니다.
str_reg0_respawns_remained|({reg0} 목숨이 남았습니다)
str_this_is_your_last_respawn|(마지막 목숨입니다)
str_wait_next_round|(다음 라운드를 기다립니다)
str_yes_wo_dot|네
str_no_wo_dot|아니오
str_we_resign|우리는 싸울만한 기력이 남아 있지 않습니다. 우리는 {playername} 당신에게 항복합니다.
str_i_resign|난 죽기 싫어요. 항복하겠어요.
str_s1_returned_flag|  {s1}이 깃발을 그들의 본거지에 되돌려놨습니다!
str_s1_auto_returned_flag|  {s1}이 자동으로 깃발을 그들의 본거지로 되돌려놨습니다!
str_s1_captured_flag|{s1}이 적의 깃발을 빼앗았습니다!
str_s1_taken_flag|  {s1}이 깃발을 획득했습니다!
str_s1_neutralized_flag_reg0|  {s1}이 reg0}번 깃발을 중립화에 성공하였습니다.
str_s1_captured_flag_reg0|  {s1}이 {reg0}번 깃발을 점령하는데 성공하였습니다!
str_s1_pulling_flag_reg0|  {s1}이 {reg0}번 깃발을 점령하고 있습니다.
str_s1_destroyed_target_0|{s1}이 목표 A를 파괴 했습니다!
str_s1_destroyed_target_1|{s1}이 목표 B를 파괴 했습니다!
str_s1_destroyed_catapult|{s1}이 투석기를 파괴 했습니다!
str_s1_destroyed_trebuchet|{s1}이 투석기를 파괴 했습니다!
str_s1_destroyed_all_targets|{s1}이 모든 목표를 파괴 했습니다!
str_s1_saved_1_target|{s1} 이 모든 목표를 지켰습니다.
str_s1_saved_2_targets|{s1} 이 모든 목표를 지켰습니다.
str_s1_defended_castle|{s1} 이 성을 지켰습니다!
str_s1_captured_castle|{s1} 이 성을 점령했습니다!
str_auto_team_balance_in_20_seconds|오토밸런스가 20초 안에 완료됩니다.
str_auto_team_balance_next_round|다음 라운드에 오토밸런스를 완료합니다.
str_auto_team_balance_done|오토밸런스가 완료되었습니다.
str_s1_won_round|{s1}이 라운드에서 승리했습니다!
str_round_draw|시간이 초과됬습니다. 무승부입니다.
str_round_draw_no_one_remained|아무도 남아있지 않습니다. 무승부입니다!
str_death_mode_started|서둘러서 전장의 마스터가 되십시오!
str_reset_to_default|기본 세팅
str_done|완료
str_player_name|플레이어 이름
str_kills|죽인 수
str_deaths|사망한 수
str_ping|핑
str_dead|사망
str_reg0_dead|{reg0}명 사망
str_bots_reg0_agents|봇 ({reg0} 명)
str_bot_1_agent|봇 (1명)
str_score|점수
str_score_reg0|점수: {reg0}
str_flags_reg0|(깃발: {reg0})
str_reg0_players|(플레이어 {reg0}명)
str_reg0_player|(플레이어 {reg0}명)
str_open_gate|성문을 연다
str_close_gate|성문을 닫는다
str_open_door|문을 연다
str_close_door|문을 닫는다
str_raise_ladder|사다리 세우기
str_drop_ladder|사다리 눕히기
str_back|뒤로
str_start_map|시작
str_choose_an_option|옵션 선택:
str_choose_a_poll_type|투표할 사항을 선택하세요.
str_choose_faction|세력 선택
str_choose_a_faction|세력을 선택하세요.
str_choose_troop|병과 선택
str_choose_a_troop|병과를 선택하세요.
str_choose_items|아이템 선택
str_options|옵션
str_redefine_keys|키 설정 변경
str_submit_a_poll|투표 신청
str_administrator_panel|관리자 메뉴
str_kick_player|플레이어 강제퇴장
str_ban_player|플레이어 영구추방
str_mute_player|플레이어 음소거
str_unmute_player|플레이어 음소거 해제
str_quit|종료
str_poll_for_changing_the_map|맵을 변경합니다.
str_poll_for_changing_the_map_and_factions|맵과 세력을 변경합니다.
str_poll_for_changing_number_of_bots|팀 내의 봇의 수를 변경합니다.
str_poll_for_kicking_a_player|플레이어를 퇴장시킵니다.
str_poll_for_banning_a_player|플레이어를 영구퇴장시킵니다.
str_choose_a_player|플레이어 선택:
str_choose_a_map|맵 선택:
str_choose_a_faction_for_team_reg0|{reg0} 팀의 세력 선택:
str_choose_number_of_bots_for_team_reg0|{reg0} 팀 봇의 수 선택:
str_spectator|관중
str_spectators|관중들
str_score|점수
str_command|명령:
str_profile_banner_selection_text|당신이 사용할 깃발을 고르세요.
str_use_default_banner|기본 깃발을 사용한다.
str_party_morale_is_low|몇 명의 사기가 떨어집니다!
str_weekly_report|주간 보고서
str_has_deserted_the_party|이(가) 부대를 떠났습니다.
str_have_deserted_the_party|이(가) 부대를 떠났습니다.
str_space| 
str_us_|아군
str_allies_|동맹군
str_enemies_|적군
str_routed|도주
str_weekly_budget|일주일 예산
str_income_from_s0|{s0}의 소득:
str_mercenary_payment_from_s0|{s0}으로 부터의 용병 보수:
str_s0s_party|{s0}의 부대
str_loss_due_to_tax_inefficiency|비효율로 인한 손실 세금:
str_wages_for_s0|{s0}의 임금:
str_earlier_debts|이전 부채:
str_net_change|총계 변화:
str_earlier_wealth|이전 재산:
str_new_wealth|새로운 재산:
str_new_debts|새로운 부채:
str_maximum_seconds_for_round_is_reg0|한 경기는 최대 {reg0} 초 입니다.
str_respawn_period_is_reg0_seconds|부활 주기는 {reg0} 초 입니다.
str_bots_upper_limit_for_votes_is_reg0|투표에 의한 봇 상한선은 {reg0}입니다.
str_map_is_voteable|맵 투표 가능.
str_map_is_not_voteable|맵 투표 불가능.
str_factions_are_voteable|팩션 투표 가능.
str_factions_are_not_voteable|팩션 투표 불가능.
str_players_respawn_as_bot|플레이어가 봇 처럼 부활.
str_players_do_not_respawn_as_bot|플레이어가 봇 처럼 부할하지 않음.
str_kicking_a_player_is_voteable|플레이어 퇴장 투표 가능.
str_kicking_a_player_is_not_voteable|플레이어 퇴장 투표 불가능.
str_banning_a_player_is_voteable|플레이어 영구퇴장 투표 가능.
str_banning_a_player_is_not_voteable|플레이어 영구퇴장 투표 불가능.
str_player_banners_are_allowed|플레이어 영구퇴장이 허락됨.
str_player_banners_are_not_allowed|플레이어 영구퇴장이 허락되지 않음.
str_default_armor_is_forced|기본 갑옷이 강제 적용됨.
str_default_armor_is_not_forced|기본 갑옷이 강제 적용되지 않음.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|투표결과가 반영되지 위한 찬성 투표 비율은 {reg0}% 입니다.
str_auto_team_balance_threshold_is_reg0|자동 팀 균형의 임계값은 {reg0} 입니다.
str_starting_gold_ratio_is_reg0|시작시 소지금 비율은 {reg0}% 입니다.
str_combat_gold_bonus_ratio_is_reg0|전투를 통한 소지금 보너스 비율은 {reg0}% 입니다..
str_round_gold_bonus_ratio_is_reg0|경기 소지금 보너스 비율은 {reg0}% 입니다.
str_point_gained_from_flags_is_reg0|깃발을 통한 팀 점수 획득치는 {reg0}% 입니다.
str_point_gained_from_capturing_flag_is_reg0|깃발 노획을 통한 점수 획득은 {reg0}% 입니다.
str_map_time_limit_is_reg0|맵 시간 제한은 {reg0} 분 입니다.
str_team_points_limit_is_reg0|팀 점수 제한은 {reg0} 입니다.
str_defender_spawn_count_limit_is_s1|방어측 부활 카운트는 {s1} 입니다.
str_system_error|시스템 에러!
str_prisoner_granted_parole|포로 도망 허용
str_prisoner_not_offered_parole|포로 도망 비허용
str__age_reg1_family_|^나이: {reg1}^가족:
