str_yes|是 
str_comment_our_king_granted_you_a_fief_allied_unfriendly_upstanding|我 听 说 {s54}把 {s51}封 给 你 了 。 但 是 要 记 得 ， 骄 兵 必 败 。 
str_comment_our_king_granted_you_a_fief_allied_unfriendly_spiteful|我 听 说 {s54}把 {s51}封 给 你 了 。 我 怀 疑 ， 不 管 怎 么 说 ， 这 笔 巨 大 的 财 富 只 是 使 你 暂 时 暴 发 ， 当 他 突 然 把 你 丢 进 粪 坑 中 ， 你 的 身 份 就 越 发 显 得 低 微 。 
str_comment_our_king_granted_you_a_fief_allied_spiteful|我 听 说 {s54}把 {s51}封 给 你 了 。 我 希 望 你 能 确 实 得 到 我 们 国 王 的 称 赞 。 
str_comment_our_king_granted_you_a_fief_allied|我 听 说 {s54}把 {s51}封 给 你 了 。 你 一 个 人 似 乎 干 得 挺 不 错 的 。 
str_comment_you_renounced_your_alliegance_enemy_friendly|我 听 说 你 放 弃 了 对 我 们 国 王 {s51}的 效 忠 。 这 令 我 很 伤 心 ， 因 为 我 们 得 在 战 场 上 兵 戎 相 见 了 。 
str_comment_you_renounced_your_alliegance_friendly|我 听 说 你 放 弃 了 对 我 们 国 王 {s54}的 效 忠 。 让 我 们 祈 祷 我 们 不 要 开 始 互 相 厮 杀 。 
str_comment_you_renounced_your_alliegance_unfriendly_spiteful|我 一 直 在 {s54}面 前 把 你 形 容 成 一 个 叛 国 者 ， 而 现 在 似 乎 我 的 观 点 被 证 明 是 正 确 的 。 我 希 望 你 准 备 接 受 一 个 叛 国 者 应 该 接 受 的 下 场 。 
str_comment_you_renounced_your_alliegance_unfriendly_moralizing|我 听 说 你 放 弃 了 对 我 们 国 王 {s54}的 效 忠 。 我 不 得 不 把 你 看 作 是 一 个 叛 国 者 。 
str_comment_you_renounced_your_alliegance_enemy|我 听 说 你 放 弃 了 对 我 们 国 王 {s54}的 效 忠 。 好 吧 ， 世 界 的 发 展 总 是 使 老 同 伴 变 成 敌 人 。 
str_comment_you_renounced_your_alliegance_default|我 听 说 你 放 弃 了 对 我 们 国 王 {s54}的 效 忠 。 好 吧 ， 那 是 你 的 事 情 ， 但 是 如 果 我 们 在 战 场 上 相 遇 ， 你 可 别 指 望 我 会 对 你 手 软 。 
str_comment_you_claimed_the_throne_1_player_liege|我 的 线 人 告 诉 我 ， 这 里 的 某 些 人 谈 到 你 将 成 为 下 一 任 国 王 的 事 情 。 我 认 为 你 应 该 马 上 阻 止 这 类 无 聊 而 危 险 议 论 。 
str_comment_you_claimed_the_throne_2_player_liege|我 的 线 人 说 ， 你 的 某 些 手 下 已 经 告 诉 那 些 农 民 ， 说 你 宣 布 参 与 竞 逐 王 位 。 我 衷 心 地 希 望 他 们 的 行 为 不 是 你 指 使 的 。 
str_comment_lord_intervened_against_me|众 所 周 知 ， 我 与 {s54}不 和 ， 而 {s50}的 裁 决 对 我 不 利 。 
str_comment_i_protested_marshal_appointment|众 所 周 知 ， 我 反 对 {s54}任 命 {s51}为 元 帅 。 
str_comment_i_blamed_defeat|众 所 周 知 ， {s54}对 {s51}的 偏 袒 让 我 很 不 满 意 ， 就 是 因 为 他 ， 我 们 才 在 战 场 上 败 给 了 {s56} 。 
str_comment_i_was_entitled_to_fief|众 所 周 知 ， 我 对 {s54}接 收 了 {s51}的 领 地 的 事 情 感 到 失 望 ， 那 里 本 该 是 属 于 我 的 。 
str_comment_i_quarreled_with_troop_over_woman|众 所 周 知 ， {s51}向 {s54}求 婚 了 ， 当 时 我 也 在 追 求 她 。 他 根 本 配 不 上 她 的 青 睐 ， 我 打 算 教 训 教 训 他 ， 让 他 离 {s54}远 点 儿 。 
str_comment_i_quarreled_with_you_over_woman_default|听 说 你 向 {s54}求 婚 了 。 我 不 觉 得 你 配 得 上 像 她 那 样 美 丽 的 女 士 ， 劝 你 还 是 放 弃 追 求 她 吧 。 
str_comment_i_quarreled_with_you_over_woman_derisive|听 说 你 已 经 向 {s54}求 婚 了 。 我 告 诉 你 — — 我 还 是 个 孩 子 的 时 候 就 看 中 她 了 ， 那 时 候 她 是 个 小 姑 娘 呢 。 她 在 这 个 王 国 里 ， 生 来 就 拥 有 高 贵 的 血 统 ， 一 个 粗 鲁 的 外 来 佬 的 追 求 只 能 贬 低 她 的 身 份 。 离 她 远 点 儿 ， 否 则 你 会 付 出 代 价 ！ 
str_comment_player_suggestion_succeeded|我 听 从 了 你 的 建 议 ， 这 使 我 受 益 匪 浅 。 
str_comment_player_suggestion_failed|我 听 从 了 你 的 建 议 ， 结 果 遇 上 了 大 麻 烦 ， 你 应 该 为 此 负 责 。 
str_comment_you_enfiefed_a_commoner_hesitant|听 说 你 把 {s51}封 给 了 一 个 自 称 是 {s54}的 平 民 。 请 三 思 而 后 行 。 掌 握 统 治 的 艺 术 并 不 是 件 容 易 的 事 ， 也 许 父 传 子 承 才 是 最 好 的 。 我 建 议 你 别 对 贵 族 的 世 袭 制 度 做 什 么 改 动 。 
str_comment_you_enfiefed_a_commoner_derisive|听 说 你 把 {s51}封 给 了 一 个 自 称 是 {s54}的 平 民 。 难 道 古 人 没 有 告 诫 过 我 们 ， 别 拿 猪 皮 来 做 皇 家 的 长 袍 ？ 
str_comment_you_enfiefed_a_commoner_nasty|我 知 道 ， 你 把 {s51}封 给 了 那 个 自 称 是 {s54}的 平 民 。 小 心 点 ， 狗 也 会 咬 主 人 ！ 
str_comment_marriage_normal_family|祝 贺 你 跟 我 的 {s11}{s50}结 为 夫 妻 。 现 在 你 是 我 们 家 族 的 一 份 子 了 。 
str_comment_marriage_normal|恭 喜 你 跟 {s50}结 为 夫 妻 。 这 是 你 们 双 方 的 荣 耀 。 
str_comment_marriage_normal_nasty|好 吧 — — 你 跟 {s50}结 婚 了 。 毫 无 疑 问 ， 她 这 样 的 傻 丫 头 总 能 做 出 荒 唐 的 决 定 。 
str_comment_marriage_elopement_family|嗯 ……不 管 怎 样 ， 我 的 {s11}{s50}还 是 嫁 给 你 了 。 不 知 道 你 使 了 什 么 手 段 让 她 接 受 你 ， 反 正 我 们 的 家 族 绝 不 会 忘 掉 这 桩 婚 姻 带 来 的 耻 辱 。 
str_comment_marriage_elopement_liege|据 说 你 和 {s50}不 顾 她 家 族 的 意 愿 而 私 奔 ， 这 令 我 很 不 愉 快 。 她 的 家 族 是 我 的 王 国 中 最 有 地 位 的 贵 族 之 一 ， 我 绝 不 想 看 到 他 们 被 人 当 成 蠢 货 般 被 人 愚 弄 。 
str_comment_you_broke_truce_as_my_vassal|听 说 你 攻 击 {s55}破 坏 了 我 签 订 的 停 战 协 定 。 你 知 道 人 们 会 怎 么 看 待 我 吗 ？ 如 果 你 的 行 为 是 我 指 使 的 ， 那 么 我 失 去 了 信 誉 。 如 果 这 是 你 个 人 的 决 定 ， 那 么 我 失 去 了 威 信 。 此 时 此 刻 ， 我 真 有 点 儿 想 治 你 一 个 叛 国 罪 。 
str_comment_you_attacked_neutral_as_my_vassal|听 说 你 攻 击 了 {s55} 。 这 等 于 是 给 了 他 们 攻 击 我 的 借 口 ， 如 果 他 们 希 望 这 么 做 的 话 ……走 着 瞧 吧 。 你 可 真 是 做 了 件 好 事 ！ 
str_personality_archetypes|君 主 
str_martial|好 战 的 
str_quarrelsome|脾 气 暴 躁 的 
str_selfrighteous|冷 酷 的 
str_cunning|狡 诈 的 
str_debauched|残 酷 成 性 的 
str_goodnatured|温 厚 的 
str_upstanding|正 直 的 
str_roguish|无 赖 的 
str_benevolent|善 良 的 
str_mercantile|贪 财 的 
str_surrender_demand_default|投 降 或 者 去 死 ！ 
str_surrender_demand_martial|今 天 你 的 好 运 到 头 了 。 你 可 以 和 我 们 死 拼 ， 但 是 现 在 就 投 降 一 样 不 是 什 么 耻 辱 的 事 情 。 
str_surrender_demand_quarrelsome|我 已 经 把 你 逼 到 绝 路 了 。 投 降 吧 ， 否 则 我 会 骑 马 把 你 像 条 狗 一 样 碾 过 。 
str_surrender_demand_pitiless|你 赢 不 了 我 的 ， 你 如 果 想 试 试 的 话 ， 我 会 好 好 教 训 你 一 顿 。 投 降 吧 ！ 
str_surrender_demand_cunning|你 今 天 输 定 了 。 放 弃 吧 ， 不 为 自 己 着 想 ， 也 得 为 你 的 部 下 着 想 吧 ！ 
str_surrender_demand_sadistic|投 降 ！ 不 然 我 会 把 你 当 鱼 一 样 挖 出 你 的 内 脏 ！ 
str_surrender_demand_goodnatured|我 军 有 绝 对 优 势 。 投 降 吧 ， 我 们 优 待 俘 虏 。 
str_surrender_demand_upstanding|你 可 以 和 我 们 死 拼 ， 但 是 你 的 许 多 部 下 都 将 被 杀 死 ， 你 也 会 战 败 。 投 降 ， 尽 量 避 免 我 们 双 方 不 必 要 的 流 血 牺 牲 吧 。 
str_surrender_offer_default|停 ！ 我 投 降 ！ 
str_surrender_offer_martial|停 ！ 我 投 降 ！ 
str_surrender_offer_quarrelsome|够 了 ！ 今 天 你 赢 了 ， 混 蛋 ！ 啊 ， 多 么 耻 辱 啊 ！ 
str_surrender_offer_pitiless|我 投 降 ！ 你 赢 了 。 今 天 见 鬼 了 ！ 
str_surrender_offer_cunning|我 投 降 ！ 我 向 你 投 降 ！ 
str_surrender_offer_sadistic|我 投 降 ！ 我 投 降 ！ 叫 你 的 走 狗 停 手 吧 ！ 
str_surrender_offer_goodnatured|我 投 降 ！ 祝 贺 您 的 胜 利 ， {reg59?女 士 :先 生 } ！ 
str_surrender_offer_upstanding|我 投 降 ！ 保 证 我 军 人 的 荣 誉 ， 也 请 你 遵 守 信 用 ！ 
str_lord_declines_negotiation_offer_default|也 许 吧 ， 不 过 我 想 跟 你 打 
str_lord_declines_negotiation_offer_martial|也 许 吧 ， 不 过 我 有 义 务 跟 你 打 一 仗 
str_lord_declines_negotiation_offer_quarrelsome|嘿 ！ 我 要 和 你 打 
str_lord_declines_negotiation_offer_pitiless|我 何 必 关 心 这 个 呢 ？ 我 想 跟 你 打 
str_lord_declines_negotiation_offer_cunning|哈 ， 真 不 幸 ， 你 知 道 吗 ， 我 想 跟 你 打 
str_lord_declines_negotiation_offer_sadistic|收 好 你 的 舌 头 ！ 很 快 你 就 会 需 要 用 到 它 的 ， 当 你 求 饶 的 时 候 
str_lord_declines_negotiation_offer_goodnatured|不 好 意 思 — — 我 可 不 能 让 你 就 这 么 离 开 。 你 不 会 见 怪 吧 ？ 
str_lord_declines_negotiation_offer_upstanding|也 许 吧 ， 不 过 出 于 对 国 王 的 义 务 ， 我 必 须 和 你 打 
str_prisoner_released_default|我 无 比 感 激 ， {reg59?女 士 :先 生 } 。 我 不 会 忘 记 您 的 仁 慈 。 
str_prisoner_released_martial|你 确 实 是 一 名 正 直 的 {reg59?女 人 :男 人 } ， {reg59?女 士 :先 生 } 。 我 不 会 忘 记 您 的 恩 情 ！ 
str_prisoner_released_quarrelsome|我 自 由 了 ？ 呃 ……那 ， 再 见 吧 。 
str_prisoner_released_pitiless|谢 谢 你 。 当 你 最 终 被 打 败 的 时 候 ， 我 就 让 你 死 得 痛 快 一 些 。 除 非 ……除 非 你 愿 意 加 入 我 们 ……再 见 了 。 
str_prisoner_released_cunning|我 吗 ？ 你 是 一 个 善 良 的 {reg59?女 人 :男 人 } 。 我 以 后 会 想 个 方 法 报 答 你 的 。 
str_prisoner_released_sadistic|我 ？ 你 的 残 酷 表 现 得 多 优 雅 啊 ， 宁 愿 看 到 我 自 由 并 受 到 羞 辱 ， 也 不 愿 看 到 我 关 在 枷 锁 里 。 你 就 自 己 耀 武 扬 威 吧 ！ 
str_prisoner_released_goodnatured|你 确 实 是 一 名 正 直 的 {reg59?女 人 :男 人 } ， {reg59?女 士 :先 生 } 。 我 不 会 忘 记 您 的 恩 情 ！ 
str_prisoner_released_upstanding|你 确 实 是 一 名 正 直 的 {reg59?女 人 :男 人 } ， {reg59?女 士 :先 生 } 。 我 不 会 忘 记 您 的 恩 情 ！ 
str_enemy_meet_default|敢 跟 我 较 量 ， 你 是 谁 啊 ？ 
str_enemy_meet_martial|请 问 怎 么 称 呼 你 ， {reg59?女 士 :先 生 } ？ 如 果 我 们 必 须 交 战 ， 我 希 望 知 道 对 手 是 谁 。 
str_enemy_meet_quarrelsome|你 他 妈 的 是 谁 ？ 
str_enemy_meet_pitiless|你 是 谁 ？ 快 说 ， 好 让 我 知 道 我 杀 的 是 谁 。 
str_enemy_meet_cunning|告 诉 我 你 的 名 字 。 了 解 敌 人 的 名 字 总 是 有 好 处 的 。 
str_enemy_meet_sadistic|你 是 谁 ？ 趁 我 还 没 有 割 掉 你 的 舌 头 之 前 快 点 说 。 
str_enemy_meet_goodnatured|你 叫 什 么 名 字 {reg59?女 士 :先 生 } ？ 如 果 我 们 开 战 了 ， 我 要 知 道 我 是 和 谁 在 打 仗 。 
str_enemy_meet_upstanding|你 是 谁 ？ 我 想 知 道 是 谁 想 用 武 力 阻 止 我 们 正 义 的 事 业 。 
str_battle_won_default|今 天 ， 你 证 明 了 你 自 己 是 一 个 可 靠 的 盟 友 。 
str_battle_won_martial|没 有 什 么 比 在 战 场 上 展 现 个 人 的 勇 武 更 加 有 成 就 感 ！ 
str_battle_won_quarrelsome|啊 哈 ， 我 们 好 好 教 训 了 这 些 混 蛋 了 ， 是 吧 ？ 
str_battle_won_pitiless|我 们 只 要 联 合 起 来 ， 就 能 让 敌 人 闻 风 丧 胆 ！ 
str_battle_won_cunning|现 在 ， 我 们 得 保 持 我 们 的 优 势 ， 那 样 我 们 今 天 的 鲜 血 就 不 算 白 流 。 
str_battle_won_sadistic|现 在 让 我 们 剥 光 这 些 尸 体 丢 去 喂 乌 鸦 ， 好 让 他 们 知 道 对 抗 我 们 的 人 将 会 是 什 么 下 场 。 
str_battle_won_goodnatured|这 一 仗 打 得 不 错 ！ 没 有 什 么 比 打 了 胜 仗 更 加 令 人 高 兴 ， 是 吧 ？ 
str_battle_won_upstanding|现 在 ， 让 我 们 感 谢 上 帝 让 我 们 获 胜 ， 同 时 让 我 们 也 沉 痛 悼 念 那 些 今 天 在 战 场 上 牺 牲 的 战 友 。 
str_battle_won_grudging_default|今 天 ， 你 在 战 场 上 帮 忙 扭 转 了 局 势 。 不 管 我 怎 么 样 看 你 ， 不 过 你 的 勇 武 是 无 可 挑 剔 的 。 
str_battle_won_grudging_martial|{playername} ， 不 管 你 以 前 做 得 怎 样 ， 但 是 今 天 你 证 明 了 你 是 一 个 有 价 值 的 人 。 
str_battle_won_grudging_quarrelsome|哼 ， 我 通 常 都 不 想 看 到 你 的 那 张 脸 ， 但 是 我 今 天 还 是 得 感 谢 你 的 帮 忙 。 
str_battle_won_grudging_pitiless|你 今 天 的 帮 忙 很 受 用 。 我 完 全 没 有 想 到 你 会 这 么 好 心 地 来 帮 我 ， 但 是 我 还 是 得 谢 谢 你 。 
str_battle_won_grudging_cunning|你 在 我 最 需 要 帮 忙 的 时 候 来 帮 了 我 ， 如 果 我 不 感 谢 你 ， 我 就 显 的 太 不 厚 道 了 。 所 以 ……我 很 感 激 你 。 
str_battle_won_grudging_sadistic|啊 ！ 多 么 令 人 感 动 啊 ！ {playername}居 然 来 救 我 了 。 
str_battle_won_grudging_goodnatured|{playername} ！ 我 不 想 说 过 去 我 们 相 处 得 如 何 ， 但 是 你 今 天 在 战 场 上 的 表 现 不 错 。 非 常 感 谢 你 ！ 
str_battle_won_grudging_upstanding|也 许 过 去 我 对 你 有 些 误 解 。 你 的 到 来 非 常 及 时 。 我 很 感 激 你 。 
str_battle_won_unfriendly_default|你 来 了 。 好 吧 ， 我 认 为 晚 点 来 总 比 不 来 的 好 。 
str_battle_won_unfriendly_martial|我 以 前 对 你 说 了 很 多 难 听 且 尖 锐 的 话 ， 但 是 现 在 ， 就 让 我 们 享 受 胜 利 的 喜 悦 吧 。 
str_battle_won_unfriendly_quarrelsome|如 果 你 站 在 这 里 想 等 我 来 感 谢 你 ， 你 可 以 继 续 等 下 去 。 我 们 根 本 不 需 要 你 的 帮 忙 ， 但 是 我 想 比 起 这 个 你 也 没 有 什 么 别 的 事 情 好 做 了 ， 是 吧 ？ 
str_battle_won_unfriendly_pitiless|你 到 这 里 来 就 像 是 一 头 豺 狼 来 抢 狮 子 的 口 食 。 很 好 ， 你 自 己 拿 吧 ， 我 不 会 阻 止 你 的 。 
str_battle_won_unfriendly_cunning|{playername}……虽 然 我 不 打 算 装 出 一 副 我 很 喜 欢 见 到 你 的 样 子 ， 但 是 我 认 为 你 的 到 来 没 有 危 害 。 
str_battle_won_unfriendly_sadistic|滚 开 ， 吃 腐 肉 的 禽 兽 ！ 这 是 我 个 人 的 胜 利 ， 你 竟 然 想 窃 取 我 的 胜 利 果 实 。 
str_battle_won_unfriendly_goodnatured|哦 ， 是 你 啊 。 好 吧 ， 我 认 为 我 应 该 感 谢 你 的 帮 助 。 
str_battle_won_unfriendly_upstanding|谢 谢 你 过 来 帮 忙 。 现 在 在 我 要 说 出 一 些 会 令 我 后 悔 的 话 之 前 ， 我 得 离 开 了 。 
str_troop_train_request_default|我 需 要 像 你 这 样 的 人 把 他 们 训 练 得 像 个 样 子 。 
str_troop_train_request_martial|他 们 需 要 有 人 向 他 们 展 示 一 下 勇 猛 的 含 义 。 
str_troop_train_request_quarrelsome|又 肥 又 懒 的 杂 种 。 他 们 让 我 想 吐 。 
str_troop_train_request_pitiless|他 们 怕 敌 人 胜 过 怕 我 ， 但 以 后 不 会 这 样 。 
str_troop_train_request_cunning|但 是 人 就 像 剑 一 样 ， 经 过 火 的 锻 炼 才 能 变 得 坚 强 起 来 。 
str_troop_train_request_sadistic|他 们 需 要 有 人 拿 着 铁 鞭 在 他 们 背 后 抽 打 以 激 起 他 们 的 勇 气 ， 或 者 扼 杀 他 们 的 努 力 。 
str_troop_train_request_goodnatured|他 们 是 不 错 的 小 伙 子 ， 但 是 我 认 为 现 在 让 他 们 上 战 场 好 像 太 早 了 。 
str_troop_train_request_upstanding|以 他 们 现 在 的 状 况 带 领 他 们 去 打 仗 的 话 ， 等 于 是 要 我 谋 杀 他 们 。 
str_unprovoked_attack_default|什 么 ？ 为 什 么 你 要 攻 击 我 们 ？ 快 讲 ， 你 这 个 混 蛋 ！ 
str_unprovoked_attack_martial|我 不 反 对 使 用 武 力 解 决 问 题 ， 但 是 我 要 问 你 为 什 么 攻 击 我 们 ？ 
str_unprovoked_attack_quarrelsome|你 犯 了 一 个 大 错 误 ， {reg59?小 姑 娘 :小 伙 子 } 。 你 知 道 你 在 干 什 么 吗 ？ 
str_unprovoked_attack_pitiless|是 吗 ？ 如 果 你 今 天 想 死 的 话 ， 我 将 很 高 兴 成 全 你 。 但 是 我 很 想 了 解 你 到 底 有 何 目 的 。 
str_unprovoked_attack_cunning|真 的 吗 ？ 我 认 为 你 的 做 法 很 不 明 智 。 你 想 从 中 得 到 什 么 呢 ？ 
str_unprovoked_attack_sadistic|你 在 干 什 么 ？ 你 喜 欢 你 的 眼 睛 被 挖 出 来 吗 ？ 
str_unprovoked_attack_goodnatured|为 什 么 你 要 这 么 做 ？ 我 们 似 乎 没 有 仇 啊 ， {reg59?女 士 :先 生 } 。 
str_unprovoked_attack_upstanding|我 认 为 这 是 一 个 无 故 的 袭 击 ， 我 要 向 你 的 国 王 抗 议 。 你 为 什 么 要 这 么 做 ？ 
str_unnecessary_attack_default|不 是 时 间 紧 的 话 ， 我 将 毫 不 犹 豫 地 砍 翻 你 ， 但 是 我 给 你 机 会 ， 你 现 在 就 从 这 里 消 失 。 
str_unnecessary_attack_martial|我 非 常 渴 望 接 受 你 的 挑 战 ， {reg59?女 士 :先 生 } ， 然 而 我 还 是 要 给 你 一 分 钟 的 时 候 考 虑 一 下 。 
str_unnecessary_attack_quarrelsome|呸 ！ 今 天 我 没 有 心 情 跟 你 胡 闹 ， 滚 开 。 
str_unnecessary_attack_pitiless|我 今 天 心 情 很 好 ， 我 就 装 做 没 有 听 见 你 说 的 话 。 
str_unnecessary_attack_cunning|我 没 有 看 出 你 与 我 为 敌 能 得 到 什 么 好 处 。 也 许 你 应 该 骑 着 马 从 我 面 前 走 开 。 
str_unnecessary_attack_sadistic|我 不 想 把 时 间 浪 费 到 你 这 样 的 鼠 辈 上 ， 滚 开 。 
str_unnecessary_attack_goodnatured|我 没 有 看 出 你 挑 起 战 争 能 得 到 什 么 好 处 ， {reg59?女 士 :先 生 } ， 你 还 是 走 开 吧 。 
