str_yes|Evet.
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk|Bu toprakları birleştirmekten bahsediyorsun. Pekala, Bu toprakları dize getirerek iyi bir iş başardın, belki de bu bahsettiğin de sadece lafta kalır birşey değildir.
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|Bu toprakları birleştirmekten bahsediyorsun. Eğer bunu becerebileceğini düşünseydim, etkilenirdim. Fakat düşünmüyorum. 
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|Tahta çıkmaktan bahsediyorsun. Pekiyi, her köylü bir kralın piçi olduğunu iddia edebilir.
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|Halkı vaatlerle tavlamak güzel de, bana önerecek neyin var?
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|Efendilerin haklarını korumaktan bahsediyorsun. Bir efendi olarak haklarımın gözetilmesi güzel bir değişiklik olurdu.
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|Efendilerin haklarını korumaktan bahsediyorsun. Bir efendi olarak haklarımın korunması hoşuma giderdi. Gelgelelim zayıfken, güçlendiğinde tutmaya maksadının olmadığı sözler vermek kolaydır.
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|Bana toprak vereceğini söylüyorsun. Benim ailem köklüdür ve soylu bir kütüğümüz var, yani bana hakkım olandan fazlasını önermiyorsun. Yine de, jestini beğendim.
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|Demek bana toprak vereceksin? Açıkçası, pek etkilenmedim.
str_you_speak_of_unifying_calradia_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|Bu toprakları birleştirmekten bahsediyorsun. Pekala, bu diyardakilerin bir çoğu sana boyun eğiyor, belki de bu bahsettiğin de sadece lafta kalır birşey değildir.
str_you_speak_of_unifying_calradia_but_right_now_yours_is_just_one_squabbling_faction_among_many|Bu toprakları birleştirmekten bahsediyorsun, ama senin ülken şu an sadece gürültü çıkaran ülkelerden biri.
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|Taleplerden bahsediyorsun ama şüphe yok ki güç ile desteklenmeyen istekler nadiren başarıya ulaşır.
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|Söylediğin gibi halkı korursan, ülke refaha ere. Uşaklarıma daima insanca davranmaya çalıştım. Uykuya hava hakkında endişelenerek dalarsanız, çatınızın alev almasıyla uyanırsınız.
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|Halkı korumaktan bahsediyorsun. Çok güzel. Ama unutma ki eğer söz verir de tutmazsan köylüler sorun çıkarırlar, o zaman asla söz vermemiş olmayı dilersin.
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|Efendilerin haklarını korumaktan bahsediyorsun. iyi. Bunu yapmak menfaatine olur -- insanlar haklarına saygı gösteren bir kral için daha iyi savaşırlar.
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|Efendilerin haklarını korumaktan bahsediyorsun. Çok iyi. Ama unutma -- tahta çıkmaya çalışırken verdiğin sözleri tutmamak, çıktığın zaman tahttan indirilmenin en hızlı yoludur.
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|Bana toprak vermekten bahsediyorsun. Harika, ama genelde dördüğüm kadarıyla bir adam zirveye tırmanmak için çok vaadde bulunuyorsa, zirveye eriştiğinde bu vaadleri tutarken zorlanır.
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|Bu toprakları birleştirmekten bahsediyorsun. Pekala, pek çok kişi de bunu söyledi, belki de bunu becerecek olan kişi sensidir.
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|Bu toprakları birleştirmekten bahsediyorsun. Pekala, bunu her kral söyler. Onlar bu işi beceremezken senin becerebileceğini pek sanmıyorum.
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|Hak iddia etmekten bahsediyorsun. Sence avukatlarla laklak etmekle ilgileniyor muyum?
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|Halkı koruyacağını söylüyorsun. Ne kadar da naziksin! Domuz çobanıma tatlı vaatlerini anlatayım. Eminim en sadık derebeyin olacaktır.
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|Efendilerin haklarını korumaktan bahsediyorsun. Ne şirin sözler! Ama sana ne diyeceğim bak -- bu dünyada saygı duyulan tek haklar zayıf olanı desteklemek ve güçlü olana boyun eğmektir.
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|Bana toprak vermekten bahsediyorsun. Bu çok hoş -- ama söylediğini yaptığın sürece.
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|Bana toprak verecekmişsin. Hah! Belki tüm diğer toprak vaadettiklerin geri adım atarlarsa, ha?
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|Bu toprakları birleştirmekten bahsediyorsun. Gerçekten de bu diyarda ki diğer kralların kibirlerini kırdınız, ve bu durumda beni sadık bir adamınız olarak görebilirsiniz. 
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|Bu toprakları birleştirmekten bahsediyorsun. Fakat zayıf birisin ve eminim öyle de kalacaksın.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|Taleplerden bahsediyorsun. Bir kralın güçlü dayanakları olması güzel elbette, ama ben daha ziyade adil bir yönetici olmanla ilgilenirim. Her neyse, hak talebin bana doğruymuş gibi geldi.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|Hak talep etmekten bahsediyorsun, ama bana göre bu biraz zayıf kalıyor.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|Halkı korumaktan bahsediyorsun. Bunu sevdim. Benim tebam mutlu insanlardır, yalnız diğer bölgelerinkiler o kadar şanslı değilmiş diye duydum.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|Halkı korumaktan bahsediyorsun. Bunu söylemene sevindim. Ama bana bir iyilik yap – halka tutamayacağın vaatlerde bulunma. Bu onları kesinlikle isyana götürür ve öldürülmelerini istemiyorum.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|Efendilerin haklarını korumaktan bahsediyorsun. Eh, bu iyi sanırım. Ama bilirsin -- biz lordlar başımızın çaresine bakabiliriz. Bana sorarsan esas kendilerine bakması için güçlü bir krala ihtiyaç duyacak olan, halktır.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|Bana toprak vereceğini söylüyorsun. Çok nazikçe. Gerçekten, ama yine de önemli değil.
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|Bu toprakları birleştirmekten bahsediyorsun. Pekala, bu toprakları kılıç kullanarak birleştirebilirsin. Fakat bunun seni iyi bir lider yapacağından emin değilim.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|Hak iddia etmekten bahsediyorsun. Ülkede kaos olmaması için bir kralın güçlü bir dayanağı olmalı, ve seninki de gerçekten yerine oturmuş.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|Hak talep etmekten bahsediyorsun. Ülkede kaosu önlemek için bir kralın güçlü bir yasal hakkı olmalı, ama seninki o kadar da güçlü görünmüyor.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Efendilerin haklarını korumaktan bahsediyorsun. Bir kralın kendisine hizmet eden derebeylerinin haklarını koruması elbette ki çok önemli, ama ben tahta düzgün bir sebeple oturmayan bir kralın adil bir yönetici olacağından şüpheliyim.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|Efendilerin haklarını korumaktan bahsediyorsun. Bir kralın ona hizmet eden derebeylerine saygı göstermesi şüphesiz iyi bir şeydir. Yine de, sözlerini tutacağından emin olabilmeye ihtiyacım var.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Halkı korumaktan bahsediyorsun. Tebasının haklarına saygı gösteren bir krala hizmet etmekten mutluluk duyarım, gelgelelim tahta geçerli sebeplerle oturmayan bir kralın adaletinden de şüphe duyarım.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|Halkı korumaktan bahsediyorsun. Tebasına arka çıkan bir krala hizmet etmekten mutlu olurum. Yine de, verdiğin sözleri tutabileceğinden emin olmak isterdim.
str_i_am_not_swayed_by_promises_of_reward|Vaadettiğin ödüllerden etkilenmedim.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|Bu toprakları birleştirmekten bahsediyorsun. Bu topraklara barışın gelmesi gerçekten de güzel olur ve ben senin bunu becerebilecek güçte olduğuna inanıyorum.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|Bu toprakları birleştirmekten bahsediyorsun. Bu ülkeye barışın gelmesi elbette güzel olur, fakat krallığının şu anki durumuna bakarsak, kargaşadan başka birşey getirmeyeceğinizden korkuyorum.
str_my_s11_s15|{s11}(ı)m {s15}
str_my_s11_s18|{s11}(ı)m {s18}
str_the_socalled_s11_s18|Sözde {s11} {s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18} beni mirasım konusunda kandırmaya kalkıştı. Şükürler olsun ki haklarımı biliyorum ve sonuna kadar savunacağım.
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18} bir keresinde cesaretimi ve onurumu sınamaya kalkmıştı. Onunla savaş alanında buluşacağım ve ona haddini bildireceğim günü sabırsızlıkla bekliyorum.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18} bir keresinde savaştaki adaletimi sorgulamaya kalkmıştı. Gökler adına, bizi hükümdarımızın düşmanlarını yok etme görevinden alıkoyabilir mi sandı ?
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18} öyle görünüyor ki, benim bazı mülklerim üzerinde hakkı olduğunu düşünüyor. Pekala, öyle bir şey yok.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18} bir keresinde söylediğim birşeyi yanlış anlamış. İtançı herif vaz geçmiyor ve sözümü geri almam için uğraşıp duruyor.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18} tam bir kurnaz gelincik ve ben ona zerre kadar güvenmiyorum.
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|Onu hor görüyorum. Mide bulandırıcı bir fazilet sergiliyor, ve kendi çıkarından başka birşey düşünmüyor.
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18} benimle ufak bir anlaşma yaptı, şimdi ise kıvırmaya çalışıyor.
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18} bir keresinde ufak bir işimi halletmişti ve şimdi ona borçlu olduğumu düşünüyor. Ona borçlu falan değilim.
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18} mülayim ve zayıf, ve toprak sahibi olmak için uygun biri değil, gözümde hiçbir zaman bir değeri olmayacak.
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18} benim tanıdığım kadarıyla kavgacı budalanın teki, ve onu yeterince tanıyorum. 
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}, bunu söylediğim için üzgünüm ama, herhangi bir sorumluluğu kaldıramayacak kadar yufka yürekli. Şövalyeleri savaşta düşmanlarına acıyıp serbest bırakacak ve bu durum, başka bir gün düşmalar geri döndüğünde benim vefalı askerlerimin canına mal olacaktır.
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18} bazı sebeplerden dolayı benimle bir sıkıntısı varmış gibi görünüyor. İnsanların kötü huylarından bahsetmekten hoşlanmam fakat bazen biraz aşağılık biri olabiliyor
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18}, ona hiçbir yanlış yapmama rağmen beni hep küçük görmüştür.
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18} onursuz birisi ve bizi savaşlara ve isyana sürükleyeceğinden korktuğum entrikalar sergiliyor.
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18} beni hayal kırıklığına uğratıyor. Bir keresinde onu savaştaki ihtiyatsızlığından dolayı azarladım ve o da alındı. Umrumda değil, onun ve adamlarının hayatını kurtarmak için harcadığım çabadan dolayı özür dileyecek değilim.
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18} sağa sola para savuruyor, bir soyluya yakışmayacak şekilde çok fazla içki içiyor. Bu şekilde hepimizi rezil ediyor.
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18}, söylenenler doğrumudur bilmem ama, arkamdan atıp tutuyormuş.
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18} hayırsızın teki. Tüccarlarla gezip dolaşıyor, tefecilik yapıyor, argo bir dil kullanıyor, ailesinden gelen onuru korumak adına hiçbir çaba harcamıyor.
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18} görücü usulü nişanlandığım için beni ayıplıyor. Bunun neresi yanlış ki ?
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18}, duyduğuma göre köylüler arasında hepimizi tehlikeye sokan, köylüleri isyana teşvik edebilecek konuşmalar yapıyormuş.
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18} kiracılarımla anlaşma şeklimi uygun bulmamış. Onlara, aslında 'soylu kan' olarak anılan herhangi bir insanla eşit olduklarını anlatıyorsam, bundan ona ne ki ?
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|bayanlara nasıl davranması gerektiğini bilen bir yiğit
str_a_base_cad|tam bir aşağılık
str_a_man_who_treats_me_as_his_equal_which_is_rare|bana dengiymişim gibi davranan ender erkeklerden
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|öyle görünüyor ki bana atı ve malikhanesi gibi parayla satın alınabilecek şeylerle değer biçiyor
