qstr_{reg1}.0|{reg1}.0
qstr_There_is_one_lord_fo|İzini kaybettirip seninle bir sonraki limanda inecek ve daha sonra seninle gelecek tek bir lord var.
qstr_There_are_{reg1}_lor|İzini kaybettirip seninle bir sonraki limanda inecek ve daha sonra seninle gelecek {reg1} lord var.
qstr_There_is_one_lord_nex|Seninle beraber gemiye binebilecek tek bir lord var.
qstr_You_have_{reg1}_lords|Seninle beraber gemiye binebilecek {reg1} lord var.
qstr_There_is_one_lord_fol|İzini kaybettirip seninle bir sonraki gemiye binecek ve daha sonra seninle gelecek tek bir lord var.
qstr_There_are_{reg1}_lord|İzini kaybettirip seninle bir sonraki gemiye binecek ve daha sonra seninle gelecek {reg1} lord var.
qstr_Breaking_camp...|Yeni kamp...
qstr_The_poem_the_bard_ha|Gezgin şairin leydi için yazdığı şiir pek de işe yaramış gibi görünmüyor. 
qstr_The_lady_seemed_to_l|Leydi, gezgin şairin kendi için yazdığı şiiri oldukça sevmiş gibi görünüyor.
qstr_The_bard_s_poem_abou|Gezgin şairin senin hakkında yazdığı şiir diyardan diyara yayılıyor. 
qstr_Winter_is_the_worst_|Kış savaş için en kötü zamandır. Soğuktur, aşırı yağmur yağar ve yiyecek kısıtlıdır. Kışın adamların sefere çıkmaktansa ateş başında korunmayı tercih eder. Ayrıca moral ve yiyecek stoğuna da bakmalısın.
qstr_It_seems_your_soldie|Öyle görünüyor ki askerlerin felekten bir gece çaldılar ve kendileri için parti envanterindeki içkilerin bir kısmını bitirdiler. 
qstr_It_seems_someone_wen|Öyle görünüyor ki birileri envanterini kurcalamış ve {s33} çalmış. 
qstr_{s22}|{s22}
qstr_{s33}_was_beaten_up_|{s33}, sinirden çılgına dönmüş {s34} halkı tarafından iyice pataklanıp zindana atıldı.
qstr_{s33}_s_attempts_to_|{s34} halkını etkilemeye yönelik {s33} girişimleri başarısızlıkla sonuçlandı.
qstr_People_of_{s34}_hate|{s34} halkı senden öylesine nefret ediyor ki, {s33} muhafızlar tarafından şehre girerken engellendi.
qstr_A_livestock_epidemic|Bir hayvan salgını {s4}{.de} {reg4} sığırı öldürdü.
qstr_Your_party_is_spotte|Tarafın {s1} tarafından farkedildi.
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?have:has} gece senin tarafının elinden kaçtı. 
qstr_{s1}_of_the_{s3}_has|{s3} {s1}{.i} esaretten kurtuldu.
qstr_{s1}_is_no_longer_in|{s1} artık geceleri haydutlarla dolu değil.
qstr_{s1}_has_won_the_tou|{s1} {s2}{.i} turnuvayı kazandı.
qstr_You_pay_for_accommod|Kalacak yer için ödeme yap.
qstr__Your_tactics_skill_| Taktik yeteneğin 1 arttı.
qstr__Your_persuasion_ski| İkna yeteneğin 1 arttı.
qstr__Your_leadership_ski| Liderlik yeteneğin 1 arttı
qstr__Your_intelligence_h| Zeka yeteneğin 1 arttı.
qstr__Your_trade_skill_ha| Ticaret yeteneğin 1 arttı.
qstr__Your_weapon_master_| Silah ustası yeteneğin 1 arttı.
qstr__Your_engineer_skill| Mühendislik yeteneğin 1 arttı.
qstr_You_have_finished_re|{s1}{.i} okumayı bitirdin.{s2}
qstr_Book_Read|Kitap okuma
qstr_Christian_monastery|Hristiyan Manastırı
qstr_Christian_church|Hristiyan Kilisesi
qstr_shrine_to_Norse_Gods|Nord Tanrıları Tapınağı
qstr_temple_to_Odin|Odin Tapınağı
qstr_People_of_{s24}_are_|{s24} halkı senin dini hoşgörüsüzlüğün yüzünden galeyana geldi ve {s25}'{.i} yakıp yıktı.
qstr_{s1}_is_scouted.|{s1} gözlendi.
qstr_{s1}_has_switched_fr|{s1}, {s2}{.den} {s3}{.e} geçti.
qstr_The_merchants__rest_|Tüccarların {s1} dinlenme salonu zenginliğini artırıyor.
qstr_Christian_monastery_|{s33}'{.de} bulunan Hristiyan manastırı {s34} bölgesindeki Hristiyan inancını artırıyor.
qstr_The_scriptorium_in_{|{s1} manastır yazıhanesi namını artırıyor.
qstr_Due_to_the_good_word|Hristiyan rahiplerin hakkında yaydığı iyi şeyler sayesinde {s1} ile olan ilişkin iyileşiyor.
qstr_Due_to_the_bad_word_|Hristiyan rahiplerin hakkında yaydığı kötü şeyler sayesinde {s1} ile olan ilişkin kötüleşiyor.
qstr_Due_to_the_good_word_|Paganların hakkında yaydığı iyi şeyler sayesinde {s1} ile olan ilişkin iyileşiyor.
qstr_Due_to_the_bad_word_i|Paganların hakkında yaydığı kötü şeyler sayesinde {s1} ile olan ilişkin kötüleşiyor.
qstr_There_are_too_many_m|Sığınağında çok fazla adam var. Bu yüzden bir kısmı hoşnutsuz ve hatta bir kaçı kaçmış durumda!
qstr_Refuge_Garrison|Sığınak Garnizonu
qstr_The_trainer_{s11}.|Talimci {s11}.
qstr_Your_minister_{s11}.|Elçin {s11}.
qstr_TEST:_I_moved_Lords_|TEST: Beyleri St Helena'ya gönderdim.
qstr_TEST:_I_bring_Lords_|TEST: Lordları geri getirdim.
qstr_Landing_near_{s2}|{s2} yakınlarındaki iskele
qstr_Physicians_in_larger|Daha büyük şehirlerdeki doktorlar bir bedel karşılığı yaraları tedavi edebilir ve yaralar bir kaç gün sonra iyileşebilir. Olumsuz etkiler ortadan kalkacaktır.
qstr_You_are_wounded|Yaralandın
qstr_You_have_only_one_da|Yaralarından birinin bakılmak için yalnızca bir günü kaldı. Bunun için daha büyük bir kasabada bir doktora gitmelisin.
qstr_Wound_must_be_suppli|Yaraya bakım gerekli.
qstr_One_of_your_injuries|Yaralarından biri ile ilgilenilmediği için kalıcı oldu.
qstr_Wound_wasn_t_cured|Yara tedavi edilmedi
qstr_One_of_your_wounds_i|Yaralarından biri iyileşti ve yeteneklerin artık kısıtlı değil.
qstr_Wound_is_cured|Yara tedavi edildi
qstr_A_ship_has_been_buil|{s0}{.de} senin için bir gemi inşa ediliyor.
qstr_Ship_finished|Gemi tamamlandı
qstr_{s0}_has_recovered_f|{s0} baskından sonra iyileşiyor.
qstr_Your_troops_are_angr|Denizde sabahlamaktan nefret ettikleri için birliklerin şu an kızgın.
qstr_Your_troops_feel_une|Birliklerin denizaşırı seyahat konusunda rahat hissetmiyor.
qstr_By_now_you_have_more|Artık birden fazla gemin var. Deniz savaşlarında gemilerine dokuzuncu gruba emir vererek (tıpkı normal savaşlarda farklı asker gruplarına emir vermek gibi) "yerini koru" veya "saldır" emirlerini verebilirsin. Ordu listendeki ilk birlikler seninle beraber sancak gemisinde, diğer birlikler ise geri kalan gemilerde olacaktır. Sancak gemini, denizde kamp halindeyken değiştirebilirsin. Ayrıca, eğer kıyıya yakınsan, donanmanın bir kısmını (yine denizde kamp halindeyken), partinin üzerine farenin sağ tuşuyla tıklayarak, en yakın karaya çıkma noktasını bulmaları üzere ayırabilirsin.
qstr_Ship_management|Gemi yönetimi
qstr_Severe_weather_has_d|Çetin hava {s1} ({s7}){.i} tahrip etti.
qstr_Severe_weather_has_de|Çetin hava {s1} ({s7}){.i} yıktı.
qstr_The_weather_changed_|Hava durumu değişti: 'Sakin'
qstr_The_weather_changed_t|Hava durumu değişti: 'Hafif Rüzgarlı'
qstr_The_weather_changed_to|Hava durumu değişti:'Orta Rüzgarlı'
qstr_The_weather_changed_to:|Hava durumu değişti: 'Kuvvetli Rüzgarlı'
qstr_The_weather_changed_to:_|Hava durumu değişti: 'Şiddetli Rüzgarlı'
qstr_The_weather_changed_to:__|Hava durumu değişti:'Fırtına'
qstr_The_weather_changed_to:__S|Hava durumu değişti: 'Şiddetli Fırtına'
qstr_Operation_of_slave_m|{s33} köle marketi girişiminiz ününüzü düşürdü.
qstr__Expenditure_siege__|(Expenditure siege) Kuşatmanın her gününde bir dizi masraf karşılaman gerekiyor. Örneğin, ödüller, kanalizasyon kazmak, ahırları temizlemek, yiyecek ve su getirmek, yemek yapmak ve birliği eğlendirmek için...
qstr_You_do_not_have_mone|Kuşatmanın temel giderlerini ödeyecek paran yok. Bu morali çok düşürüyor.
qstr__| 
qstr_fixing_banners;_plea|Sancaklar düzeltiliyor, lütfen sancağınızı baştan seçiniz
qstr_unable_to_restore_ba|{reg0} sancağı restore edilip {reg1}. birliğe verilemedi
qstr_Recruiting_warriors|Savaşçılar güçlendiriliyor
qstr_TEST:_{s1}_{reg7}_is|TEST: {s1} {reg7} şurada: {s2}
qstr_TEST:_{s1}_is_at_x:{|TEST: {s1} şurada:  x:{reg1} y:{reg2}
qstr_{s0}_rents_{reg0}_ta|{s0} kiraları {reg0} vergileri {reg1} serveti {reg2} refah seviyesi {reg3} yiyecek miktarı {reg5}
qstr_Average_town_prosper|Şehrin ortalama refahı yüzde {reg4}, yiyecek oranı yüzde {reg7} 
qstr_Average_castle_prosp|Kalenin ortalama refahı yüzde {reg4}, yiyecek oranı yüzde {reg7} 
qstr_{s0}_rents_{reg0}_tar|{s0} kiraları {reg0} vergileri {reg1} serveti {reg2} refah seviyesi {reg3}
qstr_Average_village_pros|Köy refah seviyesi {reg4}
qstr_Your_troops_feel_ref|Birliklerin gece dinlendikten sonra yenilenmiş hissediyor.
qstr_Your_men_need_rest_o|Adamlarının dinlenmeye ihtiyacı var yoksa moralleri dibi görecek.
qstr_Foragers|Avcılar
qstr_Scouts|İzciler
qstr_Morale|Moral
qstr_{reg65?my_Lady:my_Lo|{Hanımım/Beyim}
qstr_{reg65?My_Lady:My_Lo|{Hanımım/Beyim}
qstr_{reg65?madame:sir}|{Hanımım/Beyim}
qstr_{reg65?Madame:Sir}|{Hanımım/Beyim}
qstr_Welcome_landlubber._|Hoşgeldin denizci. Burada gemi inşaatçısıyım.
qstr_Welcome_{reg59?lady:|Hoşgeldiniz {Hanımım/Beyim} {playername}.
qstr_Welcome_{reg59?madam|Hoşgeldiniz {Hanımım/Beyim}.
qstr_Welcome.|Hoşgeldiniz.
qstr_Your_ship_is_in_a_ba|Gemin kötü durumda. Tersanemde onu tamir etmeyi düşünmelisin.
qstr_The_{s7}_is_the_most|{s7} bugüne kadar gördüğüm en ihtişamlı gemi. Onu limanımızda görmek büyük onur {Hanımım/Beyim}.
qstr_Your_ship_is_of_poor|Gemin düşük kalitede. Belki benim için daha iyi bir gemi almayı düşünebilirsin.
qstr_That_s_a_decent_ship|Burada sahip olduğun makul bir gemi.
qstr_Your_ship_the_{s7}_i|Gemin, {s7} harikulade. Dilersen çalışanlarım biraz vernik ve boya yapabilir.
qstr_The_{s7}_is_a_wonder|{s7} harika bir gemi. Onu limanımda görmekten çok memnunum.
qstr_{s2}_{s3}|{s2} {s3}
qstr_You_are_already_in_{|Zaten {s1}{.desin}.
qstr__and_your_troops| ve birliklerin
qstr_There_is_a_ship_that|Seni {s3} {s1} limanına {reg1} peninge götürecek bir gemi var.
qstr_I_changed_my_mind.|Fikrimi değiştirdim.
qstr_For_a_ship_of_this_s|Bu boyda bir gemi için yeterince kereste, katran ve yünüm yok bu yüzden bu ekstra malzemeleri senin getirmeni istiyorum. 
qstr___He_indicates_the_f|--Koluyla körfezin uzak tarafını gösterir.--
qstr_Now_you_must_join_th|Yakında Englaland için Ribe'den ayrılacak, Boğa Boyunlu Sven ve Harald Haraldsson tarafından yönetilen donanmaya katılmak zorundasın. Kaderin seni bir kez daha başka topraklara yönlendiriyor.
qstr___His_eyes_shine.__|--Gözleri parlar.--
qstr_The_port_master_of_R|Ribe limanı başkanı sana Sven'in sığınağının adresini verir: {s3}{.nin} kuzeydoğusu. Oraya git ve Woden Ric esirlerini kurtar.
qstr___He_approaches_you_|--Sen onun nefesindeki ucuz bira kokusunu alana kadar o sana yaklaşır.--
qstr___He_looks_with_a_pe|--Huysuz bir şekilde bakar.--
qstr_The_port_master_of_Ri|Ribe liman başkanı senden Eiru, Hibernia'da {s3} yakınlarında bir manastırda Gleann Da Loch'da bulunan  'The Cathach of Colum Cille,' adındaki kitabı istiyor.
qstr_The_port_master_from|Ribe limanı başkanı sana Sven'in sığınağının adresini verir: {s3}'in kuzeydoğusu. Oraya git ve Woden Ric esirlerini kurtar.
qstr___He_gives_you_a_str|--Sana garip bir şekilde bakıyor.--
qstr_The_port_master_of_{|{s4} limanı başkanı senden Eiru {s3}{.e} Hogni adında yerel bir tüccara bir paket kürk götürmeni istiyor.
qstr_The_port_master_from_|{s4} limanı başkanı sana Atli'nin mağarasının yerini söylüyor: {s3} yakınlarında. Oraya git ve Bodo'nun mektubunu al.
qstr_The_port_master_from_R|Ribe limanı başkanı sana Atli'nin mağarasının yerini söylüyor: {s3} yakınlarında. Oraya git ve Bodo'nun mektubunu al.
qstr_original_money_is_{r|Orjinal para {reg7}, yeni para {reg8} ve fark {reg9} kadar
qstr_Embark_on_your_boat_|Botuna çıkve donanmayı Douar-an-Enez'e yönlendirmek için donanmaya katıl.
qstr_Perhaps_there_is_a_l|Belki dünyanın sonu için hala biraz zaman vardır. (Sakin)
qstr_You_re_right!_The_co|Haklısın! Vikinglerin gelişi sona geldiğimizi gösteriyor! (Hüzünlü)
qstr_The_Bible_also_says_|İncil bir kralın tüm dünyayı birleştireceğini yazıyor. Ben o kralım. (Fevri)
qstr_A_change_in_the_worl|Dünyadaki bir değişiklik cesaretli kimseler için fırsat yaratır, hepsi bu. (İyimser)
qstr_I_appreciate_your_re|Güven veren sözlerinizi takdir ediyorum fakat korkarım dünyanın sonu geldi bile ve söyleyeceğimiz ya da yapacağımız hiçbir şey onu durduramaz. Tek yapabileceğimiz bekleyip, Tanrı'nın orduları gelene kadar savaşmak.
qstr_Exactly!_West_Seaxe_|Kesinlikle! Batı Seaxe inançlı insanların son kalesi fakat birliklerin tüm çabasına rağmen ayakta kalacak. Hepimiz öleceğiz! Beni yalnız bırakın, daha fazla konuşmak istemiyorum.
qstr_Your_self_confidence|Özgüvenin beni tahatlatıyor fakat kralın kötülerin ordusu tarafından yenileceğini söylemek zorundayım ve dünyayı yalnızca tanrının ordusunun gelişi kurtaracak. Ancak sen kral olursan ben senin için savaşmak ve ölmek benim için onurdur.
qstr_I_m_surprised_that_y|Birilerinin kötü şansından kendine yarar sağlayabilmen beni şaşırtıyor. Düşündüğümden daha acımasızmışsın.
qstr_You_need_to_rid_your|Kendini kibirden arındırmalısın. (Sakin)
qstr_I_am_always_willing_|Öğrenmeye hep hevesliyim. Teşekkürler Egil. (Hüzünlü)
qstr_I_think_it_s_clear_t|Sanırım kader benim için sana olduğundan daha iyimser. (Fevri)
qstr_Silence!_You_shall_n|Sessiz! Yetkime saygısızlık etmesen iyi olur! (İyimser)
qstr_Yes_I_pretended_to_b|Evet alçakgönüllüymüşüm gibi davranıyorum. Bu doğal olarak bana gelmiş bir şey fakat kibir bir lider için iyi. İhtiyacın olunca biraz kibirli olmayı öğrenmelisin -- sana tavsiyem -- ve adamların senin güvenini görmeli. Emirlerin keskin olmalı ve onlara uymayanlar cezalandırılmalı. Bir liderde değer verdiğim budur ve dinlediğin için mutluyum. Bu kadar konuşma yeter.
qstr_I_understand_someone|Anlıyorum, senin gibi birinde benim deneyim ve bilgim yok. Benden bir şeyler öğrenmeye çalışman önemli {playername}. İnsanların hayran olup saygı duyduğu benim gibi olmaya çalış. Ayrıca savaşa ilk girenin adamlarına örnek oluşturarak sen olmanı tavsiye ederim, ve kazandığın gümüşleri aç gözlülük yapmadan adamlarınla paylaş. Bunlar benim tüyolarım. Şimdi yapacak işlerim var.
qstr_Your_men_see_the_way|Adamların Egil'in sana davranış biçimine saygı duyuyor ve yetki kaybediyorsun.
qstr_And_people_say_that_|Ve insanlar benim kibirli olduğumu söyler! Ne diyebilirim ki? Hoşuma gitti. Bir liderde en çok değer verdiğim şeydir: özgüvenini gösterme ve karizması ile diğerlerini ikna etme yeteneği. Haklısın, sana öğretecek bir şeyim yok.
qstr_I_only_pretended_to_|Sadece tavsiye vermeye çalıştım fakat senin dinlemek istemediğin açık. Pekala, yetkini göstererek bir emir verdin fakat bu seni iyi bir lider yapmaz. Boyun eğip susacağım ve işlerime döneceğim.
qstr_I_am_just_a_poor_far|Ben fakir bir çiftçiyim, şuradaki çiftlik kahyası ile konuş.
qstr_I_just_work_the_fiel|Ben burada sadece çalışanım, şuradaki çiftlik kahyası ile konuş.
qstr_Stranger_go_talk_to_|Yabancı, burada çalışmak istersen şuradaki çiftlik kahyası ile konuş.
qstr__no_fiefs_|(no fiefs)
qstr__fiefs:_{s0}_|(fiefs: {s0})
qstr___The_child_looks_at|--Çocuk neşeli gözlerle sana bakıp gülüyor.--
qstr_My_mom_did_not_want_|Annem yabancılarla konuşmamı istemez. İyi günler {Hanımım/Beyim}
qstr_Running_is_fun!_I_ca|Koşmak eğlenceli! Ben senden daha hızlı koşabilirim! Görmek ister misin?
qstr_We_are_landless_poor|Toprağımız yok, zavallı ve fakiriz. Hayat bizi buna zorladı. Ani hareket etme ya da seni delip geçeriz.
qstr_Luckily_for_you_you_|Şanslısın, bugün iyi günümdeyim. Tüm paranı bize ver ve belki yaşamana izin veririm.
qstr_This_a_robbery_eh?_I|Bu bir soygundur? Aldığınız her şeyi geri bırakmanız için size bir şans veriyorum ya da adamlarım sizi öldürecek. Anladınız mı?
qstr_big|büyük
qstr_medium_sized|orta boy
qstr_small|küçük
qstr_don_t_|yapma 
qstr_Note_4:_{s9}_has_sen|Not 4: {s9} seni öldürmeleri için adam gönderdi. Sana nehir kenarında pusu kurdular ve saldırılarından kurtulmana rağmen gözüne uyku girmiyor.
qstr___A_large_group_of_S|--Büyük bir Sakson grubu yoluna çıktı. Liderleri öne çıkıyor ve elini kaldırıyor.--
qstr_we_have_made_very_li|şimdiye kadar çok az yol katettik
qstr_we_have_suceeded_in_|Biraz yer kazandık fakat hala gidecek çok yolumuz var. 
qstr_we_have_become_a_sig|önemli bir gücümüz ve hatta zafer şansımız var
qstr_we_are_winning_the_w|savaşı kazanıyoruz fakat düşmanlarımız hala direniyor.
qstr_we_are_on_the_verge_|Zaferin kıyısındayız. Kalan düşmanlar tehdit oluşturmuyor fakat yine de peşlerine düşmeliyiz.
qstr_{s21}_seem_happy._{s|{s21} mutlu ve tatmin olmuş görünüyor.
qstr___She_smiles.__|--Gülümser.--
qstr___He_mutters_somethi|--Görünmeyen biri ile konuşuyormuşcasına dilinin altında bir şeyler geveliyor.--
qstr___He_seems_very_nerv|--Çok gergin ve korkmuş görünüyor.--
qstr_Please_calm_down_I_m|Lütfen sakin olun, ben düşmanınız değilim. Derin bir nefes alın ve annem hakkında bilgi verin. (Sakin)
qstr_You_re_making_me_wor|Beni endişelendiriyorsun... hem de çok... Lütfen sakinleş ve bana annem hakkında bilgi ver. (Hüzünlü)
qstr_Relax_you_re_talking|Sakin ol, bir dostla konuşuyorsun ve seni inciten kişilerden koruyabilirim. (Fevri)
qstr_Calm_down_and_tell_m|Sakin ol ve bana annem hakkında bilgi ver! Aksi halde yemin ederim sorularımı cevaplayan cesedin olur. (İyimser)
qstr_Thank_you_for_being_|Anlayışlı olduğun için teşekkür ederim. Bugün zor bir gün geçirdik. Şimdi daha iyiyim. Dinle, söyleyecek önemli şeylerim var.
qstr_Please_please_do_not|Lütfen, lütfen endişelenmeyin! Sven endişeli iken canını sıkanların parmaklarını kesti. Bak, daha iyiyim ve sana önemli şeyler söyleyeceğim.
