str_yes|Sí.
str_multi_game_type_4|Asedio
str_multi_game_type_5|Duelo
str_multi_game_type_6|Batalla naval
str_multi_game_type_7|Campeón de Thor
str_multi_game_type_8|Invasión vikinga
str_multi_game_type_9|Batalla entre señores
str_multi_game_type_10|Incursión
str_multi_game_types_end|multi game types end
str_multi_game_type_desc_1|^¡Cada hombre por su cuenta!^^Ganar plata y gloria con cada muerte.^^
str_multi_game_type_desc_2|^Dos equipos; respawns sin fin.^^Ganar plata y un punto para tu facción con cada muerte.^
str_multi_game_type_desc_3|^Dos equipos; sin respawn.^^Aquí debes centrarte en mantenerte tú y tus compañeros con vida, al igual que en muertes individuales.
str_multi_game_type_desc_4|^Un equipo empienza encastillado, defendiendo su estandarte contra el reloj y el otro equipo. Los respawns se retardan para el defensor.^
str_multi_game_type_desc_5|^Encuentra otro jugador.^^Preséntate.^^Mata o muere.^
str_multi_game_type_desc_6|^¡Este es el modo de batalla, sólo a flote!^^^^
str_multi_game_type_desc_7|^¡Encontrar y matar al campeón para ganarse el favor de Thor!^^Sólo ganas puntos al matar a los Campeones de Thor, y por acabar con otros jugadores mientras se es el campeón.^^^
str_multi_game_type_desc_8|^¡Forma un equipo con otros jugadores y defendeos contra las hordas de enemigos!^^^
str_multi_game_type_desc_9|^Esta variante del Modo de Batalla permite al jugador comprar y dirigir ejércitos de bots.^^
str_multi_game_type_descs_end|^^^              Especiales^^- Estandarte: inspira a los compañeros cercanos 10%^^- Sacerdote: sana a los compañeros cercanos ^^- Cuerno (Botón de ataque): sana e inspira a sus compañeros de equipo, a una distancia^^- Berserk (tecla B): aumenta temporalmente las capacidades en combate cuerpo a cuerpo ^^- Mofa (RMB + tecla Q): muestra tu desprecio por el enemigo^^
str_poll_kick_player_s1_by_s0|{s0} inició una encuesta para echar al jugador {s1}.
str_poll_ban_player_s1_by_s0|{s0} inició una encuesta para banear al jugador {s1}.
str_poll_change_map_to_s1_by_s0|{s0} inició una encuesta para cambiar el mapa a {s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} inició una encuesta para cambiar el mapa a {s1}, y las facciones a {s2} y {s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} inició una encuesta para cambiar los recuentos de bots a {reg0} y {reg1}.
str_poll_kick_player|Encuesta para echar a jugador {s0}: 1 = Aceptar, 2 = Denegar
str_poll_ban_player|Encuesta para banear a jugador {s0}: 1 = Aceptar, 2 = Denegar
str_poll_change_map|Encuesta para cambiar el mapa a {s0}: 1 = Aceptar, 2 = Denegar
str_poll_change_map_with_faction|Encuesta para cambiar el mapa a {s0}, y facciones a {s1} contra {s2}: 1 = Aceptar, 2 = Denegar
str_poll_change_number_of_bots|Encuesta para cambiar el número de bots a {reg0} para {s0} y {reg1} para {s1}: 1 = Aceptar, 2 = Denegar
str_poll_time_left|({reg0} segundos restantes)
str_poll_result_yes|La encuesta es aceptada por mayoría.
str_poll_result_no|La encuesta es rechazada por mayoría.
str_total_item_cost_reg0|Coste total: {reg0}
str_server_name|Nombre del servidor:
str_game_password|Contraseña del juego:
str_map|Mapa:
str_game_type|Tipo de juego:
str_max_number_of_players|Número máximo de jugadores:
str_number_of_bots_in_team_reg1|Número de bots en equipo {reg1}:
str_team_reg1_faction|Facción de equipo {reg1}:
str_enable_valve_anti_cheat|Activar escudo contra trucos (Requiere una cuenta de Steam)
str_allow_friendly_fire|Permitir alcance del fuego amigo
str_allow_melee_friendly_fire|Permitir fuego amigo en cuerpo a cuerpo
str_friendly_fire_damage_self_ratio|Daño fuego amigo propio (%):
str_friendly_fire_damage_friend_ratio|Daño fuego amigo propio por amigo (%):
str_spectator_camera|Cámara de espectador:
str_control_block_direction|Dirección del bloqueo de control:
str_map_time_limit|Límite de tiempo en mapa (minutos):
str_round_time_limit|Límite de tiempo por turno (segundos):
str_players_take_control_of_a_bot_after_death|Cambiar a bot tras muerte:
str_team_points_limit|Límite de puntos del equipo:
str_point_gained_from_flags|Puntos de equipo ganados por estandartes (%): 
str_point_gained_from_capturing_flag|Puntos ganados por capturar estandartes:
str_respawn_period|Período de respawn (segundos):
str_add_to_official_game_servers_list|Agregar a la lista oficial de servidores del juego
str_combat_speed|Velocidad de combate:
str_combat_speed_0|Más lento
str_combat_speed_1|Lento
str_combat_speed_2|Medio
str_combat_speed_3|Rápido
str_combat_speed_4|Más rápido
str_off|Desconectado
str_on|Conectado
str_defender_spawn_count_limit|Recuento spawn del defensor:
str_unlimited|Sin límite
str_automatic|Automático
str_by_mouse_movement|Por el movimiento del ratón
str_free|Libre
str_stick_to_any_player|Bloquear a cualquier jugador
str_stick_to_team_members|Bloquear a los miembros del equipo
str_stick_to_team_members_view|Bloquear vista de los miembros del equipo
str_make_factions_voteable|Permitir encuestas para cambiar facciones
str_make_kick_voteable|Permitir encuestas para echar a jugadores
str_make_ban_voteable|Permitir encuestas para banear a jugadores
str_bots_upper_limit_for_votes|Límite de recuento de bots para encuestas:
str_make_maps_voteable|Permitir encuestas para cambiar los mapas
str_valid_vote_ratio|Umbral para aceptar encuesta (%):
str_auto_team_balance_limit|Umbral para equilibrio de equipo automático (diff.):
str_welcome_message|Mensaje de bienvenida:
str_initial_gold_multiplier|Plata de inicio (%):
str_battle_earnings_multiplier|Bonus plata en combate (%):
str_round_earnings_multiplier|Bonus plata en turno (%):
str_allow_player_banners|Permitir estandartes personales
str_force_default_armor|Forzar armadura mínima
str_respawning_in_reg0_seconds|Respawning en {reg0} segundos...
str_no_more_respawns_remained_this_round|No te quedan vidas en el turno
str_reg0_respawns_remained|({reg0} vidas restantes)
str_this_is_your_last_respawn|(Esta es tu última vida)
str_wait_next_round|(Espera al siguiente turno)
str_yes_wo_dot|Sí
str_no_wo_dot|No
str_we_resign|No nos quedan fuerzas para ofrecer batalla. Nos rendimos, {playername}.
str_i_resign|No deseo morir hoy. Me rindo.
str_s1_returned_flag|¡{s1} ha devuelto su estandarte a su base!
str_s1_auto_returned_flag|¡Estandarte de {s1} devuelto de forma automática a su base!
str_s1_captured_flag|¡{s1} ha capturado el estandarte enemigo!
str_s1_taken_flag|¡{s1} ha tomado el estandarte enemigo!
str_s1_neutralized_flag_reg0|{s1} ha neutralizado el estandarte de {reg0}.
str_s1_captured_flag_reg0|¡{s1} ha capturado el estandarte de {reg0}!
str_s1_pulling_flag_reg0|{s1} ha empezado a tirar el estandarte de {reg0}.
str_s1_destroyed_target_0|¡{s1} destruyó objetivo A!
str_s1_destroyed_target_1|¡{s1} destruyó objetivo B!
str_s1_destroyed_catapult|¡{s1} destruyó la catapulta!
str_s1_destroyed_trebuchet|¡{s1} destruyó el trabuquete!
str_s1_destroyed_all_targets|¡{s1} destruyó todos los objetivos!
str_s1_saved_1_target|{s1} salvó un objetivo.
str_s1_saved_2_targets|{s1} salvó todos los objetivos.
str_s1_defended_castle|¡{s1} defendió su castillo!
str_s1_captured_castle|¡{s1} capturó el castillo!
str_auto_team_balance_in_20_seconds|Auto-balance se realizará en 20 segundos.
str_auto_team_balance_next_round|Auto-balance se realizará en el siguiente turno.
str_auto_team_balance_done|Los equipos han pasado el auto-balance.
str_s1_won_round|¡El equipo {s1} ha ganado el turno!
str_round_draw| Se acabó el tiempo. Empate en el turno.
str_round_draw_no_one_remained|Nadie con vida. Empate en el turno.
str_death_mode_started|¡Date prisa! ¡Conviértete en el dueño del campo!
str_reset_to_default|Restablecer valores predeterminados
str_player_name|Nombre del jugador
str_kills|Víctimas
str_deaths|Muertes
str_ping|Ping
str_dead|Muerto
str_reg0_dead|{reg0} Muerto
str_bots_reg0_agents|Bots ({reg0} agentes)
str_bot_1_agent|Bot (1 agent)
str_score_reg0|Puntuación: {reg0}
str_flags_reg0|(Estandartes: {reg0})
str_reg0_players|({reg0} jugadores)
str_reg0_player|({reg0} jugador)
str_open_gate|Abrir portón
str_close_gate|Cerrar portón
str_open_door|Abrir puerta
str_close_door|Cerrar puerta
str_raise_ladder|Alzar escalera
str_drop_ladder|Bajar escalera
str_cancel|Cancelar
str_continue|Continuar
str_done|Hecho
str_back|Volver
str_start_map|Inicio mapa
str_choose_an_option|Elegir una opción:
str_choose_a_poll_type|Elegir tipo de encuesta:
str_choose_faction|Elegir facción
str_choose_a_faction|Elegir facción:
str_choose_troop|Elegir tropa
str_choose_a_troop|Elegir tipo de tropa:
str_choose_items|Elegir equipo
str_options|Opciones
str_redefine_keys|Redefinir teclas
str_submit_a_poll|Enviar una encuesta
str_administrator_panel|Panel de administrador
str_kick_player|Echar a jugador
str_ban_player|Banear a jugador
str_mute_player|Silenciar a jugador
str_unmute_player|Desilenciar a jugador
str_quit|Salir
str_poll_for_changing_the_map|Cambiar el mapa
str_poll_for_changing_the_map_and_factions|Cambiar mapa y facciones
str_poll_for_changing_number_of_bots|Cambiar número de bots en equipos
str_poll_for_kicking_a_player|Echar a un jugador
str_poll_for_banning_a_player|Banear a un jugador
str_choose_a_player|Elegir un jugador:
str_choose_a_map|Elegir un mapa:
str_choose_a_faction_for_team_reg0|Elegir una facción para el equipo {reg0}:
str_choose_number_of_bots_for_team_reg0|Elegir número de bots para el equipo {reg0}:
str_spectator|Espectador
str_spectators|Espectadores
str_score|Puntuación
str_command|Orden:
str_profile_banner_selection_text|Elegir un estandarte para tu perfil:
str_use_default_banner|Usar el estandarte de una facción
str_party_morale_is_low|¡La moral de algunas tropas está baja!
str_weekly_report|Informe
str_has_deserted_the_party|ha desertado de la hueste.
str_have_deserted_the_party|ha desertado de la hueste.
str_space| 
str_us_|Nosotros 
str_allies_|Aliados
str_enemies_|Enemigos
str_routed|Huidos
str_weekly_budget|Balance semanal
str_income_from_s0|Ingreso de {s0}:
str_mercenary_payment_from_s0|Paga de mercenarios del {s0}:
str_s0s_party|Hueste de {s0}
str_loss_due_to_tax_inefficiency|Pérdida por la ineficacia de impuestos:
str_wages_for_s0|Salarios de {s0}:
str_earlier_debts|Deudas anteriores:
str_net_change|Cambio neto:
str_earlier_wealth|Patrimonio anterior:
str_new_wealth|Patrimonio nuevo:
str_new_debts|Nuevas deudas:
str_team_reg0_bot_count_is_reg1|En equipo {reg0} el recuento de bots es {reg1}.
str_maximum_seconds_for_round_is_reg0|Segundos máximos por ronda es {reg0}.
str_respawn_period_is_reg0_seconds|Período de respawn es de {reg0} segundos.
str_bots_upper_limit_for_votes_is_reg0|Límite superior de bots por votos {reg0}.
str_map_is_voteable|El mapa se puede votar.
str_map_is_not_voteable|El mapa no se puede votar.
str_factions_are_voteable|Las facciones se pueden votar.
str_factions_are_not_voteable|Las facciones no se pueden votar.
str_players_respawn_as_bot|Jugadores respawn como bot.
str_players_do_not_respawn_as_bot|Jugadores no respawn como bot.
str_kicking_a_player_is_voteable|Echar a un jugador se puede votar.
str_kicking_a_player_is_not_voteable|Echar a un jugador no se puede votar.
str_banning_a_player_is_voteable|Banear a un jugador se puede votar.
str_banning_a_player_is_not_voteable|Banear a un jugador no se puede votar.
str_player_banners_are_allowed|Estandartes de jugador permitidos.
str_player_banners_are_not_allowed|Estandartes de jugador no permitidos.
str_default_armor_is_forced|Armadura por defecto es forzada.
str_default_armor_is_not_forced|Armadura por defecto no es forzada.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Porcentaje de votos a favor necesarios para que una encuesta sea aceptada es {reg0}%.
str_auto_team_balance_threshold_is_reg0|Umbral de auto balance de equipo es {reg0}.
str_starting_gold_ratio_is_reg0|Proporción de plata de inicio es {reg0}%.
str_combat_gold_bonus_ratio_is_reg0|Proporción de bonus de plata en combate es {reg0}%.
str_round_gold_bonus_ratio_is_reg0|Proporción de bonus de plata en turno es {reg0}%.
str_point_gained_from_flags_is_reg0|Puntos de equipo ganados por estandartes es {reg0}%.
str_point_gained_from_capturing_flag_is_reg0|Puntos ganados por captura de banderas es {reg0}%.
str_map_time_limit_is_reg0|Límite de tiempo de mapa es {reg0} minutos.
str_team_points_limit_is_reg0|Límite de puntos del equipo es {reg0}.
str_defender_spawn_count_limit_is_s1|Recuento de spawn del defensor es {s1}.
str_system_error|¡ERROR DE SISTEMA!
str_prisoner_granted_parole|Prisionero concedida libertad
str_prisoner_not_offered_parole|Prisonero ofrecida libertad
str__age_reg1|^Edad: {reg1}
str__family_|^Familia: 
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_s49_s12_s11_rel_reg0|{s49} {s12} ({s11}, rel: {reg0}),
str_s49_s12_s11|{s49} {s12} ({s11}),
str_lord_info_string|{reg6?:{reg4?{s54} es el soberando de {s56}.^:{s54} es un vasallo de {s55} de {s56}.^}}Renombre: {reg5}. Controversia: {reg15}.^{reg9?{reg3?Ella:Él} es {reg3?la señora:el señor} de {s58}.:{reg3?Ella:Él} no tiene feudos.}{s59}^{s49}^Relación: {reg0}
str_foreign_relations__|Relaciones exteriores: ^
str_s21__the_s5_is_at_war_with_the_s14|{s21}^* El {s5} está en guerra con el {s14}.
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21} El {s5} ha obtenido ventaja en los combates.
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21} El {s5} se ha llevado la peor parte en los combates.
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21} La lucha se ha prolongado durante algún tiempo, y la guerra puede terminar pronto con una tregua.
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} La lucha ha comenzado hace relativamente poco, y la guerra puede continuar por algún tiempo.
str__however_the_truce_is_no_longer_binding_on_the_s14|Sin embargo, la tregua ya no es vinculante para el {s14}
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^^* Obligado por la tregua a no atacar el {s14}.{s18} La alianza finalizará en {reg1} días.
