qstr_Breaking_camp...|Levantando el campamento...
qstr_{s40}._His_love_inte|{s40}. Su interés en materia de amor es {s39}.
qstr_His_love_interests_a|Su intereses en materia de amor es {s37}.
qstr_{s40}._His_love_inter|{s40}. Su interés en materia de amor es {s37}.
qstr_His_love_interest_is|Su interés en materia de amor es {s37}.
qstr_{s1}^{s4}^Kingdom:_{|{s1}^{s4}^Reino: {s3}^Relación: {reg4}^Poblaciones: {reg5}^{s5}^{s47}
qstr_This_lord_is_a_prison|Este señor es prisionero de {s10}
qstr_Army_size:_{reg26}|Tamaño hueste: {reg26}
qstr_{s40}._His_love_intere|{s40}. Su interés en materia de amor es {s39}.
qstr_{s40}._He_is_betroth|{s40}. Él se comprometió con {s39}.
qstr_{s1}^^{s4}^Kingdom:_|{s1}^^{s4}^Reino: {s3}^Relación: {reg4}^Poblaciones: {reg5}^{s5}^{s47}
qstr_{s1}^^{s2}_of_the_{s|{s1}^^{s2} of the {s3}^Relación {reg3}^Última visita hace {reg4} días
qstr_{reg2}_warriors_acco|{reg2} guerreros acompañan al rey.
qstr_{s2}^^{reg2}_warrior|{s2}^^{reg2} guerreros sirven a varios señores del reino.
qstr_{s2}^^{reg2}_warriors|{s2}^^{reg2} guerreros en la guarnición de nuestros pueblos.
qstr_{s2}^^{reg2}_warriors_|{s2}^^{reg2} guerreros en la guarnición de nuestros fuertes.
qstr_Kingdom_Armies_Repor|Informe de ejércitos del reino:^Levas locales no incluidas^^^{s2}
qstr_{s10}Current_fleet:{|{s10}Flota actual:{s0}^^
qstr_{s10}Refuge:{s0}^^|{s10}Refugio:{s0}^^
qstr_{s10}Port_of_{s9}:{s|{s10}Puerto de {s9}:{s0}^^
qstr_{s10}Landed_ships_ne|{s10}Barcos fondeados cerca de {s9}:{s0}^^
qstr_You_don_t_own_any_sh|No posees ningún barco.
qstr_Your_ships_with_ship|Tus naves con tipos de barco, nombre, condición actual y el tipo de madera: ^^{s10}
qstr_Rents_and_taxes_from|Rentas e impuestos procedentes de las posesiones del rey: {reg0} peniques.
qstr_{s2}^Taxes_from_king|{s2}^Impuestos de señores del reino: {reg0} peniques.
qstr_{s2}^^Kingdom_Total_|{s2}^^Ingresos totales del reino: {reg0} peniques.
qstr_Payroll_for_the_{reg|Sueldos del ejército {reg59?de la reina:del rey}: {reg1} peniques.
qstr_{s3}^Payroll_for_gar|{s3}^Sueldos de las guarniciones: {reg1} peniques.
qstr_{s3}^^Kingdom_Total_|{s3}^^Gastos totales del reino: {reg1} peniques.
qstr_Kingdom_Economy_Repo|Informe económico del reino:^^INGRESOS:^Las pérdidas fiscales son variables^^{s2}^^^^GASTOS:^Estos valores podrían variar debido a hechos o gastos extraordinarios.^^{s3}^^^^El resultado de las cuentas del reino es: {reg0} peniques
qstr_{s4}^^{s2}^Relation:|{s4}^^{s2}^Relación: {s3}^Prosperidad: {s50}^Rentas: {reg0}^Tarifas: {reg1}
qstr_{s5}^^{s2}^Relation:|{s5}^^{s2}^Relación: {s3}^Prosperidad: {s50}^Rentas: {reg0}
qstr_{s2}^No_information.|{s2}^Sin información. Esta aldea está ocupada por bandidos.
qstr_{s6}^^{s2}|{s6}^^{s2}
qstr_{s6}^^{s2}^Relation:|{s6}^^{s2}^Relación: {s3}^Prosperidad: {s50}^Rentas: {reg0}
qstr_Kingdom_Centers_Repo|Informe de poblaciones del reino:^^^--Ciudades-- {s4}^^^^--Fuertes-- {s5}^^^^--Aldeas--{s6}^^
qstr_Appoint_next_marshal|Nombrar próximo dux
qstr_Award_{s12}_as_fief|Conceder {s12} como feudo
qstr_Kingdom_Global_Info:|Info global del reino:^^{s10}^^{s9}
qstr_From_this_area_you_c|Desde esta zona puedes dar las siguientes órdenes reales:
qstr_>_Order_the_army_to_|> Ordenar que se reúna el ejército.^^> Ordenar que todos los recursos se dediquen a la defensa del reino.^^> Ordenar que se llamen a las levas del reino. Esto se hace sólo en situaciones de peligro común o en campañas de relevancia, pues las levas requieren a todos los hombres libres capaces de empuñar un arma.
qstr_>_Kingdom_Strategy|> Estrategia del reino
qstr_You_have_given_the_o|Has dado la orden de que todos los ejércitos privados de los señores de tu reino acudan a ti.
qstr_You_have_given_the_or|Has dado la orden de hacer todo lo posible para defender el reino.
qstr_The_landed_levy_of_t|Las levas de todo el reino han sido convocadas. Prácticamente todo hombre capaz de empuñar un arma se unirá a ti.
qstr_^^^^^^^^{s2}^^{s3}|^^^^^^^^{s2}^^{s3}
qstr_My_name_is_Beda_the_O|Me llaman Beda el Viejo, y esta es la historia de los tiempos que viví...
qstr_They_weren_t_good_ti|No fueron buenos tiempos. En el año de Nuestro Señor 861, mi señor, el obispo Swithunus, murió. Antes de fallecer me dijo que el fin de los tiempos estaba próximo.^^En el año 865 un ejército pagano atacó Cent. Los habitantes de Cent consiguieron rechazarlos, pero a pesar de haber prometido la paz, los invasores no dudaron en saquear aquellas tierras, ávidos de riqueza.^^Ese mismo año, en East Engle, un gran ejército pagano acampó para el invierno. Al verano siguiente, el Rey Eadmund, ansioso por verles desaparecer, les dio caballos. Esta no era una simple hueste interesada en el saqueo, pues llegó a ser conocida como El Gran Ejército Pagano. Miles de hombres, liderados por los hijos de Ragnar, habían llegado para quedarse.^^En 867, el fin de los tiempos dio comienzo, tal como y había predicho Swithunus. El Gran Ejército Pagano de los daneses cruzo el río Humbre hacia Eoferwic. Capturaron la ciudad y masacraron a muchos northumbrios. Ambos reyes, Osbert y Aella, fueron ajusticiados. Así que, ahora, los daneses dominan el norte e imponen sus leyes y ritos paganos... ¿Dónde está Dios cuando le necesitas?^^En el sur, la costa de Friese estaba siendo devastada por los vikingos. Barcos mercantes huían al norte, buscando la protección de West Seaxe.^^En Hibernia y Gales, los paganos se hacían más fuertes cada día. Muchos decían que Dal Riata y la tierra de los pictos pronto desaparecerían como tales...
qstr_BEDA_CHRONICLE^^{s2}^|CRÓNICA DE BEDA^^{s2}^^{s3}
qstr_The_news_coming_from|Las noticias que llegaban del norte eran inquietantes. Los hijos de Ragnar llamaban a sus hombres para avanzar sobre Mercia. Era un gran ejército y, aun así, se esperaba que recibiesen refuerzos de Danmark. Que Dios nos asista.
qstr_Some_merchants_repor|Algunos de los comerciantes nos informan de que Sigurd Serpiente en el Ojo se aproxima con cientos de embarcaciones abarrotadas de guerreros. He oído decir a alguno de los consejeros del rey en Witan Ceaster que los daneses quieren destruir todos los reinos de Englaland.^^La única buena noticia viene de un mensajero que nos ha informado de que algunos daneses, enviados por el jarl Sigurd, el hijo de Ragnar en Danmark, para que atacasen Friese, fueron derrotados en Doccinga.^^Fue la primera vez que escuche el nombre de {playername}, pues fue él quien dirigió la defensa de Doccinga.^^En aquel entonces yo no sabía que se convertiría en una persona clave en mi vida.
qstr_There_was_a_man_call|Hubo un hombre llamado Egbert, o quizá debería decir un Rey, Egbert Cyning, pues era Rey de Northhymbre. Pero no era más que un rey títere, elegido por los vikingos porque era débil y fácil de controlar. ¿Era ese también el destino que nos aguardaba?
qstr_In_Anno_Domini_868_t|En Anno Domini 868, los vikingos tomaron Snotingaham. Había miedo, mucho miedo, pero West Seaxe y Mierce unieron sus fuerzas. Aelfred de West Seaxe, hermano del rey, estaba casado con Ealswith, la hija de Aethelred Mucel, señor de los Gaini y de Eadburh, descendiente de los reyes de Mierce. Ambos reinos llamaron a sus milicias a la guerra.^^West Seaxe marchó contra Snotingaham desde el sur y Mierce se unió a ellos. ¿Serían capaces de detener juntos el avance de los hijos de Ragnar?^^Yo no lo sabía, pero mi vida estaba a punto de cambiar.
qstr_I_still_dream_of_Dou|Aún sueño con Douar-an-Enez cuando cierro los ojos. Ningún hombre de Dios debería tener tales sueños. Era como si el maligno hubiera escapado de su prisión y hubiera conquistado el mundo.
qstr_I_remember_sailing_i|Recuerdo navegar hacia la batalla y vomitar varias veces. Mis manos temblaban y un doloroso escalofrío me recorría el espinazo. Yo no era un guerrero, pero mi destino corría parejo al de {playername} y sus hombres. En caso de resultar derrotados, moriríamos con el resto. Por fortuna, y por algún divino milagro, sobreviví. Muchos no lo lograron, como tampoco Bodo, con quien, según tengo entendido, {playername} había compartido muchos momentos desde que se conocieron en una nave llamada Woden Ric. Supuse que la de Bodo sería una dura pérdida para {reg59?ella:él}, pero su rostro parecía imperturbable y nadie se atrevía a preguntar cómo se sentía.^^Después de las dos batallas de Douar-an-Enez, nos quedamos algunas semanas en lo que quedaba del poblado, curando a los heridos, enterrando a los muertos y recuperándonos. Creo que ese fue el momento en el que mi labor fue más necesaria. Muchos venían a mí buscando consuelo y agradecían las palabras que le dedicaba a los caídos.^^Luego navegamos de vuelta a Englaland. No lo sabíamos, pero allí todo había cambiado...
qstr_Maybe_part_of_him_is|Puede que algo de él quedó en la criatura que tuvo con Thora, hija de Ulf de Danmark. El chiquillo se llama como su padre, crece sano y fuerte y parece destinado a ser un hombre poderoso.
qstr_My_name_is_Beda_and_|Me llamo Beda, y este libro comenzó siendo una crónica de un tiempo oscuro, pero no fueron tiempos tan malos, gracias a la sombra de un héroe.
qstr_I_was_there_when_the|Yo estuve allí cuando los ejércitos de los sajones y daneses lucharon en Aescendun. Yo estuve allí cuando {playername} cambió el curso de la historia. Pero incluso esto y lo que vino después palidece en comparación a cuando el mundo perdió a su héroe. Lo recuerdo como si fuera ayer, cuando entramos en el salón y vimos como Sven Cuello de Toro acabó con la madre de {playername}. Recuerdo cómo su mirada se convirtió en hielo. No vi en sus ojos ira, ni miedo, ni llanto; sólo frialdad. Os aseguro que Sven Cuello de Toro palideció, pues sabía que su muerte era inevitable. Luchamos en la sala y en efecto Sven murió, pero eso no cambió la severidad del rostro de {playername}. Ni entonces ni después, durante el funeral de su madre, venerada como una reina, a la que enterró con ricos ajuares en una hermosa nave de guerra.^^Después de aquel día, perdimos a {reg59?nuestra heroína:nuestro héroe}. Se despidió de nosotros, que le habíamos seguido de batalla en batalla, y nos dijo que iba a abandonarnos, sin precisar su destino.^^{reg59?Ella:Él} nos dejó, me temo, para no volver jamás. Espero estar equivocado, pues este despiadado mundo aún necesita de sus hazañas.
qstr_BEDA_CHRONICLE^^{s2}^^|CRÓNICA DE BEDA^^{s2}^^{s3}^^{s16}
qstr_Little_news_has_reac|Pocas noticias me han llegado sobre el joven Caio. Sé a ciencia cierta que nunca regresó al Muro de Adriano, ni siquiera para visitar a su familia. Lo último que supe de él es que se alistó en una expedición danesa hacia Konstantinoupolis.
qstr_^^Egil_returned_to_R|^^Egil regresó a Ribe, su hogar, enriquecido con el botín de su aventura. Se gastó todo el dinero en mujeres y cerveza, antes de acabar con el cráneo hendido en un duelo.
qstr_^^Brunhild_married_a|^^Brunhild se casó con un danés, a pesar de haberles odiado siempre, y se instaló cerca de Jorvik. Un mercader me dijo que ahora es una feliz madre con tres hijos.
qstr_^^The_fate_of_Donnac|^^El destino de Donnachdh fue oscuro. Regresó a Alban, donde reclutó a una partida de escotos para saquear a los mercaderes noruegos del mar de Hibernia. Los noruegos de Dubh Linn pusieron precio a su cabeza, le dieron caza hasta que lograron matarlo en una batalla épica que los bardos aún cantar en la corte de Alban.
qstr_^^Morgant_returned_t|^^Morgant regresó a Cornubia y trató de unir a los clanes para intentar recuperar el territorio del antiguo reino de Dunmonia, pero no tuvo éxito. Muchos abandonaron su patria sin más para irse al otro lado del canal, al no lograr superar sus continuas rivalidades. Al final, se dio por vencido y se retiró al monasterio de Petrockstow, donde al parecer tomó los hábitos.
qstr_^^Dwywei_was_one_of_|^^Dwywei fue uno de los pocos que no se dio por vencido tras la marcha de {playername}, y sé que fue en su busca. Le amaba, a pesar de todo lo que sucedió, y parecía dispuesta a vagar por el mundo hasta hallarle. Ignoro si tuvo éxito o si aún sigue viva.
qstr_^^Dwywei_despite_all|^^Dwywei, a pesar de todo lo sucedido, nunca aceptó la marcha de {playername}. Oí que partió en su busca.
qstr_^^Reginhard_returned|^^Reginhard regresó a Dorestad, donde desposó a Adda, la tendera, y tuvieron un hijo llamado Thiaderd. Fue un matrimonio feliz, aunque no duró demasiado. Lo último que sé de él es que, atormentado por su doble traición, primero a Thiaderd y luego a {playername}, volvió a caer en el vicio.
qstr_^^About_Clovis_he_re|^^Respecto a Clovis, regresó a Frankia, donde se buscó unas tierras y una mujer. Aunque parece que desea olvidar el pasado y no recibe a mis mensajeros.
qstr_^^The_beautiful_and_|^^La bella e indomable Solveig decidió proseguir por su cuenta con la venganza de {playername} hacia la familia de Sven Cuello de Toro. Regresó a Dinamarca, donde se dedicó a cazar y matar a los hermanos de Sven, junto a sus familias. Un Thing la condenó a muerte, por lo que ahora se esconde en algún lugar, entre bandidos y proscritos.
qstr_^^The_loeknir_the_ph|^^El loeknir, el médico Asbjorn regresó a Odinsve, a la casa de sus padres, cansado de la guerra. Puso sus conocimientos al servicio de la gente, para sanarles a cambio de un puñado de peniques, e incluso gratis si alguien se lo pedía. Su fama se extiende por todo el norte, y la gente lo venera como a un santo.
qstr_^^Helgi_was_very_fon|^^Helgi adoraba a {playername}, a pesar de lo ocurrido, y cuando se fue quedó sumido en una honda depresión. Lo último que sé de él es que regresó al este y se convirtió en rus, con la esperanza de lavar con sangre su amargura.
qstr_^^Helgi_became_depre|^^Helgi se sintió deprimido después de la marcha de {playername}. Sin un rumblo claro, marchó hacia el este y se convirtió en rus, para buscar su destino en la guerra.
qstr_^^The_Greek_Agathino|^^El griego, Agathinos, permaneció en el norte, cerca de Lundenwic. Allí consiguió un trabajo para reconstruir la antigua infraestructura romana. A veces me llegan cartas de él. No sé por qué, pues nunca fuimos amigos, mas parece gustarle mantener las relaciones del pasado, aunque debo de ser el único lazo que le queda con él.
