str_no_string|NO STRING!
str_courtship_comment_adventurous_generic|충분히 괜찮아 보입니다.
str_courtship_comment_otherworldly_generic|은 아주 정중하고 세심합니다.
str_courtship_comment_ambitious_generic|lacks drive 하지만 아마도 곧 해결될 것입니다.
str_courtship_comment_moralist_generic|좋은 성격을 가진 사람으로 보입니다.
str_feast_description|부족합니다
str_feast_description_2|약간 부족합니다
str_feast_description_3|간신히 적당합니다
str_feast_description_4|충분합니다
str_feast_description_5|풍부합니다
str_feast_description_6|넘쳐납니다
str_feast_lengthy_description_1|당신이 손님들과 그들의 하인들을 위해 준비한 음식의 양이 부족하여, 그들로 하여금 자신들의 음식을 주변 마을에서 터무니 없는 가격에 구하게 만들었습니다. 당신이 연회 주최자로써 격이 안맞는다는 의견이 대부분이며, 당신에 대한 그들의 신용도가 절감됩니다.
str_feast_lengthy_description_2|당신이 준비한 음식과 음료는 결국 다 소진되었고, 손님들 중 일부는 자신의 음식을 주변 상인으로부터 구하거나 , 또는 얼마간의 하인들을 미리 집으로 돌려보내게 만들었습니다. 형편없는 준비로 부족한 것이 쩨쩨한것 보다 더 관대하다고 생각되겠지만. 그러나 어느쪽이든 당신의 명성에는 나쁘게 작용됩니다.
str_feast_lengthy_description_3|당신이 준비한 음식과 음료의 양이 귀빈들에게는 충분했으나, 그들의 하인들에게는 부족합니다. 적어도 귀족으로서의 사회의 의무는 파악하고있다는 소리를 듣습니다.
str_feast_lengthy_description_4|당신은 충분한 음식과 음료를 준비했고, 그리고 다양한 요구의 충족은 당신에 대한 신용을 쌓았습니다. 음식과 음료, 그리고 흥겨움이 손님들의 입을 트이게 하여, 그들에게 왕국의 문제에 관해 솔직한 대화를 할 수 있게 했으며, 그로인해 당신에 대한 신뢰가 깊어 졌습니다.
str_feast_lengthy_description_5|당신이 준비한 음식과 음료의 양이 귀빈들과 그들의 하인들에게 충분한것은 물론, 남은 음식들은 가난한 이들에게 나누어 줄정도로 많았습니다. 손님들은 당신의 관대함과 귀족 계층으로서의 의무를 알고있음에 대하여 아낌없는 칭찬을 합니다. 음식과 음료, 흥겨움이 대화의 흥을 돋우었고, 참석한 사람들 사이의 연대가 강화되었습니다.
str_feast_lengthy_description_6|왕국은 한달간 지속된 당신의 관대한 식탁을 말할 것이며, 그리고 그것은 사람들이 열망하는 연회의 표준이 될것입니다. 당신은 당신의 손님들과 그들의 하인들뿐 아니라, 연회장 문에 서성이던 이들의 배도 불리었습니다.. 
str_kingdom_1_adjective|조선계
str_kingdom_2_adjective|로마-그리스계
str_kingdom_3_adjective|로마-그리스계
str_kingdom_4_adjective|아랍계
str_kingdom_5_adjective|로마-그리스계
str_kingdom_6_adjective|유럽계
str_kingdom_7_adjective|유럽계
str_kingdom_8_adjective|유럽계
str_kingdom_9_adjective|아랍계
str_kingdom_10_adjective|유럽계
str_kingdom_11_adjective|유럽계
str_kingdom_12_adjective|유럽계
str_kingdom_13_adjective|아랍계
str_kingdom_14_adjective|아랍계
str_kingdom_15_adjective|유럽계
str_kingdom_16_adjective|유럽계
str_kingdom_17_adjective|중국-몽골계
str_kingdom_18_adjective|유럽계
str_kingdom_19_adjective|중국-몽골계
str_kingdom_20_adjective|일본계
str_kingdom_21_adjective|유럽계
str_kingdom_22_adjective|유럽계
str_kingdom_23_adjective|유럽계
str_kingdom_24_adjective|유럽계
str_kingdom_25_adjective|유럽계
str_kingdom_26_adjective|유럽계
str_kingdom_27_adjective|중국-몽골계
str_kingdom_28_adjective|중국-몽골계
str_kingdom_29_adjective|중국-몽골계
str_kingdom_30_adjective|중국-몽골계
str_kingdom_31_adjective|중국-몽골계
str_kingdom_1_names|조선
str_kingdom_2_names|그리스
str_kingdom_3_names|카르타고
str_kingdom_4_names|고르 왕조
str_kingdom_5_names|로마
str_kingdom_6_names|누미디아
str_kingdom_7_names|노브고로드
str_kingdom_8_names|프랑스
str_kingdom_9_names|페르시아
str_kingdom_10_names|덴마크
str_kingdom_11_names|게르만
str_kingdom_12_names|스웨덴
str_kingdom_13_names|아이유브 왕조
str_kingdom_14_names|호라즘 샤 왕조
str_kingdom_15_names|폴란드
str_kingdom_16_names|튜턴기사단
str_kingdom_17_names|촉
str_kingdom_18_names|영국
str_kingdom_19_names|오
str_kingdom_20_names|왜
str_kingdom_21_names|아라곤
str_kingdom_22_names|노르웨이
str_kingdom_23_names|카스틸라
str_kingdom_24_names|헝가리
str_kingdom_25_names|포르투갈
str_kingdom_26_names|콘스탄티노플 라틴 제국
str_kingdom_27_names|크메르
str_kingdom_28_names|위
str_kingdom_29_names|여진
str_kingdom_30_names|몽골
str_kingdom_31_names|서하
str_credits_1|Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment
str_credits_2|Game design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer
str_credits_3|Programming:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|CG Artists:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Concept Artist:^Ganbat Badamkhand
str_credits_6|Writing:^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Original Music:^Jesse Hopkins
str_credits_8|Voice Talent:^Tassilo Egloffstein
str_credits_9|This game has been supported by The Scientific and Technological Research Council of Turkey.^^Tutorial written by:^Steve Negus^Armagan Yavuz^Edward Spoerl^^Horse Motion Capture Animation Supplied by:^Richard Widgery & Kinetic Impulse^^Physics:^Havok^^Sound and Music Program Library:^FMODex Sound System by Firelight Technologies^^Skybox Textures:^Jay Weston^^Chinese Translation:^Hetairoi; Gaodatailang; silentjealousy; Ginn; fallout13; James; D.Kaede; Kan2; alixyang; muyiboy^^TaleWorlds Director of Communications:^Ali Erkin^^TaleWorlds Forum Programming:^Brett Flannigan ^^^TaleWorlds.com Forum Administrators and Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Mount&Blade Community Suggestions and Feedback:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Special Thanks to Toby Lee for his ideas and in depth feedback on the combat system.^...and many many other wonderful Mount&Blade players!^^(This is only a small sample of all the players who have contributed to the game by providing suggestions and feedback.^This list has been compiled by sampling only a few threads in the Taleworlds Forums.^Unfortunately compiling an exhaustive list is almost impossible.^We apologize sincerely if you contributed your suggestions and feedback but were not listed here, and please know that we are grateful to you all the same...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing: Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia)
str_multi_scene_1|폐허
str_multi_scene_2|마을
str_multi_scene_3|성 1
str_multi_scene_4|폐허가 된 요새
str_multi_scene_5|신 5
str_multi_scene_6|신 6
str_multi_scene_7|강 있는 지형
str_multi_scene_8|성 2
str_multi_scene_9|눈 덮힌 마을
str_multi_scene_10|성 3
str_multi_scene_11|노드 도시
str_multi_scene_16|항구 요새
str_multi_scene_17|브런우드 성
str_multi_scene_18|얼음 위에서 전투
str_multi_scene_19|마다르 성
str_multi_scene_20|제이윌드 성
str_multi_scene_21|투기장
str_multi_scene_22|숲의 은거지
str_multi_scene_23|Canyon
str_multi_scene_24|Desert Town
str_multi_scene_12|임의의 평야 (중간)
str_multi_scene_13|임의의 평야 (큰)
str_multi_scene_14|임의의 초원 (중간)
str_multi_scene_15|임의의 초원 (큰)
str_coop_random_lrg_plain|Plains
str_coop_random_lrg_steppe|Steppe
str_coop_random_lrg_snow|Snow
str_coop_random_lrg_desert|Desert
str_coop_random_lrg_steppe_forest|Steppe Forest
str_coop_random_lrg_plain_forest|Plains Forest
str_coop_random_lrg_snow_forest|Snow Forest
str_coop_random_lrg_desert_forest|Desert Forest
str_coop_random_med_plain|Plains
str_coop_random_med_steppe|Steppe
str_coop_random_med_snow|Snow
str_coop_random_med_desert|Desert
str_coop_random_med_steppe_forest|Steppe Forest
str_coop_random_med_plain_forest|Plains Forest
str_coop_random_med_snow_forest|Snow Forest
str_coop_random_med_desert_forest|Desert Forest
str_multi_scene_end|multi scene end
str_multi_game_type_1|데스매치
str_multi_game_type_2|팀 데스매치
str_multi_game_type_3|전투
str_multi_game_type_4|섬멸전
str_multi_game_type_5|깃발전
str_multi_game_type_6|점령전
str_multi_game_type_7|공성전
str_multi_game_type_8|결투
str_multi_game_type_11|Warlords Battle
str_multi_game_type_9|Co-op Battle
str_multi_game_type_10|Co-op Siege
str_multi_game_types_end|multi game types end
str_poll_kick_player_s1_by_s0|{s0}이(가) {s1}의 강제퇴장을 제안하여 투표를 실시합니다.
str_poll_ban_player_s1_by_s0|{s0}이(가) {s1}의 영구퇴장을 제안하여 투표를 실시합니다.
str_poll_change_map_to_s1_by_s0|{s0}이(가) {s1} 맵으로 변경하기 위한 투표를 실시합니다.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}이(가) {s1} 맵으로 변경하고 세력을 {s2} 대 {s3}으로 변경하기 위한 투표를 실시합니다.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}이(가) 봇 수를 {reg0}명 대 {reg1}명으로 변경하기 위한 투표를 실시합니다.
str_poll_kick_player|플레이어 {s0}을(를) 강제퇴장시킵니까?^1 = 수락, 2 = 거절
str_poll_ban_player|플레이어 {s0}을(를) 영구퇴장시킵니까?^1 = 수락, 2 = 거절
str_poll_change_map|{s0} 맵으로 변경하시겠습니까?^1 = 수락, 2 = 거절
str_poll_change_map_with_faction|{s0} 맵으로 변경하고 {s1} 대 {s2}(으)로 세력을 변경하시겠습니까?^1 = 수락, 2 = 거절
str_poll_change_number_of_bots|{s0}의 봇 수를 {reg0}명, {s1}의 봇 수를 {reg1}명으로 변경하시겠습니까?^1 = 수락, 2 = 거절
str_poll_time_left|({reg0}초 남음)
str_poll_result_yes|  투표 결과, 통과되었습니다.
str_poll_result_no|  투표 결과, 거절되었습니다.
str_total_item_cost_reg0|총 금액: {reg0}
str_server_name|서버 이름:
str_game_password|게임 비밀번호:
str_map|맵:
str_game_type|게임 타입:
str_max_number_of_players|최대 플레이어의 수:
str_number_of_bots_in_team_reg1|{reg1} 팀 봇의 수:
str_team_reg1_faction|{reg1} 팀 세력:
str_enable_valve_anti_cheat|밸브 안티 치트 허용 (유효한 스팀 계정 필요)
