dlga_event_triggered:upgrade_talk|네? {s65}?
dlga_lord_talk_ask_about_strategy:lord_pretalk|당신이 군 최고 사령관이니 당신이 결정해야 되지 않소?
dlga_lord_talk_ask_something_2:lord_talk_ask_about_war|전쟁은 어떻게 돌아가오?
dlga_lord_talk_ask_something_2:lord_marriage_permission|{s19}
dlga_lord_marriage_permission:lord_pretalk|Great heaven, man -- if I haven't given you permission to see her, do you think I'm going to give you permission to marry her?
dlga_lord_marriage_permission:lord_pretalk.1|It is not my way to push my {s11} to marry against her will or her better judgment
dlga_lord_marriage_permission:lord_pretalk.2|Sorry, lad -- I'm not going to make my {s11} marry you, when I'd rather see her married to {s12}
dlga_lord_marriage_permission:lord_marriage_permission_endowment|멋진 뉴스군, 젊은 친구 -- 난 당신이 우리 가족이 된다면 자랑 스러울 꺼야. 자, 우린 결혼생활의 조건에 대해서 이야기 해보자고. 우리의 관습에 따르면, 우리는 뜻밖의 상황이 발생 할때에도 {s11}이(가) 재정적으로 충분히 그녀 자신을 유지할수 있는지 확인 해야 하네...
dlga_lord_marriage_permission_endowment:lord_marriage_permission_endowment_answer|우리 두 집안의 명성을 고려 한다면, 내가 {reg4} 실버의 지참금을 제공하는데 대해 당신은 {reg3} 실버의 미망인 상속몫을 제공 해야한다고 말하고 싶소. 이건 그녀의 안전을 위해 귀부인의 재산으로 어떤 이유이든지 당신이 그녀를 위해 제공해야합니다. 이거에 대해서 할말이 있습니까?
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_engagement_date|아주 좋아요 -- 당장 그렇게 해요.
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_delay|지금 당장은 여유가 없군요.
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_no|그건 지불하기 너무 큰 금액이군요.
dlga_lord_marriage_permission_endowment_answer_no:close_window|흠. 나는 어떤 보장도 없이 내딸을 결혼시키는 모든 격식을 허락할수 없네, 안 그렇겠나? 그대의 마음이 바뀐다면 알려주게.
dlga_lord_marriage_permission_engagement_date:close_window|아주 좋아! 자네 둘은 지금부터 공식적인 약혼자 일세. 매우 좋아 -- 나는 상황이 허락하는한 곧 {s24}에서 큰 연회를 주최할 계획일세. 그날이 오면 반드시 자네에게 알려 주겠네.
dlga_lord_marriage_permission_engagement_date:close_window.1|불행하게도, 한가지 마지막 문제가 있네 -- 결혼식을 진행할 안정한 장소가 없군. 우리 가능할때 까지 결혼식은 보류하세.
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk|문제 없어 -- 당신은 돈을 모으기 위한 시간을 가질수 있오. 나는 앞으로도 그녀의 레디쉽을 잘 돌봐주기 바라오.
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk.1|이것 애석하군, 그러나 내가 만약 그녀의 레이디쉽을 불확실한 미래와 대면하게 허락 한다면 나의 의무에 태만하는 것일세.
dlga_lord_talk_ask_something_2:lord_courtship_permission|{s10} {s14} {s12}과(와) 시간을 보낼수 있는 영광을 가질수 있을까요?
dlga_lord_courtship_permission:lord_pretalk|내가 들은 바로는, 자네는 벌써 그녀와 이야기를 했더군 -- 내 허락도 없이. 이것만 말해 두겠네: 나는 그녀의 주군며 후견인이네, 그리고 나는 그녀를 위한 계획이 있다네. 나는 집안 여자들 조차 관리하지 못하는 남자라고 내 등뒤에서 조롱당하지는 않을 껄세. 나는 다시는 이 문제로 그대와 논의 하지 않기를 바라오.
dlga_lord_courtship_permission:lord_pretalk.1|From what I hear, you have already spoken to her -- without my permission. Let me tell you this: I am her lord and guardian, and I have plans for her. I will not be mocked behind my back as a man who cannot control the women of his household. I would ask you not to discuss this matter with me again.
dlga_lord_courtship_permission:lord_pretalk.2|{s14}
dlga_lord_talk_ask_something_2:lord_talk_ask_marriage_1|당신의 가문과 지속적인 동맹관계를 굳히려 하오. 어떠신가?
dlga_lord_talk_ask_something_2:lord_pretalk|돌아 간다.
dlga_lord_talk_ask_location:lord_talk_ask_location_2|잘알겠어요, 제가 당신을 위해 아마 답을 가지고 있을수도 없을수도 있어요. 누구에 대해서 듣고 싶으세요?
dlga_lord_talk_ask_location_2:lord_talk_ask_location_3|{s1}
dlga_lord_talk_ask_location_2:lord_talk_ask_location|{s1}
dlga_lord_talk_ask_location_3:lady_pretalk|{s1}
dlga_lord_talk_ask_location_3:lord_pretalk|{s1}
dlga_lord_talk_ask_about_war:lord_talk_ask_about_war_2|{s12}
dlga_lord_talk_ask_about_war_2:lord_talk_ask_about_war_details|{s1}와의 전쟁에 대해서 더 말해주시오.
dlga_lord_talk_ask_about_war_2:lord_pretalk|그게 내가 알고 싶었던 전부요. 고맙소.
dlga_lord_talk_ask_about_war_details:lord_talk_ask_about_war_2|{s9}.
dlga_lord_talk_ask_about_strategy:lord_strategy_follow_evaluation|{s7} {s9} {s14}
dlga_lord_strategy_follow_evaluation:lord_talk_ask_something_2|다른 질문은 없소?
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up|우리의 지도자 {s4}께서는 지나치게 신중하지. {reg4?그:그녀}는 군대을 이용해 적을 공격하거나, 또는 집으로 가던지 양자택일을 해야하지.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.1|우리의 군대는 아무것도 하지 않고 앉아 있소. 분명히, 너무 적은 가신들이 군단의 호출에 응해 왔소. 아마도 {s4}는 이 왕국의 많은 영주들의 신임을 받지 못하는 것 같소.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.2|나는 이런 전략에 동의하지 않소. 나는 {s4} 라는 전략을 택하겠소.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.3|나는 개인적으로 {s8}을 공격하는걸 더 좋다고 생각하오, 그러나 우리의 총사령관 {s10}은(는) 그것을 {s9}고 믿고 있소.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.4|나는 개인적으로 {s9} 대신 {s8}을 방어하는 것이 좋다고 생각하오.
dlga_lord_strategy_follow_evaluation:lord_talk|다른건 없나요?
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.5|내가 보기에 이 전략은 적절해 보이오.
dlga_lord_strategy_follow_up:lord_strategy_why_not|만약 당신이 공격한다면, 왜 당신은 .....
dlga_lord_strategy_follow_up:lord_talk_ask_something_again|알겠소....
dlga_lord_strategy_follow_up:lord_talk_replace_marshal|그럼 {s4}이(가) 더이상 총사령관이 아니라고 말하시는 것이오?
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again|나는 우리가 총사령관의 교체에 대한 논쟁을 하기 전에 우리의 왕국이 {s4}에 대한 문제부터 풀어야 한다고 생각하오.
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again.1|그렇소. 나는 벌써 이문제에 대한 나의 입장을 명확히 결정했오. 나 {s5}을 대신해 {s4}이 총사령관이 될것이라 믿소.
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again.2|나는 이 문제에 대해서 당신의 설득에 상관하지 않고 내 마음을 정할 것이오, {경/부인}.
dlga_lord_talk_replace_marshal:lord_talk_replace_marshal_decision|흠...
dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again|네, 나는 그렇게 말하고 싶소. 이 시점에서, 나는 현재의 총사령관 대신 {s15}을 지지한다고 말하고 싶소. 나는 당신과 이런 논의를 해서 기쁘오. 우리가 이 문제에 같은 마음이라는걸 알게 되었소.
dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again.1|반드시 그렇지는 않소. {s4}는 가능한 일이오. 그리고 나는 그를 대신하려고 노력하는 것이 아니라 전략에 있어 솔직한 의견차이를 가지고 있는 것이오.
dlga_lord_strategy_why_not:lord_strategy_why_not_select|네?
dlga_lord_strategy_why_not_select:lord_talk_ask_something_again|신경쓰지 마시오.
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason|..{s4}의 전략에 따라 공격하는 계획을 계속진행되는 것이오?
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason.1|..{s4}을(를) 방어하려고 하오?
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason.2|..{s4}을(를) 공격하려고 하오?
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat|{s9}
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat.1|우리의 총사령관 {s11}는 {s8} {s9}{s10}고 믿고 있소.
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat.2|우리는 그곳으로 갈것이오. {s7} 그러나, {s5}은(는) {s4}을(를) {s3}. {s6} {s8}.
dlga_lord_talk_why_not_repeat:lord_strategy_why_not_select|당신은 비슷한 질문이 더 없오? 왜 우리가 하지 않는.....
dlga_lord_talk_ask_marriage_1:lord_pretalk|내 말에 화내지 말게, 내가 왕으로 그대에게 그것에 대해서 말한다면, 나는 내 아이들을 위한 다른 계획이 있네.
dlga_lord_talk_ask_marriage_1:lord_pretalk.1|결혼을 통해 동맹을 공고히 하는것은 우리들의 관습이지. 유감스럽지만, 우리 가족 중에는 결혼상대로 적당한 사람이 없소.
dlga_lord_talk_ask_marriage_1:lord_courtship_pre_permission|{s15}
dlga_lord_talk_ask_marriage_1:lord_marriage_proposal_female_pc_confirm|당신은 당신과 내가 결혼하자고 신청하는 것이오?
dlga_lord_courtship_pre_permission:lord_courtship_permission|{s15} 저를 신랑감으로 생각해주실 수 있으세요?
dlga_lord_courtship_pre_permission:lord_marriage_permission_engagement_date|CHEAT -- Start engagement
dlga_lord_courtship_pre_permission:lord_pretalk|돌아간다.
dlga_lord_marriage_proposal_female_pc_confirm:lord_marriage_proposal_female_pc_reax|그렇소. 내 결혼신청이요.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk|아니오, 내 생각에 당신이 나를 오해하고 있는것 같소.
dlga_lord_marriage_proposal_female_pc_reax:lord_pretalk|{s14}
dlga_lord_marriage_proposal_female_pc_reax:lord_marriage_proposal_female_pc_next_step|{s14}
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_4|나는 나를 위한 다음 단계로 당신의 가족에게 당신과의 결혼 허락을 받기위한 서신을 보내야 한다고 생각하오. 그러나 나는 당신은 결정을 했다고 생각하오.
dlga_lord_marriage_proposal_female_pc_next_step_4:lord_marriage_proposal_female_pc_next_step_5|당신이 생각이 맞다고 생각되오.
dlga_lord_marriage_proposal_female_pc_next_step_5:lord_marriage_proposal_female_pc_confirm_engagement|매우 좋소, 그렇다면, 우리의 결혼에 장애물은 없는 것이군. 그럼 우리 약속된 결혼을 진행하기 위해 생각해 보겠오? 나는 성대한 연회를 열어, 왕국의 모든 영주들 앞에서 우리의 서약을 교환 할것이오. 만약 당신이 그렇게 할 용의가 있다면...
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_yes|기꺼이 그렇게 하죠.
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_no|사실, 나는 한번 더 생각하고 싶군요.
dlga_lord_marriage_proposal_female_pc_confirm_engagement_yes:close_window|아주 좋소. 바라건데, 지금 부터 한 달가량 지나, 우리 결혼식을 합시다.{s12}
dlga_lord_marriage_proposal_female_pc_confirm_engagement_no:close_window|당신이 필요한 시간 만큼 가지시오, 아가씨.
dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender| {s4} 한번만 말하겠다! 항복하거나 죽어라!
dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}
dlga_lord_talk:lord_predemand|내가 요구하는대로 행동하시지!
dlga_lord_predemand:lord_demand|에? 뭘 원하는건가?
dlga_lord_demand:lord_ultimatum_surrender|난 너에게 죽음과 항복중 하나를 선택할 기회를 주겠다.
dlga_lord_ultimatum_surrender:lord_attack_verify|{s43}
dlga_lord_attack_verify:lord_attack_verify_cancel|용서하십시오. 내가 잠깐 어떻게 됐었나보군.
dlga_lord_attack_verify_cancel:close_window|그럼 지나가시오.
dlga_lord_attack_verify:lord_attack_verify_commit|네놈에겐 볼일없다! 전투 준비!
dlga_lord_ultimatum_surrender:lord_attack_verify_b|{s43}
dlga_lord_attack_verify_b:lord_attack_verify_cancel|용서하십시오. 내가 왜 이런짓을 하고있는거지 ...
dlga_lord_attack_verify_b:lord_attack_verify_commit|여긴 내 구역이다! 전투를 준비해라!
dlga_lord_attack_verify_commit:close_window|{s43}
dlga_lord_demand:lord_pretalk|아니에요. 아무것도 아닙니다.
dlga_lord_talk:liege_defends_claim_1|난 여행중에 자기 {reg3?자신을:자신을} {s45}라고 부르는 사람을 봤지...
dlga_liege_defends_claim_1:liege_defends_claim_2|그래? 모두가 이름을 꺼내는 걸 꺼려하는데. 그대는 용감하거나 혹은 무례하군.
dlga_liege_defends_claim_2:liege_defends_claim_3|좋아. 궁금해서 그랬었다니 용서해주겠소. 하지만 이 얘기를 다신 입밖으로 내지마시오.
dlga_liege_defends_claim_3:liege_defends_claim_4|{s48}
dlga_liege_defends_claim_4:lord_talk|{s48}
dlga_lord_join_rebellion_suggest_cheat:close_window|Cheat:Allright.
dlga_lord_talk:lord_prison_break_chains|나는 여기 당신을 탈옥시키기 위해 왔어요.
dlga_lord_prison_break_chains:close_window|이렇게 와주어서 정말 고맙소! 하지만 내 발에 이렇게 사슬이 묶여 있는채로는 아무데도 갈 수가 없소. 날 탈옥시키려거든 저 밖에 있는 경비병에게서 키를 가져와야할 것이오.
dlga_lord_tell_objective:lord_pretalk|여기서 뭘 하고있냐고? 내가 뭘 하고 있는지 않보여?! 난 여기 잡혀있잖아!
dlga_lord_tell_objective:lord_pretalk.1|난 지금 아무에게도 명령을 내리지않고있다네.
dlga_lord_tell_objective:lord_pretalk.2|우리는 {s1} 에서 쉴 것이오.
dlga_lord_tell_objective:lord_pretalk.3|우리는 {s1}로 갈 것이오. {s14}{s15}
dlga_lord_tell_objective_2:lord_pretalk|나는 {s1}의 부근으로 향하고 있소. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.4|우리는 {s1}에서 새로운 병력을 모을 것이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.5|우린 {s1}의 근처를 정찰하는 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.6|우린 {s1}의 마을을 공격하는 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.7|...우린 {s1}으로 퇴각 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.8|우리는 {s1}을 포위하고 있는 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.9|우리는 {s1}에 맞서 싸우고 있는 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.10|나는 {s1}으로 나아가기 위한 심사 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.11|우린 {s1}을 따라가는 중이오. {s14}{s15}
dlga_lord_tell_objective:lord_talk_ask_about_strategy|나는 왕국의 군대를 이끌고 있소.
dlga_lord_tell_objective:lord_pretalk.12|우린 다음 목표를 고르는 중이오.
dlga_lord_tell_objective:lord_pretalk.13|모르겠군: {reg1} {s1} (ERROR)
